# wavelength, Lum, Lum_error
3652.6096, 2.300296492e+25, 9.495418842e+23
3652.6705, 2.319635529e+25, 9.527608642e+23
3652.7315, 2.338974889e+25, 9.559799324e+23
3652.7924, 2.358314571e+25, 9.591990884e+23
3652.8533, 2.377654576e+25, 9.624183318e+23
3652.9142, 2.396994904e+25, 9.656376625e+23
3652.9752, 2.416335554e+25, 9.688570799e+23
3653.0361, 2.435676526e+25, 9.720765838e+23
3653.0970, 2.455017821e+25, 9.752961739e+23
3653.1579, 2.474359439e+25, 9.785158499e+23
3653.2189, 2.493701379e+25, 9.817356113e+23
3653.2798, 2.513043642e+25, 9.849554580e+23
3653.3407, 2.532386228e+25, 9.881753896e+23
3653.4017, 2.551729136e+25, 9.913954059e+23
3653.4626, 2.552329594e+25, 9.915657185e+23
3653.5235, 2.542604439e+25, 9.900558772e+23
3653.5845, 2.532879121e+25, 9.885460151e+23
3653.6454, 2.523153641e+25, 9.870361322e+23
3653.7063, 2.513427999e+25, 9.855262285e+23
3653.7673, 2.503702195e+25, 9.840163041e+23
3653.8282, 2.493976229e+25, 9.825063588e+23
3653.8891, 2.484250100e+25, 9.809963929e+23
3653.9501, 2.474523809e+25, 9.794864062e+23
3654.0110, 2.464797356e+25, 9.779763988e+23
3654.0720, 2.455070741e+25, 9.764663707e+23
3654.1329, 2.445343964e+25, 9.749563220e+23
3654.1939, 2.435617024e+25, 9.734462527e+23
3654.2548, 2.425889922e+25, 9.719361627e+23
3654.3158, 2.424789212e+25, 9.724055785e+23
3654.3767, 2.425360335e+25, 9.732586431e+23
3654.4376, 2.425931468e+25, 9.741117244e+23
3654.4986, 2.426502611e+25, 9.749648226e+23
3654.5596, 2.427073763e+25, 9.758179376e+23
3654.6205, 2.427644925e+25, 9.766710694e+23
3654.6815, 2.428216096e+25, 9.775242180e+23
3654.7424, 2.428787276e+25, 9.783773834e+23
3654.8034, 2.429358466e+25, 9.792305655e+23
3654.8643, 2.429929666e+25, 9.800837645e+23
3654.9253, 2.430500875e+25, 9.809369802e+23
3654.9862, 2.431072094e+25, 9.817902127e+23
3655.0472, 2.431643322e+25, 9.826434619e+23
3655.1082, 2.432425605e+25, 9.834870932e+23
3655.1691, 2.439576586e+25, 9.840400155e+23
3655.2301, 2.446727687e+25, 9.845929898e+23
3655.2910, 2.453878907e+25, 9.851460159e+23
3655.3520, 2.461030246e+25, 9.856990939e+23
3655.4130, 2.468181705e+25, 9.862522236e+23
3655.4739, 2.475333283e+25, 9.868054050e+23
3655.5349, 2.482484980e+25, 9.873586380e+23
3655.5959, 2.489636796e+25, 9.879119225e+23
3655.6568, 2.496788732e+25, 9.884652585e+23
3655.7178, 2.503940787e+25, 9.890186460e+23
3655.7788, 2.511092961e+25, 9.895720847e+23
3655.8398, 2.518245255e+25, 9.901255747e+23
3655.9007, 2.525397667e+25, 9.906791159e+23
3655.9617, 2.530843280e+25, 9.910759806e+23
3656.0227, 2.530456063e+25, 9.909372954e+23
3656.0837, 2.530068840e+25, 9.907986080e+23
3656.1446, 2.529681610e+25, 9.906599184e+23
3656.2056, 2.529294374e+25, 9.905212267e+23
3656.2666, 2.528907131e+25, 9.903825328e+23
3656.3276, 2.528519882e+25, 9.902438368e+23
3656.3886, 2.528132626e+25, 9.901051386e+23
3656.4495, 2.527745364e+25, 9.899664383e+23
3656.5105, 2.527358095e+25, 9.898277358e+23
3656.5715, 2.526970820e+25, 9.896890312e+23
3656.6325, 2.526583539e+25, 9.895503244e+23
3656.6935, 2.526196251e+25, 9.894116155e+23
3656.7545, 2.525808956e+25, 9.892729044e+23
3656.8155, 2.524700834e+25, 9.888339253e+23
3656.8764, 2.522599713e+25, 9.879813045e+23
3656.9374, 2.520498556e+25, 9.871286726e+23
3656.9984, 2.518397365e+25, 9.862760296e+23
3657.0594, 2.516296138e+25, 9.854233756e+23
3657.1204, 2.514194877e+25, 9.845707106e+23
3657.1814, 2.512093580e+25, 9.837180346e+23
3657.2424, 2.509992249e+25, 9.828653475e+23
3657.3034, 2.507890882e+25, 9.820126495e+23
3657.3644, 2.505789481e+25, 9.811599404e+23
3657.4254, 2.503688044e+25, 9.803072204e+23
3657.4864, 2.501586572e+25, 9.794544893e+23
3657.5474, 2.499485065e+25, 9.786017473e+23
3657.6084, 2.497383523e+25, 9.777489944e+23
3657.6694, 2.496829245e+25, 9.771947785e+23
3657.7304, 2.497244782e+25, 9.768276797e+23
3657.7914, 2.497660327e+25, 9.764605749e+23
3657.8524, 2.498075878e+25, 9.760934640e+23
3657.9134, 2.498491436e+25, 9.757263470e+23
3657.9744, 2.498907001e+25, 9.753592239e+23
3658.0354, 2.499322573e+25, 9.749920948e+23
3658.0964, 2.499738152e+25, 9.746249596e+23
3658.1575, 2.500153737e+25, 9.742578184e+23
3658.2185, 2.500569330e+25, 9.738906711e+23
3658.2795, 2.500984930e+25, 9.735235177e+23
3658.3405, 2.501400536e+25, 9.731563583e+23
3658.4015, 2.501816150e+25, 9.727891928e+23
3658.4625, 2.502231770e+25, 9.724220213e+23
3658.5235, 2.506605762e+25, 9.734422194e+23
3658.5846, 2.511916057e+25, 9.747905913e+23
3658.6456, 2.517226440e+25, 9.761390023e+23
3658.7066, 2.522536913e+25, 9.774874524e+23
3658.7676, 2.527847473e+25, 9.788359415e+23
3658.8286, 2.533158123e+25, 9.801844695e+23
3658.8897, 2.538468861e+25, 9.815330364e+23
3658.9507, 2.543779687e+25, 9.828816421e+23
3659.0117, 2.549090602e+25, 9.842302865e+23
3659.0727, 2.554401606e+25, 9.855789696e+23
3659.1338, 2.559712698e+25, 9.869276913e+23
3659.1948, 2.565023879e+25, 9.882764515e+23
3659.2558, 2.570335149e+25, 9.896252501e+23
3659.3169, 2.575611570e+25, 9.909652359e+23
3659.3779, 2.567667701e+25, 9.889557612e+23
3659.4389, 2.559723698e+25, 9.869462555e+23
3659.5000, 2.551779563e+25, 9.849367188e+23
3659.5610, 2.543835296e+25, 9.829271511e+23
3659.6220, 2.535890896e+25, 9.809175524e+23
3659.6831, 2.527946364e+25, 9.789079227e+23
3659.7441, 2.520001699e+25, 9.768982621e+23
3659.8051, 2.512056902e+25, 9.748885706e+23
3659.8662, 2.504111972e+25, 9.728788481e+23
3659.9272, 2.496166910e+25, 9.708690948e+23
3659.9883, 2.488221715e+25, 9.688593105e+23
3660.0493, 2.480276387e+25, 9.668494954e+23
3660.1103, 2.472330928e+25, 9.648396494e+23
3660.1714, 2.464030741e+25, 9.630036914e+23
3660.2324, 2.454279994e+25, 9.618791073e+23
3660.2935, 2.444529084e+25, 9.607545218e+23
3660.3545, 2.434778012e+25, 9.596299347e+23
3660.4156, 2.425026777e+25, 9.585053464e+23
3660.4766, 2.415275380e+25, 9.573807567e+23
3660.5377, 2.405523819e+25, 9.562561657e+23
3660.5987, 2.395772097e+25, 9.551315736e+23
3660.6598, 2.386020211e+25, 9.540069804e+23
3660.7208, 2.376268163e+25, 9.528823861e+23
3660.7819, 2.366515952e+25, 9.517577909e+23
3660.8429, 2.356763579e+25, 9.506331947e+23
3660.9040, 2.347011043e+25, 9.495085976e+23
3660.9651, 2.337258344e+25, 9.483839998e+23
3661.0261, 2.333376394e+25, 9.476724767e+23
3661.0872, 2.338670677e+25, 9.476065904e+23
3661.1482, 2.343965048e+25, 9.475407054e+23
3661.2093, 2.349259507e+25, 9.474748217e+23
3661.2704, 2.354554055e+25, 9.474089394e+23
3661.3314, 2.359848691e+25, 9.473430585e+23
3661.3925, 2.365143415e+25, 9.472771789e+23
3661.4536, 2.370438228e+25, 9.472113006e+23
3661.5146, 2.375733129e+25, 9.471454237e+23
3661.5757, 2.381028118e+25, 9.470795482e+23
3661.6368, 2.386323195e+25, 9.470136740e+23
3661.6978, 2.391618361e+25, 9.469478012e+23
3661.7589, 2.396913615e+25, 9.468819297e+23
3661.8200, 2.402208958e+25, 9.468160596e+23
3661.8811, 2.409575760e+25, 9.473511621e+23
3661.9421, 2.418419473e+25, 9.483147381e+23
3662.0032, 2.427263335e+25, 9.492783302e+23
3662.0643, 2.436107344e+25, 9.502419383e+23
3662.1254, 2.444951500e+25, 9.512055625e+23
3662.1864, 2.453795804e+25, 9.521692027e+23
3662.2475, 2.462640255e+25, 9.531328591e+23
3662.3086, 2.471484854e+25, 9.540965315e+23
3662.3697, 2.480329601e+25, 9.550602200e+23
3662.4308, 2.489174495e+25, 9.560239245e+23
3662.4918, 2.498019536e+25, 9.569876451e+23
3662.5529, 2.506864725e+25, 9.579513818e+23
3662.6140, 2.515710061e+25, 9.589151346e+23
3662.6751, 2.524555545e+25, 9.598789035e+23
3662.7362, 2.512651088e+25, 9.578864238e+23
3662.7973, 2.494858003e+25, 9.550550185e+23
3662.8584, 2.477064621e+25, 9.522236020e+23
3662.9195, 2.459270942e+25, 9.493921747e+23
3662.9805, 2.441476967e+25, 9.465607370e+23
3663.0416, 2.423682695e+25, 9.437292891e+23
3663.1027, 2.405888126e+25, 9.408978313e+23
3663.1638, 2.388093260e+25, 9.380663641e+23
3663.2249, 2.370298097e+25, 9.352348878e+23
3663.2860, 2.352502638e+25, 9.324034027e+23
3663.3471, 2.334706882e+25, 9.295719092e+23
3663.4082, 2.316910829e+25, 9.267404076e+23
3663.4693, 2.299114479e+25, 9.239088983e+23
3663.5304, 2.281317833e+25, 9.210773816e+23
3663.5915, 2.276171771e+25, 9.198959744e+23
3663.6526, 2.271384935e+25, 9.187614152e+23
3663.7137, 2.266598020e+25, 9.176268375e+23
3663.7748, 2.261811026e+25, 9.164922411e+23
3663.8359, 2.257023951e+25, 9.153576262e+23
3663.8970, 2.252236796e+25, 9.142229927e+23
3663.9581, 2.247449562e+25, 9.130883406e+23
3664.0193, 2.242662248e+25, 9.119536699e+23
3664.0804, 2.237874854e+25, 9.108189806e+23
3664.1415, 2.233087380e+25, 9.096842727e+23
3664.2026, 2.228299826e+25, 9.085495463e+23
3664.2637, 2.223512193e+25, 9.074148012e+23
3664.3248, 2.218724479e+25, 9.062800376e+23
3664.3859, 2.216462686e+25, 9.055431785e+23
3664.4470, 2.226768614e+25, 9.067861364e+23
3664.5082, 2.237074713e+25, 9.080291471e+23
3664.5693, 2.247380984e+25, 9.092722105e+23
3664.6304, 2.257687428e+25, 9.105153264e+23
3664.6915, 2.267994043e+25, 9.117584947e+23
3664.7526, 2.278300830e+25, 9.130017152e+23
3664.8138, 2.288607788e+25, 9.142449879e+23
3664.8749, 2.298914919e+25, 9.154883127e+23
3664.9360, 2.309222222e+25, 9.167316892e+23
3664.9971, 2.319529697e+25, 9.179751176e+23
3665.0583, 2.329837343e+25, 9.192185976e+23
3665.1194, 2.340145161e+25, 9.204621291e+23
3665.1805, 2.350453152e+25, 9.217057120e+23
3665.2416, 2.356776887e+25, 9.221072595e+23
3665.3028, 2.356035596e+25, 9.210156474e+23
3665.3639, 2.355294293e+25, 9.199240181e+23
3665.4250, 2.354552977e+25, 9.188323717e+23
3665.4862, 2.353811648e+25, 9.177407083e+23
3665.5473, 2.353070308e+25, 9.166490277e+23
3665.6084, 2.352328955e+25, 9.155573300e+23
3665.6696, 2.351587589e+25, 9.144656152e+23
3665.7307, 2.350846212e+25, 9.133738833e+23
3665.7919, 2.350104822e+25, 9.122821344e+23
3665.8530, 2.349363419e+25, 9.111903683e+23
3665.9141, 2.348622004e+25, 9.100985852e+23
3665.9753, 2.347880577e+25, 9.090067850e+23
3666.0364, 2.347139138e+25, 9.079149677e+23
3666.0976, 2.340337334e+25, 9.070295542e+23
3666.1587, 2.328683722e+25, 9.063094049e+23
3666.2198, 2.317029915e+25, 9.055892771e+23
3666.2810, 2.305375914e+25, 9.048691706e+23
3666.3421, 2.293721719e+25, 9.041490858e+23
3666.4033, 2.282067329e+25, 9.034290225e+23
3666.4644, 2.270412745e+25, 9.027089809e+23
3666.5256, 2.258757967e+25, 9.019889611e+23
3666.5867, 2.247102994e+25, 9.012689632e+23
3666.6479, 2.235447827e+25, 9.005489872e+23
3666.7090, 2.223792466e+25, 8.998290333e+23
3666.7702, 2.212136910e+25, 8.991091015e+23
3666.8314, 2.200481159e+25, 8.983891918e+23
3666.8925, 2.188825215e+25, 8.976693045e+23
3666.9537, 2.202219703e+25, 8.993418301e+23
3667.0148, 2.224034213e+25, 9.018185030e+23
3667.0760, 2.245849088e+25, 9.042952235e+23
3667.1372, 2.267664327e+25, 9.067719915e+23
3667.1983, 2.289479929e+25, 9.092488071e+23
3667.2595, 2.311295895e+25, 9.117256701e+23
3667.3206, 2.333112225e+25, 9.142025804e+23
3667.3818, 2.354928919e+25, 9.166795382e+23
3667.4430, 2.376745977e+25, 9.191565432e+23
3667.5041, 2.398563398e+25, 9.216335954e+23
3667.5653, 2.420381184e+25, 9.241106949e+23
3667.6265, 2.442199333e+25, 9.265878415e+23
3667.6876, 2.464017846e+25, 9.290650353e+23
3667.7488, 2.485836724e+25, 9.315422761e+23
3667.8100, 2.478321933e+25, 9.304162859e+23
3667.8712, 2.469035363e+25, 9.290726776e+23
3667.9323, 2.459748638e+25, 9.277290712e+23
3667.9935, 2.450461758e+25, 9.263854667e+23
3668.0547, 2.441174724e+25, 9.250418643e+23
3668.1159, 2.431887534e+25, 9.236982640e+23
3668.1770, 2.422600190e+25, 9.223546660e+23
3668.2382, 2.413312691e+25, 9.210110705e+23
3668.2994, 2.404025036e+25, 9.196674774e+23
3668.3606, 2.394737227e+25, 9.183238869e+23
3668.4218, 2.385449263e+25, 9.169802992e+23
3668.4829, 2.376161144e+25, 9.156367142e+23
3668.5441, 2.366872871e+25, 9.142931323e+23
3668.6053, 2.359155219e+25, 9.133151886e+23
3668.6665, 2.361285924e+25, 9.146297303e+23
3668.7277, 2.363416664e+25, 9.159443356e+23
3668.7889, 2.365547440e+25, 9.172590046e+23
3668.8501, 2.367678252e+25, 9.185737370e+23
3668.9113, 2.369809099e+25, 9.198885325e+23
3668.9724, 2.371939981e+25, 9.212033912e+23
3669.0336, 2.374070900e+25, 9.225183127e+23
3669.0948, 2.376201853e+25, 9.238332969e+23
3669.1560, 2.378332843e+25, 9.251483436e+23
3669.2172, 2.380463867e+25, 9.264634527e+23
3669.2784, 2.382594928e+25, 9.277786240e+23
3669.3396, 2.384726024e+25, 9.290938573e+23
3669.4008, 2.386857155e+25, 9.304091525e+23
3669.4620, 2.390847114e+25, 9.316042026e+23
3669.5232, 2.398605224e+25, 9.325554400e+23
3669.5844, 2.406363464e+25, 9.335067470e+23
3669.6456, 2.414121833e+25, 9.344581236e+23
3669.7068, 2.421880332e+25, 9.354095696e+23
3669.7680, 2.429638960e+25, 9.363610848e+23
3669.8292, 2.437397717e+25, 9.373126691e+23
3669.8904, 2.445156604e+25, 9.382643223e+23
3669.9516, 2.452915620e+25, 9.392160442e+23
3670.0129, 2.460674765e+25, 9.401678347e+23
3670.0741, 2.468434040e+25, 9.411196937e+23
3670.1353, 2.476193445e+25, 9.420716209e+23
3670.1965, 2.483952979e+25, 9.430236163e+23
3670.2577, 2.491712642e+25, 9.439756796e+23
3670.3189, 2.492360397e+25, 9.440337283e+23
3670.3801, 2.486565049e+25, 9.432818251e+23
3670.4413, 2.480769605e+25, 9.425299410e+23
3670.5026, 2.474974064e+25, 9.417780762e+23
3670.5638, 2.469178426e+25, 9.410262308e+23
3670.6250, 2.463382691e+25, 9.402744049e+23
3670.6862, 2.457586860e+25, 9.395225985e+23
3670.7474, 2.451790932e+25, 9.387708117e+23
3670.8087, 2.445994908e+25, 9.380190446e+23
3670.8699, 2.440198786e+25, 9.372672972e+23
3670.9311, 2.434402568e+25, 9.365155697e+23
3670.9923, 2.428606254e+25, 9.357638622e+23
3671.0536, 2.422809843e+25, 9.350121746e+23
3671.1148, 2.417013335e+25, 9.342605071e+23
3671.1760, 2.409377787e+25, 9.338405742e+23
3671.2372, 2.401023127e+25, 9.335503405e+23
3671.2985, 2.392668327e+25, 9.332601121e+23
3671.3597, 2.384313388e+25, 9.329698892e+23
3671.4209, 2.375958310e+25, 9.326796717e+23
3671.4822, 2.367603092e+25, 9.323894597e+23
3671.5434, 2.359247735e+25, 9.320992530e+23
3671.6046, 2.350892239e+25, 9.318090519e+23
3671.6659, 2.342536603e+25, 9.315188561e+23
3671.7271, 2.334180828e+25, 9.312286659e+23
3671.7884, 2.325824913e+25, 9.309384811e+23
3671.8496, 2.317468859e+25, 9.306483018e+23
3671.9108, 2.309112666e+25, 9.303581279e+23
3671.9721, 2.300756334e+25, 9.300679596e+23
3672.0333, 2.324538599e+25, 9.320205289e+23
3672.0946, 2.351380821e+25, 9.341866455e+23
3672.1558, 2.378223491e+25, 9.363528083e+23
3672.2171, 2.405066608e+25, 9.385190171e+23
3672.2783, 2.431910173e+25, 9.406852719e+23
3672.3395, 2.458754186e+25, 9.428515726e+23
3672.4008, 2.485598647e+25, 9.450179192e+23
3672.4620, 2.512443555e+25, 9.471843115e+23
3672.5233, 2.539288911e+25, 9.493507496e+23
3672.5845, 2.566134715e+25, 9.515172333e+23
3672.6458, 2.592980966e+25, 9.536837626e+23
3672.7071, 2.619827666e+25, 9.558503374e+23
3672.7683, 2.646674813e+25, 9.580169577e+23
3672.8296, 2.668302211e+25, 9.597369981e+23
3672.8908, 2.646429838e+25, 9.577353270e+23
3672.9521, 2.624557100e+25, 9.557336302e+23
3673.0133, 2.602683997e+25, 9.537319077e+23
3673.0746, 2.580810530e+25, 9.517301596e+23
3673.1359, 2.558936698e+25, 9.497283859e+23
3673.1971, 2.537062500e+25, 9.477265866e+23
3673.2584, 2.515187938e+25, 9.457247619e+23
3673.3196, 2.493313012e+25, 9.437229118e+23
3673.3809, 2.471437720e+25, 9.417210363e+23
3673.4422, 2.449562064e+25, 9.397191355e+23
3673.5034, 2.427686042e+25, 9.377172094e+23
3673.5647, 2.405809656e+25, 9.357152580e+23
3673.6260, 2.383932905e+25, 9.337132816e+23
3673.6873, 2.365155299e+25, 9.315507628e+23
3673.7485, 2.353570834e+25, 9.290156861e+23
3673.8098, 2.341986175e+25, 9.264805812e+23
3673.8711, 2.330401323e+25, 9.239454482e+23
3673.9323, 2.318816278e+25, 9.214102871e+23
3673.9936, 2.307231040e+25, 9.188750982e+23
3674.0549, 2.295645608e+25, 9.163398815e+23
3674.1162, 2.284059983e+25, 9.138046372e+23
3674.1774, 2.272474165e+25, 9.112693653e+23
3674.2387, 2.260888154e+25, 9.087340661e+23
3674.3000, 2.249301950e+25, 9.061987396e+23
3674.3613, 2.237715552e+25, 9.036633859e+23
3674.4226, 2.226128961e+25, 9.011280052e+23
3674.4839, 2.214542177e+25, 8.985925977e+23
3674.5451, 2.211328045e+25, 8.977331389e+23
3674.6064, 2.216654924e+25, 8.985833313e+23
3674.6677, 2.221981891e+25, 8.994335565e+23
3674.7290, 2.227308948e+25, 9.002838146e+23
3674.7903, 2.232636093e+25, 9.011341054e+23
3674.8516, 2.237963327e+25, 9.019844290e+23
3674.9129, 2.243290650e+25, 9.028347852e+23
3674.9742, 2.248618061e+25, 9.036851741e+23
3675.0354, 2.253945562e+25, 9.045355955e+23
3675.0967, 2.259273151e+25, 9.053860495e+23
3675.1580, 2.264600829e+25, 9.062365359e+23
3675.2193, 2.269928597e+25, 9.070870548e+23
3675.2806, 2.275256453e+25, 9.079376060e+23
3675.3419, 2.280584397e+25, 9.087881896e+23
3675.4032, 2.284151544e+25, 9.085446771e+23
3675.4645, 2.286923335e+25, 9.078069392e+23
3675.5258, 2.289695173e+25, 9.070691976e+23
3675.5871, 2.292467056e+25, 9.063314524e+23
3675.6484, 2.295238986e+25, 9.055937036e+23
3675.7097, 2.298010962e+25, 9.048559513e+23
3675.7710, 2.300782985e+25, 9.041181954e+23
3675.8323, 2.303555053e+25, 9.033804360e+23
3675.8937, 2.306327168e+25, 9.026426730e+23
3675.9550, 2.309099329e+25, 9.019049066e+23
3676.0163, 2.311871536e+25, 9.011671367e+23
3676.0776, 2.314643790e+25, 9.004293634e+23
3676.1389, 2.317416090e+25, 8.996915866e+23
3676.2002, 2.320188436e+25, 8.989538065e+23
3676.2615, 2.318250201e+25, 8.982586133e+23
3676.3228, 2.315685181e+25, 8.975690775e+23
3676.3841, 2.313120119e+25, 8.968795322e+23
3676.4455, 2.310555014e+25, 8.961899773e+23
3676.5068, 2.307989866e+25, 8.955004129e+23
3676.5681, 2.305424675e+25, 8.948108390e+23
3676.6294, 2.302859442e+25, 8.941212556e+23
3676.6907, 2.300294166e+25, 8.934316627e+23
3676.7521, 2.297728847e+25, 8.927420602e+23
3676.8134, 2.295163485e+25, 8.920524483e+23
3676.8747, 2.292598080e+25, 8.913628268e+23
3676.9360, 2.290032633e+25, 8.906731959e+23
3676.9973, 2.287467143e+25, 8.899835555e+23
3677.0587, 2.285459084e+25, 8.893887572e+23
3677.1200, 2.290054257e+25, 8.899174714e+23
3677.1813, 2.294649506e+25, 8.904462041e+23
3677.2427, 2.299244832e+25, 8.909749555e+23
3677.3040, 2.303840235e+25, 8.915037253e+23
3677.3653, 2.308435715e+25, 8.920325138e+23
3677.4267, 2.313031271e+25, 8.925613207e+23
3677.4880, 2.317626904e+25, 8.930901462e+23
3677.5493, 2.322222613e+25, 8.936189901e+23
3677.6107, 2.326818399e+25, 8.941478526e+23
3677.6720, 2.331414262e+25, 8.946767335e+23
3677.7333, 2.336010201e+25, 8.952056328e+23
3677.7947, 2.340606217e+25, 8.957345506e+23
3677.8560, 2.345202310e+25, 8.962634867e+23
3677.9173, 2.349578785e+25, 8.965450462e+23
3677.9787, 2.353365590e+25, 8.961625093e+23
3678.0400, 2.357152457e+25, 8.957799661e+23
3678.1014, 2.360939388e+25, 8.953974165e+23
3678.1627, 2.364726382e+25, 8.950148605e+23
3678.2241, 2.368513439e+25, 8.946322981e+23
3678.2854, 2.372300559e+25, 8.942497294e+23
3678.3468, 2.376087743e+25, 8.938671543e+23
3678.4081, 2.379874989e+25, 8.934845727e+23
3678.4695, 2.383662299e+25, 8.931019849e+23
3678.5308, 2.387449672e+25, 8.927193906e+23
3678.5922, 2.391237108e+25, 8.923367900e+23
3678.6535, 2.395024607e+25, 8.919541829e+23
3678.7149, 2.398812170e+25, 8.915715695e+23
3678.7762, 2.401193932e+25, 8.915917337e+23
3678.8376, 2.401957579e+25, 8.920755080e+23
3678.8989, 2.402721238e+25, 8.925592945e+23
3678.9603, 2.403484910e+25, 8.930430933e+23
3679.0217, 2.404248594e+25, 8.935269044e+23
3679.0830, 2.405012291e+25, 8.940107278e+23
3679.1444, 2.405776002e+25, 8.944945635e+23
3679.2057, 2.406539724e+25, 8.949784114e+23
3679.2671, 2.407303460e+25, 8.954622716e+23
3679.3285, 2.408067208e+25, 8.959461441e+23
3679.3898, 2.408830969e+25, 8.964300288e+23
3679.4512, 2.409594743e+25, 8.969139258e+23
3679.5126, 2.410358529e+25, 8.973978350e+23
3679.5739, 2.411122329e+25, 8.978817564e+23
3679.6353, 2.410656463e+25, 8.977460294e+23
3679.6967, 2.409556927e+25, 8.972909852e+23
3679.7580, 2.408457372e+25, 8.968359340e+23
3679.8194, 2.407357799e+25, 8.963808758e+23
3679.8808, 2.406258208e+25, 8.959258106e+23
3679.9422, 2.405158598e+25, 8.954707384e+23
3680.0035, 2.404058970e+25, 8.950156593e+23
3680.0649, 2.402959324e+25, 8.945605732e+23
3680.1263, 2.401859659e+25, 8.941054800e+23
3680.1877, 2.400759976e+25, 8.936503799e+23
3680.2490, 2.399660275e+25, 8.931952729e+23
3680.3104, 2.398560555e+25, 8.927401588e+23
3680.3718, 2.397460817e+25, 8.922850378e+23
3680.4332, 2.396361061e+25, 8.918299097e+23
3680.4946, 2.393997155e+25, 8.912391468e+23
3680.5560, 2.391415803e+25, 8.906250487e+23
3680.6173, 2.388834408e+25, 8.900109407e+23
3680.6787, 2.386252970e+25, 8.893968226e+23
3680.7401, 2.383671489e+25, 8.887826945e+23
3680.8015, 2.381089965e+25, 8.881685564e+23
3680.8629, 2.378508398e+25, 8.875544082e+23
3680.9243, 2.375926788e+25, 8.869402501e+23
3680.9857, 2.373345134e+25, 8.863260819e+23
3681.0471, 2.370763438e+25, 8.857119037e+23
3681.1085, 2.368181699e+25, 8.850977155e+23
3681.1699, 2.365599916e+25, 8.844835173e+23
3681.2313, 2.363018091e+25, 8.838693091e+23
3681.2927, 2.360492437e+25, 8.833156213e+23
3681.3541, 2.359078526e+25, 8.839590505e+23
3681.4155, 2.357664591e+25, 8.846024914e+23
3681.4769, 2.356250632e+25, 8.852459440e+23
3681.5383, 2.354836649e+25, 8.858894083e+23
3681.5997, 2.353422643e+25, 8.865328843e+23
3681.6611, 2.352008614e+25, 8.871763719e+23
3681.7225, 2.350594561e+25, 8.878198712e+23
3681.7839, 2.349180484e+25, 8.884633821e+23
3681.8453, 2.347766384e+25, 8.891069047e+23
3681.9067, 2.346352260e+25, 8.897504390e+23
3681.9681, 2.344938112e+25, 8.903939849e+23
3682.0295, 2.343523941e+25, 8.910375426e+23
3682.0909, 2.342109746e+25, 8.916811118e+23
3682.1523, 2.343999557e+25, 8.921313719e+23
3682.2137, 2.356278317e+25, 8.919737907e+23
3682.2751, 2.368557283e+25, 8.918162276e+23
3682.3366, 2.380836453e+25, 8.916586827e+23
3682.3980, 2.393115828e+25, 8.915011561e+23
3682.4594, 2.405395408e+25, 8.913436476e+23
3682.5208, 2.417675192e+25, 8.911861574e+23
3682.5822, 2.429955182e+25, 8.910286854e+23
3682.6436, 2.442235376e+25, 8.908712316e+23
3682.7051, 2.454515775e+25, 8.907137961e+23
3682.7665, 2.466796379e+25, 8.905563789e+23
3682.8279, 2.479077188e+25, 8.903989800e+23
