# wavelength, Lum, Lum_error
4893.5967, 1.802297194e+25, 2.716305724e+23
4893.6783, 1.807126823e+25, 2.718251992e+23
4893.7599, 1.811956533e+25, 2.720203613e+23
4893.8416, 1.816786323e+25, 2.722160574e+23
4893.9232, 1.821616194e+25, 2.724122865e+23
4894.0048, 1.826446145e+25, 2.726090474e+23
4894.0864, 1.831276177e+25, 2.728063391e+23
4894.1680, 1.836106290e+25, 2.730041603e+23
4894.2497, 1.840936483e+25, 2.732025100e+23
4894.3313, 1.845766757e+25, 2.734013872e+23
4894.4129, 1.850649142e+25, 2.735994266e+23
4894.4946, 1.856101375e+25, 2.737828475e+23
4894.5762, 1.861553699e+25, 2.739664081e+23
4894.6578, 1.867006113e+25, 2.741501081e+23
4894.7395, 1.872458619e+25, 2.743339472e+23
4894.8211, 1.877911216e+25, 2.745179251e+23
4894.9027, 1.883363903e+25, 2.747020417e+23
4894.9844, 1.888816682e+25, 2.748862966e+23
4895.0660, 1.894269551e+25, 2.750706895e+23
4895.1477, 1.899722511e+25, 2.752552203e+23
4895.2293, 1.905175563e+25, 2.754398886e+23
4895.3109, 1.910628705e+25, 2.756246941e+23
4895.3926, 1.916081938e+25, 2.758096367e+23
4895.4742, 1.921535263e+25, 2.759947161e+23
4895.5559, 1.925232260e+25, 2.761214358e+23
4895.6375, 1.924363763e+25, 2.760963840e+23
4895.7192, 1.923495252e+25, 2.760716922e+23
4895.8008, 1.922626726e+25, 2.760473606e+23
4895.8825, 1.921758186e+25, 2.760233894e+23
4895.9641, 1.920889631e+25, 2.759997786e+23
4896.0458, 1.920021062e+25, 2.759765283e+23
4896.1275, 1.919152478e+25, 2.759536387e+23
4896.2091, 1.918283880e+25, 2.759311099e+23
4896.2908, 1.917415267e+25, 2.759089420e+23
4896.3724, 1.916546640e+25, 2.758871350e+23
4896.4541, 1.915677998e+25, 2.758656892e+23
4896.5358, 1.914809342e+25, 2.758446045e+23
4896.6174, 1.913940671e+25, 2.758238811e+23
4896.6991, 1.913466927e+25, 2.757283443e+23
4896.7808, 1.913435893e+25, 2.755486329e+23
4896.8624, 1.913404859e+25, 2.753689187e+23
4896.9441, 1.913373824e+25, 2.751892016e+23
4897.0258, 1.913342788e+25, 2.750094817e+23
4897.1075, 1.913311752e+25, 2.748297590e+23
4897.1891, 1.913280716e+25, 2.746500335e+23
4897.2708, 1.913249679e+25, 2.744703051e+23
4897.3525, 1.913218641e+25, 2.742905739e+23
4897.4342, 1.913187603e+25, 2.741108399e+23
4897.5159, 1.913156565e+25, 2.739311031e+23
4897.5975, 1.913125526e+25, 2.737513634e+23
4897.6792, 1.913094486e+25, 2.735716210e+23
4897.7609, 1.913063446e+25, 2.733918757e+23
4897.8426, 1.912862290e+25, 2.734004212e+23
4897.9243, 1.912575765e+25, 2.735035341e+23
4898.0060, 1.912289236e+25, 2.736067462e+23
4898.0877, 1.912002702e+25, 2.737100574e+23
4898.1694, 1.911716163e+25, 2.738134675e+23
4898.2510, 1.911429620e+25, 2.739169765e+23
4898.3327, 1.911143071e+25, 2.740205842e+23
4898.4144, 1.910856518e+25, 2.741242905e+23
4898.4961, 1.910569960e+25, 2.742280954e+23
4898.5778, 1.910283398e+25, 2.743319986e+23
4898.6595, 1.909996830e+25, 2.744360003e+23
4898.7412, 1.909710258e+25, 2.745401001e+23
4898.8229, 1.909423681e+25, 2.746442980e+23
4898.9046, 1.909137099e+25, 2.747485939e+23
4898.9863, 1.911070073e+25, 2.747418431e+23
4899.0681, 1.913365126e+25, 2.747170509e+23
4899.1498, 1.915660217e+25, 2.746923459e+23
4899.2315, 1.917955347e+25, 2.746677281e+23
4899.3132, 1.920250515e+25, 2.746431977e+23
4899.3949, 1.922545721e+25, 2.746187546e+23
4899.4766, 1.924840965e+25, 2.745943989e+23
4899.5583, 1.927136248e+25, 2.745701305e+23
4899.6400, 1.929431569e+25, 2.745459496e+23
4899.7218, 1.931726929e+25, 2.745218561e+23
4899.8035, 1.934022326e+25, 2.744978501e+23
4899.8852, 1.936317762e+25, 2.744739316e+23
4899.9669, 1.938613236e+25, 2.744501006e+23
4900.0486, 1.940677667e+25, 2.744288389e+23
4900.1304, 1.938723946e+25, 2.744508755e+23
4900.2121, 1.936770193e+25, 2.744731083e+23
4900.2938, 1.934816408e+25, 2.744955373e+23
4900.3756, 1.932862590e+25, 2.745181623e+23
4900.4573, 1.930908739e+25, 2.745409834e+23
4900.5390, 1.928954856e+25, 2.745640005e+23
4900.6207, 1.927000940e+25, 2.745872136e+23
4900.7025, 1.925046992e+25, 2.746106227e+23
4900.7842, 1.923093011e+25, 2.746342276e+23
4900.8660, 1.921138997e+25, 2.746580284e+23
4900.9477, 1.919184951e+25, 2.746820250e+23
4901.0294, 1.917230872e+25, 2.747062173e+23
4901.1112, 1.915276761e+25, 2.747306055e+23
4901.1929, 1.912449304e+25, 2.746855603e+23
4901.2747, 1.906980924e+25, 2.744300809e+23
4901.3564, 1.901512453e+25, 2.741746760e+23
4901.4381, 1.896043891e+25, 2.739193457e+23
4901.5199, 1.890575238e+25, 2.736640904e+23
4901.6016, 1.885106494e+25, 2.734089102e+23
4901.6834, 1.879637658e+25, 2.731538055e+23
4901.7651, 1.874168731e+25, 2.728987763e+23
4901.8469, 1.868699713e+25, 2.726438229e+23
4901.9287, 1.863230603e+25, 2.723889456e+23
4902.0104, 1.857761403e+25, 2.721341446e+23
4902.0922, 1.852292111e+25, 2.718794201e+23
4902.1739, 1.846822728e+25, 2.716247724e+23
4902.2557, 1.841353254e+25, 2.713702017e+23
4902.3375, 1.838878549e+25, 2.712424436e+23
4902.4192, 1.840182360e+25, 2.712746070e+23
4902.5010, 1.841486193e+25, 2.713067729e+23
4902.5827, 1.842790047e+25, 2.713389412e+23
4902.6645, 1.844093923e+25, 2.713711119e+23
4902.7463, 1.845397821e+25, 2.714032849e+23
4902.8280, 1.846701741e+25, 2.714354604e+23
4902.9098, 1.848005682e+25, 2.714676383e+23
4902.9916, 1.849309646e+25, 2.714998186e+23
4903.0734, 1.850613631e+25, 2.715320013e+23
4903.1551, 1.851917637e+25, 2.715641864e+23
4903.2369, 1.853221666e+25, 2.715963739e+23
4903.3187, 1.854525716e+25, 2.716285638e+23
4903.4005, 1.855829788e+25, 2.716607561e+23
4903.4823, 1.858321767e+25, 2.718261308e+23
4903.5640, 1.861492119e+25, 2.720675608e+23
4903.6458, 1.864662524e+25, 2.723089961e+23
4903.7276, 1.867832981e+25, 2.725504368e+23
4903.8094, 1.871003491e+25, 2.727918828e+23
4903.8912, 1.874174054e+25, 2.730333341e+23
4903.9730, 1.877344670e+25, 2.732747908e+23
4904.0548, 1.880515339e+25, 2.735162528e+23
4904.1365, 1.883686061e+25, 2.737577201e+23
4904.2183, 1.886856836e+25, 2.739991927e+23
4904.3001, 1.890027663e+25, 2.742406707e+23
4904.3819, 1.893198543e+25, 2.744821540e+23
4904.4637, 1.896369477e+25, 2.747236425e+23
4904.5455, 1.899540463e+25, 2.749651364e+23
4904.6273, 1.898063487e+25, 2.749125869e+23
4904.7091, 1.895637209e+25, 2.748000092e+23
4904.7909, 1.893210890e+25, 2.746874591e+23
4904.8727, 1.890784531e+25, 2.745749367e+23
4904.9545, 1.888358132e+25, 2.744624419e+23
4905.0363, 1.885931692e+25, 2.743499749e+23
4905.1182, 1.883505211e+25, 2.742375356e+23
4905.2000, 1.881078690e+25, 2.741251242e+23
4905.2818, 1.878652129e+25, 2.740127405e+23
4905.3636, 1.876225527e+25, 2.739003848e+23
4905.4454, 1.873798885e+25, 2.737880569e+23
4905.5272, 1.871372202e+25, 2.736757570e+23
4905.6090, 1.868945479e+25, 2.735634851e+23
4905.6908, 1.866581718e+25, 2.734482365e+23
4905.7727, 1.866802188e+25, 2.732097662e+23
4905.8545, 1.867022662e+25, 2.729713237e+23
4905.9363, 1.867243140e+25, 2.727329091e+23
4906.0181, 1.867463621e+25, 2.724945224e+23
4906.1000, 1.867684106e+25, 2.722561638e+23
4906.1818, 1.867904595e+25, 2.720178333e+23
4906.2636, 1.868125087e+25, 2.717795311e+23
4906.3454, 1.868345583e+25, 2.715412572e+23
4906.4273, 1.868566083e+25, 2.713030117e+23
4906.5091, 1.868786586e+25, 2.710647946e+23
4906.5909, 1.869007094e+25, 2.708266061e+23
4906.6728, 1.869227604e+25, 2.705884463e+23
4906.7546, 1.869448119e+25, 2.703503152e+23
4906.8364, 1.870465227e+25, 2.701613818e+23
4906.9183, 1.874341075e+25, 2.701489106e+23
4907.0001, 1.878216988e+25, 2.701364395e+23
4907.0820, 1.882092966e+25, 2.701239686e+23
4907.1638, 1.885969009e+25, 2.701114979e+23
4907.2456, 1.889845116e+25, 2.700990274e+23
4907.3275, 1.893721288e+25, 2.700865571e+23
4907.4093, 1.897597524e+25, 2.700740869e+23
4907.4912, 1.901473825e+25, 2.700616170e+23
4907.5730, 1.905350191e+25, 2.700491472e+23
4907.6549, 1.909226621e+25, 2.700366776e+23
4907.7367, 1.913103116e+25, 2.700242082e+23
4907.8186, 1.916979676e+25, 2.700117389e+23
4907.9004, 1.920856300e+25, 2.699992699e+23
4907.9823, 1.923746992e+25, 2.699691337e+23
4908.0641, 1.925235110e+25, 2.699138744e+23
4908.1460, 1.926723253e+25, 2.698586284e+23
4908.2279, 1.928211420e+25, 2.698033957e+23
4908.3097, 1.929699612e+25, 2.697481762e+23
4908.3916, 1.931187829e+25, 2.696929699e+23
4908.4735, 1.932676071e+25, 2.696377769e+23
4908.5553, 1.934164338e+25, 2.695825972e+23
4908.6372, 1.935652630e+25, 2.695274308e+23
4908.7191, 1.937140946e+25, 2.694722777e+23
4908.8009, 1.938629287e+25, 2.694171379e+23
4908.8828, 1.940117653e+25, 2.693620114e+23
4908.9647, 1.941606044e+25, 2.693068982e+23
4909.0465, 1.943094460e+25, 2.692517984e+23
4909.1284, 1.941120778e+25, 2.691559273e+23
4909.2103, 1.936895595e+25, 2.690335631e+23
4909.2922, 1.932670342e+25, 2.689112325e+23
4909.3740, 1.928445019e+25, 2.687889354e+23
4909.4559, 1.924219625e+25, 2.686666720e+23
4909.5378, 1.919994161e+25, 2.685444422e+23
4909.6197, 1.915768626e+25, 2.684222461e+23
4909.7016, 1.911543020e+25, 2.683000838e+23
4909.7835, 1.907317345e+25, 2.681779552e+23
4909.8653, 1.903091598e+25, 2.680558606e+23
4909.9472, 1.898865782e+25, 2.679337999e+23
4910.0291, 1.894639894e+25, 2.678117731e+23
4910.1110, 1.890413937e+25, 2.676897803e+23
4910.1929, 1.886187909e+25, 2.675678216e+23
4910.2748, 1.884824727e+25, 2.676550586e+23
4910.3567, 1.884172520e+25, 2.677942703e+23
4910.4386, 1.883520302e+25, 2.679335121e+23
4910.5205, 1.882868073e+25, 2.680727838e+23
4910.6024, 1.882215833e+25, 2.682120855e+23
4910.6843, 1.881563582e+25, 2.683514172e+23
4910.7662, 1.880911321e+25, 2.684907787e+23
4910.8481, 1.880259048e+25, 2.686301701e+23
4910.9300, 1.879606765e+25, 2.687695912e+23
4911.0119, 1.878954471e+25, 2.689090421e+23
4911.0938, 1.878302166e+25, 2.690485228e+23
4911.1757, 1.877649850e+25, 2.691880331e+23
4911.2576, 1.876997523e+25, 2.693275730e+23
4911.3395, 1.876345186e+25, 2.694671425e+23
4911.4215, 1.878823068e+25, 2.695480416e+23
4911.5034, 1.881318405e+25, 2.696287623e+23
4911.5853, 1.883813782e+25, 2.697096314e+23
4911.6672, 1.886309202e+25, 2.697906488e+23
4911.7491, 1.888804663e+25, 2.698718143e+23
4911.8310, 1.891300166e+25, 2.699531278e+23
4911.9130, 1.893795710e+25, 2.700345893e+23
4911.9949, 1.896291296e+25, 2.701161985e+23
4912.0768, 1.898786924e+25, 2.701979553e+23
4912.1587, 1.901282593e+25, 2.702798596e+23
4912.2407, 1.903778304e+25, 2.703619114e+23
4912.3226, 1.906274056e+25, 2.704441104e+23
4912.4045, 1.908769850e+25, 2.705264565e+23
4912.4865, 1.910612682e+25, 2.706107998e+23
4912.5684, 1.909646395e+25, 2.707031730e+23
4912.6503, 1.908680091e+25, 2.707955656e+23
4912.7323, 1.907713772e+25, 2.708879776e+23
4912.8142, 1.906747436e+25, 2.709804090e+23
4912.8961, 1.905781085e+25, 2.710728598e+23
4912.9781, 1.904814717e+25, 2.711653299e+23
4913.0600, 1.903848333e+25, 2.712578193e+23
4913.1419, 1.902881933e+25, 2.713503281e+23
4913.2239, 1.901915517e+25, 2.714428562e+23
4913.3058, 1.900949084e+25, 2.715354035e+23
4913.3878, 1.899982636e+25, 2.716279701e+23
4913.4697, 1.899016171e+25, 2.717205559e+23
4913.5517, 1.898049691e+25, 2.718131610e+23
4913.6336, 1.896788748e+25, 2.718269458e+23
4913.7156, 1.895051983e+25, 2.717133439e+23
4913.7975, 1.893315189e+25, 2.715997496e+23
4913.8795, 1.891578365e+25, 2.714861628e+23
4913.9614, 1.889841513e+25, 2.713725835e+23
4914.0434, 1.888104632e+25, 2.712590117e+23
4914.1254, 1.886367722e+25, 2.711454475e+23
4914.2073, 1.884630783e+25, 2.710318908e+23
4914.2893, 1.882893814e+25, 2.709183418e+23
4914.3712, 1.881156817e+25, 2.708048003e+23
4914.4532, 1.879419791e+25, 2.706912664e+23
4914.5352, 1.877682736e+25, 2.705777401e+23
4914.6171, 1.875945652e+25, 2.704642214e+23
4914.6991, 1.874208539e+25, 2.703507104e+23
4914.7811, 1.874897258e+25, 2.702576321e+23
4914.8630, 1.877366762e+25, 2.701795799e+23
4914.9450, 1.879836307e+25, 2.701015667e+23
4915.0270, 1.882305893e+25, 2.700235926e+23
4915.1090, 1.884775520e+25, 2.699456578e+23
4915.1909, 1.887245189e+25, 2.698677621e+23
4915.2729, 1.889714899e+25, 2.697899057e+23
4915.3549, 1.892184650e+25, 2.697120885e+23
4915.4369, 1.894654442e+25, 2.696343106e+23
4915.5189, 1.897124275e+25, 2.695565722e+23
4915.6008, 1.899594150e+25, 2.694788730e+23
4915.6828, 1.902064066e+25, 2.694012134e+23
4915.7648, 1.904534023e+25, 2.693235931e+23
4915.8468, 1.907004021e+25, 2.692460124e+23
4915.9288, 1.908813494e+25, 2.689814604e+23
4916.0108, 1.910426347e+25, 2.686615576e+23
4916.0928, 1.912039228e+25, 2.683420140e+23
4916.1748, 1.913652135e+25, 2.680228311e+23
4916.2567, 1.915265070e+25, 2.677040102e+23
4916.3387, 1.916878031e+25, 2.673855524e+23
4916.4207, 1.918491019e+25, 2.670674593e+23
4916.5027, 1.920104034e+25, 2.667497322e+23
4916.5847, 1.921717076e+25, 2.664323723e+23
4916.6667, 1.923330145e+25, 2.661153811e+23
4916.7487, 1.924943241e+25, 2.657987598e+23
4916.8307, 1.926556364e+25, 2.654825099e+23
4916.9127, 1.928169513e+25, 2.651666328e+23
4916.9948, 1.929782690e+25, 2.648511297e+23
4917.0768, 1.924016541e+25, 2.645046627e+23
4917.1588, 1.917984679e+25, 2.641573144e+23
4917.2408, 1.911952717e+25, 2.638102115e+23
4917.3228, 1.905920654e+25, 2.634633550e+23
4917.4048, 1.899888490e+25, 2.631167460e+23
4917.4868, 1.893856226e+25, 2.627703854e+23
4917.5688, 1.887823861e+25, 2.624242743e+23
4917.6508, 1.881791396e+25, 2.620784137e+23
4917.7329, 1.875758830e+25, 2.617328046e+23
4917.8149, 1.869726163e+25, 2.613874481e+23
4917.8969, 1.863693396e+25, 2.610423451e+23
4917.9789, 1.857660528e+25, 2.606974969e+23
4918.0610, 1.851627560e+25, 2.603529043e+23
4918.1430, 1.846380888e+25, 2.600438793e+23
4918.2250, 1.845318134e+25, 2.599228433e+23
4918.3070, 1.844255363e+25, 2.598018269e+23
4918.3891, 1.843192574e+25, 2.596808300e+23
4918.4711, 1.842129767e+25, 2.595598527e+23
4918.5531, 1.841066943e+25, 2.594388950e+23
4918.6352, 1.840004100e+25, 2.593179571e+23
4918.7172, 1.838941240e+25, 2.591970388e+23
4918.7992, 1.837878362e+25, 2.590761403e+23
4918.8813, 1.836815467e+25, 2.589552615e+23
4918.9633, 1.835752554e+25, 2.588344025e+23
4919.0453, 1.834689623e+25, 2.587135634e+23
4919.1274, 1.833626674e+25, 2.585927441e+23
4919.2094, 1.832563708e+25, 2.584719447e+23
4919.2915, 1.830896937e+25, 2.584710015e+23
4919.3735, 1.828124139e+25, 2.586896049e+23
4919.4556, 1.825351295e+25, 2.589082514e+23
4919.5376, 1.822578405e+25, 2.591269411e+23
4919.6197, 1.819805468e+25, 2.593456738e+23
4919.7017, 1.817032485e+25, 2.595644494e+23
4919.7838, 1.814259456e+25, 2.597832678e+23
4919.8658, 1.811486381e+25, 2.600021289e+23
4919.9479, 1.808713259e+25, 2.602210327e+23
4920.0299, 1.805940091e+25, 2.604399789e+23
4920.1120, 1.803166877e+25, 2.606589677e+23
4920.1941, 1.800393617e+25, 2.608779987e+23
4920.2761, 1.797620310e+25, 2.610970720e+23
4920.3582, 1.794846958e+25, 2.613161874e+23
4920.4402, 1.790795363e+25, 2.613478543e+23
4920.5223, 1.785682420e+25, 2.612238587e+23
4920.6044, 1.780569392e+25, 2.610998621e+23
4920.6864, 1.775456278e+25, 2.609758645e+23
4920.7685, 1.770343079e+25, 2.608518660e+23
4920.8506, 1.765229795e+25, 2.607278664e+23
4920.9326, 1.760116426e+25, 2.606038658e+23
4921.0147, 1.755002972e+25, 2.604798643e+23
4921.0968, 1.749889432e+25, 2.603558618e+23
4921.1789, 1.744775807e+25, 2.602318583e+23
4921.2609, 1.739662096e+25, 2.601078538e+23
4921.3430, 1.734548300e+25, 2.599838483e+23
4921.4251, 1.729434419e+25, 2.598598418e+23
4921.5072, 1.724320453e+25, 2.597358344e+23
4921.5893, 1.724352745e+25, 2.598014799e+23
4921.6714, 1.726190145e+25, 2.599337425e+23
4921.7534, 1.728027576e+25, 2.600661149e+23
4921.8355, 1.729865037e+25, 2.601985970e+23
4921.9176, 1.731702529e+25, 2.603311885e+23
4921.9997, 1.733540051e+25, 2.604638894e+23
4922.0818, 1.735377604e+25, 2.605966995e+23
4922.1639, 1.737215188e+25, 2.607296186e+23
4922.2460, 1.739052803e+25, 2.608626465e+23
4922.3281, 1.740890448e+25, 2.609957832e+23
4922.4102, 1.742728124e+25, 2.611290284e+23
4922.4923, 1.744565830e+25, 2.612623820e+23
4922.5744, 1.746403567e+25, 2.613958438e+23
4922.6565, 1.748241335e+25, 2.615294138e+23
4922.7386, 1.756593729e+25, 2.617681296e+23
4922.8207, 1.765398880e+25, 2.620147759e+23
4922.9028, 1.774204178e+25, 2.622620710e+23
4922.9849, 1.783009622e+25, 2.625100129e+23
4923.0670, 1.791815214e+25, 2.627586000e+23
4923.1491, 1.800620952e+25, 2.630078304e+23
4923.2312, 1.809426838e+25, 2.632577023e+23
4923.3133, 1.818232870e+25, 2.635082140e+23
4923.3954, 1.827039049e+25, 2.637593637e+23
4923.4775, 1.835845375e+25, 2.640111496e+23
4923.5597, 1.844651848e+25, 2.642635699e+23
4923.6418, 1.853458468e+25, 2.645166229e+23
4923.7239, 1.862265234e+25, 2.647703068e+23
4923.8060, 1.869544047e+25, 2.649856978e+23
4923.8881, 1.866529963e+25, 2.649393193e+23
4923.9703, 1.863515828e+25, 2.648931653e+23
4924.0524, 1.860501643e+25, 2.648472361e+23
4924.1345, 1.857487408e+25, 2.648015316e+23
4924.2166, 1.854473123e+25, 2.647560521e+23
4924.2988, 1.851458787e+25, 2.647107977e+23
4924.3809, 1.848444401e+25, 2.646657684e+23
4924.4630, 1.845429964e+25, 2.646209645e+23
4924.5452, 1.842415478e+25, 2.645763861e+23
4924.6273, 1.839400941e+25, 2.645320332e+23
4924.7094, 1.836386354e+25, 2.644879060e+23
4924.7916, 1.833371716e+25, 2.644440047e+23
4924.8737, 1.830357029e+25, 2.644003293e+23
4924.9558, 1.827207664e+25, 2.643125307e+23
4925.0380, 1.823776106e+25, 2.641318643e+23
4925.1201, 1.820344492e+25, 2.639511955e+23
4925.2023, 1.816912820e+25, 2.637705243e+23
4925.2844, 1.813481091e+25, 2.635898506e+23
4925.3665, 1.810049304e+25, 2.634091745e+23
4925.4487, 1.806617460e+25, 2.632284960e+23
4925.5308, 1.803185560e+25, 2.630478151e+23
4925.6130, 1.799753601e+25, 2.628671318e+23
4925.6951, 1.796321586e+25, 2.626864460e+23
4925.7773, 1.792889513e+25, 2.625057579e+23
4925.8594, 1.789457384e+25, 2.623250673e+23
4925.9416, 1.786025196e+25, 2.621443744e+23
4926.0238, 1.782592952e+25, 2.619636790e+23
4926.1059, 1.781431508e+25, 2.619383991e+23
4926.1881, 1.782387070e+25, 2.620580554e+23
4926.2702, 1.783342647e+25, 2.621777756e+23
4926.3524, 1.784298240e+25, 2.622975595e+23
4926.4346, 1.785253850e+25, 2.624174072e+23
4926.5167, 1.786209475e+25, 2.625373184e+23
4926.5989, 1.787165116e+25, 2.626572932e+23
4926.6811, 1.788120773e+25, 2.627773313e+23
4926.7632, 1.789076446e+25, 2.628974329e+23
4926.8454, 1.790032135e+25, 2.630175977e+23
4926.9276, 1.790987840e+25, 2.631378257e+23
4927.0097, 1.791943561e+25, 2.632581169e+23
4927.0919, 1.792899297e+25, 2.633784710e+23
4927.1741, 1.793855050e+25, 2.634988882e+23
4927.2563, 1.797939351e+25, 2.637391703e+23
4927.3385, 1.803291912e+25, 2.640281759e+23
4927.4206, 1.808644562e+25, 2.643173581e+23
4927.5028, 1.813997302e+25, 2.646067162e+23
4927.5850, 1.819350130e+25, 2.648962498e+23
4927.6672, 1.824703048e+25, 2.651859583e+23
4927.7494, 1.830056056e+25, 2.654758411e+23
4927.8316, 1.835409152e+25, 2.657658977e+23
4927.9137, 1.840762338e+25, 2.660561275e+23
4927.9959, 1.846115613e+25, 2.663465301e+23
4928.0781, 1.851468977e+25, 2.666371048e+23
4928.1603, 1.856822431e+25, 2.669278511e+23
4928.2425, 1.862175974e+25, 2.672187685e+23
4928.3247, 1.867529606e+25, 2.675098565e+23
4928.4069, 1.873522820e+25, 2.677278407e+23
4928.4891, 1.879583169e+25, 2.679381752e+23
4928.5713, 1.885643619e+25, 2.681485340e+23
4928.6535, 1.891704170e+25, 2.683589172e+23
4928.7357, 1.897764822e+25, 2.685693246e+23
4928.8179, 1.903825576e+25, 2.687797563e+23
4928.9001, 1.909886430e+25, 2.689902121e+23
4928.9823, 1.915947386e+25, 2.692006920e+23
4929.0645, 1.922008442e+25, 2.694111960e+23
4929.1467, 1.928069600e+25, 2.696217240e+23
4929.2289, 1.934130859e+25, 2.698322760e+23
4929.3111, 1.940192219e+25, 2.700428519e+23
4929.3934, 1.946253680e+25, 2.702534517e+23
4929.4756, 1.951190961e+25, 2.704183098e+23
4929.5578, 1.945944651e+25, 2.701687219e+23
4929.6400, 1.940698254e+25, 2.699192835e+23
4929.7222, 1.935451769e+25, 2.696699952e+23
4929.8044, 1.930205196e+25, 2.694208573e+23
4929.8867, 1.924958536e+25, 2.691718703e+23
4929.9689, 1.919711789e+25, 2.689230346e+23
4930.0511, 1.914464954e+25, 2.686743506e+23
4930.1333, 1.909218031e+25, 2.684258189e+23
4930.2156, 1.903971021e+25, 2.681774398e+23
4930.2978, 1.898723924e+25, 2.679292137e+23
4930.3800, 1.893476739e+25, 2.676811412e+23
4930.4623, 1.888229466e+25, 2.674332227e+23
4930.5445, 1.882982106e+25, 2.671854586e+23
4930.6267, 1.879791195e+25, 2.669731419e+23
4930.7090, 1.881556433e+25, 2.668459497e+23
4930.7912, 1.883321701e+25, 2.667187825e+23
4930.8734, 1.885086999e+25, 2.665916403e+23
4930.9557, 1.886852325e+25, 2.664645232e+23
4931.0379, 1.888617682e+25, 2.663374312e+23
4931.1201, 1.890383067e+25, 2.662103643e+23
4931.2024, 1.892148482e+25, 2.660833227e+23
4931.2846, 1.893913927e+25, 2.659563063e+23
4931.3669, 1.895679401e+25, 2.658293152e+23
4931.4491, 1.897444904e+25, 2.657023494e+23
4931.5314, 1.899210437e+25, 2.655754089e+23
4931.6136, 1.900976000e+25, 2.654484939e+23
4931.6959, 1.902741591e+25, 2.653216043e+23
4931.7781, 1.902829001e+25, 2.652131741e+23
4931.8604, 1.901154524e+25, 2.651241854e+23
4931.9426, 1.899480019e+25, 2.650353072e+23
4932.0249, 1.897805485e+25, 2.649465396e+23
4932.1072, 1.896130924e+25, 2.648578826e+23
4932.1894, 1.894456335e+25, 2.647693365e+23
4932.2717, 1.892781718e+25, 2.646809012e+23
4932.3539, 1.891107073e+25, 2.645925770e+23
4932.4362, 1.889432401e+25, 2.645043640e+23
4932.5185, 1.887757700e+25, 2.644162622e+23
4932.6007, 1.886082971e+25, 2.643282718e+23
4932.6830, 1.884408214e+25, 2.642403929e+23
4932.7653, 1.882733430e+25, 2.641526256e+23
4932.8475, 1.881058617e+25, 2.640649701e+23
4932.9298, 1.877502066e+25, 2.639694817e+23
4933.0121, 1.873067860e+25, 2.638703258e+23
4933.0944, 1.868633580e+25, 2.637711939e+23
4933.1766, 1.864199227e+25, 2.636720859e+23
4933.2589, 1.859764799e+25, 2.635730018e+23
4933.3412, 1.855330298e+25, 2.634739418e+23
4933.4235, 1.850895722e+25, 2.633749057e+23
4933.5057, 1.846461073e+25, 2.632758937e+23
4933.5880, 1.842026349e+25, 2.631769058e+23
4933.6703, 1.837591552e+25, 2.630779420e+23
4933.7526, 1.833156681e+25, 2.629790024e+23
4933.8349, 1.828721735e+25, 2.628800869e+23
4933.9172, 1.824286716e+25, 2.627811956e+23
4933.9995, 1.819851623e+25, 2.626823285e+23
4934.0818, 1.818290305e+25, 2.625946918e+23
4934.1640, 1.817137272e+25, 2.625086856e+23
4934.2463, 1.815984219e+25, 2.624227188e+23
4934.3286, 1.814831148e+25, 2.623367916e+23
4934.4109, 1.813678057e+25, 2.622509039e+23
4934.4932, 1.812524947e+25, 2.621650557e+23
4934.5755, 1.811371817e+25, 2.620792472e+23
4934.6578, 1.810218669e+25, 2.619934784e+23
4934.7401, 1.809065501e+25, 2.619077492e+23
4934.8224, 1.807912314e+25, 2.618220598e+23
4934.9047, 1.806759108e+25, 2.617364102e+23
4934.9870, 1.805605882e+25, 2.616508004e+23
4935.0694, 1.804452638e+25, 2.615652305e+23
4935.1517, 1.803535463e+25, 2.614857117e+23
4935.2340, 1.805755328e+25, 2.614861097e+23
4935.3163, 1.807975231e+25, 2.614865541e+23
4935.3986, 1.810195170e+25, 2.614870449e+23
4935.4809, 1.812415146e+25, 2.614875820e+23
4935.5632, 1.814635160e+25, 2.614881654e+23
4935.6455, 1.816855210e+25, 2.614887952e+23
4935.7279, 1.819075298e+25, 2.614894713e+23
4935.8102, 1.821295422e+25, 2.614901939e+23
4935.8925, 1.823515584e+25, 2.614909627e+23
4935.9748, 1.825735782e+25, 2.614917779e+23
4936.0571, 1.827956018e+25, 2.614926395e+23
4936.1395, 1.830176290e+25, 2.614935475e+23
4936.2218, 1.832396600e+25, 2.614945018e+23
4936.3041, 1.835067100e+25, 2.615201069e+23
4936.3865, 1.838993150e+25, 2.616143530e+23
4936.4688, 1.842919265e+25, 2.617086007e+23
4936.5511, 1.846845446e+25, 2.618028502e+23
4936.6335, 1.850771692e+25, 2.618971013e+23
4936.7158, 1.854698004e+25, 2.619913542e+23
4936.7981, 1.858624382e+25, 2.620856087e+23
4936.8805, 1.862550825e+25, 2.621798649e+23
4936.9628, 1.866477333e+25, 2.622741228e+23
4937.0451, 1.870403907e+25, 2.623683824e+23
4937.1275, 1.874330546e+25, 2.624626436e+23
4937.2098, 1.878257251e+25, 2.625569066e+23
4937.2922, 1.882184021e+25, 2.626511713e+23
4937.3745, 1.886110857e+25, 2.627454376e+23
4937.4569, 1.888190902e+25, 2.628225136e+23
4937.5392, 1.888079936e+25, 2.628792530e+23
