# wavelength, Lum[W], Lum_error [W]
3777.9513, 2.979221900e+25, 9.045221994e+23
3778.0143, 2.986868636e+25, 9.044844229e+23
3778.0773, 2.994515500e+25, 9.044515398e+23
3778.1404, 3.002162491e+25, 9.044235509e+23
3778.2034, 3.009809610e+25, 9.044004567e+23
3778.2664, 3.017456857e+25, 9.043822580e+23
3778.3294, 3.025104231e+25, 9.043689554e+23
3778.3924, 3.031941399e+25, 9.052816729e+23
3778.4554, 3.038757601e+25, 9.062184428e+23
3778.5185, 3.045573917e+25, 9.071552422e+23
3778.5815, 3.052390347e+25, 9.080920711e+23
3778.6445, 3.059206890e+25, 9.090289294e+23
3778.7075, 3.066023547e+25, 9.099658171e+23
3778.7705, 3.072840318e+25, 9.109027342e+23
3778.8336, 3.079657202e+25, 9.118396805e+23
3778.8966, 3.086474200e+25, 9.127766562e+23
3778.9596, 3.093291312e+25, 9.137136610e+23
3779.0226, 3.100108538e+25, 9.146506951e+23
3779.0857, 3.106925877e+25, 9.155877583e+23
3779.1487, 3.113743330e+25, 9.165248506e+23
3779.2117, 3.118091462e+25, 9.170858114e+23
3779.2748, 3.110260835e+25, 9.157922487e+23
3779.3378, 3.102430078e+25, 9.144997312e+23
3779.4008, 3.094599191e+25, 9.132082633e+23
3779.4639, 3.086768173e+25, 9.119178498e+23
3779.5269, 3.078937024e+25, 9.106284952e+23
3779.5899, 3.071105745e+25, 9.093402041e+23
3779.6530, 3.063274335e+25, 9.080529814e+23
3779.7160, 3.055442794e+25, 9.067668315e+23
3779.7790, 3.047611123e+25, 9.054817594e+23
3779.8421, 3.039779322e+25, 9.041977696e+23
3779.9051, 3.031947389e+25, 9.029148671e+23
3779.9682, 3.024115326e+25, 9.016330565e+23
3780.0312, 3.016283133e+25, 9.003523426e+23
3780.0943, 3.010783823e+25, 8.995583309e+23
3780.1573, 3.009386887e+25, 8.996187057e+23
3780.2203, 3.007989929e+25, 8.996792895e+23
3780.2834, 3.006592946e+25, 8.997400824e+23
3780.3464, 3.005195941e+25, 8.998010842e+23
3780.4095, 3.003798912e+25, 8.998622951e+23
3780.4725, 3.002401860e+25, 8.999237148e+23
3780.5356, 3.001004785e+25, 8.999853435e+23
3780.5987, 2.999607686e+25, 9.000471811e+23
3780.6617, 2.998210564e+25, 9.001092275e+23
3780.7248, 2.996813419e+25, 9.001714827e+23
3780.7878, 2.995416250e+25, 9.002339467e+23
3780.8509, 2.994019059e+25, 9.002966194e+23
3780.9139, 2.992621843e+25, 9.003595008e+23
3780.9770, 3.001488591e+25, 9.011152305e+23
3781.0401, 3.018536223e+25, 9.024247876e+23
3781.1031, 3.035584139e+25, 9.037365587e+23
3781.1662, 3.052632340e+25, 9.050505343e+23
3781.2292, 3.069680825e+25, 9.063667050e+23
3781.2923, 3.086729594e+25, 9.076850615e+23
3781.3554, 3.103778648e+25, 9.090055945e+23
3781.4184, 3.120827986e+25, 9.103282946e+23
3781.4815, 3.137877608e+25, 9.116531528e+23
3781.5446, 3.154927515e+25, 9.129801597e+23
3781.6076, 3.171977706e+25, 9.143093062e+23
3781.6707, 3.189028182e+25, 9.156405833e+23
3781.7338, 3.206078942e+25, 9.169739818e+23
3781.7969, 3.223129986e+25, 9.183094927e+23
3781.8599, 3.216275335e+25, 9.174374705e+23
3781.9230, 3.201470164e+25, 9.158310422e+23
3781.9861, 3.186664746e+25, 9.142248252e+23
3782.0492, 3.171859080e+25, 9.126188209e+23
3782.1122, 3.157053168e+25, 9.110130306e+23
3782.1753, 3.142247009e+25, 9.094074555e+23
3782.2384, 3.127440603e+25, 9.078020969e+23
3782.3015, 3.112633950e+25, 9.061969562e+23
3782.3646, 3.097827051e+25, 9.045920346e+23
3782.4276, 3.083019904e+25, 9.029873334e+23
3782.4907, 3.068212510e+25, 9.013828541e+23
3782.5538, 3.053404869e+25, 8.997785979e+23
3782.6169, 3.038596982e+25, 8.981745662e+23
3782.6800, 3.023788847e+25, 8.965707603e+23
3782.7431, 3.013504535e+25, 8.956430733e+23
3782.8062, 3.003486422e+25, 8.947555774e+23
3782.8693, 2.993468142e+25, 8.938684833e+23
3782.9324, 2.983449695e+25, 8.929817925e+23
3782.9954, 2.973431081e+25, 8.920955061e+23
3783.0585, 2.963412300e+25, 8.912096254e+23
3783.1216, 2.953393352e+25, 8.903241518e+23
3783.1847, 2.943374236e+25, 8.894390864e+23
3783.2478, 2.933354954e+25, 8.885544306e+23
3783.3109, 2.923335504e+25, 8.876701857e+23
3783.3740, 2.913315887e+25, 8.867863529e+23
3783.4371, 2.903296103e+25, 8.859029336e+23
3783.5002, 2.893276152e+25, 8.850199290e+23
3783.5633, 2.885571530e+25, 8.843364891e+23
3783.6264, 2.892285582e+25, 8.848933759e+23
3783.6895, 2.898999745e+25, 8.854503347e+23
3783.7526, 2.905714020e+25, 8.860073653e+23
3783.8158, 2.912428407e+25, 8.865644678e+23
3783.8789, 2.919142906e+25, 8.871216420e+23
3783.9420, 2.925857518e+25, 8.876788877e+23
3784.0051, 2.932572241e+25, 8.882362049e+23
3784.0682, 2.939287076e+25, 8.887935934e+23
3784.1313, 2.946002023e+25, 8.893510532e+23
3784.1944, 2.952717082e+25, 8.899085840e+23
3784.2575, 2.959432253e+25, 8.904661859e+23
3784.3206, 2.966147537e+25, 8.910238586e+23
3784.3838, 2.972862932e+25, 8.915816022e+23
3784.4469, 2.978563627e+25, 8.918876352e+23
3784.5100, 2.982240277e+25, 8.916915018e+23
3784.5731, 2.985916988e+25, 8.914953804e+23
3784.6362, 2.989593760e+25, 8.912992709e+23
3784.6994, 2.993270594e+25, 8.911031735e+23
3784.7625, 2.996947489e+25, 8.909070882e+23
3784.8256, 3.000624445e+25, 8.907110148e+23
3784.8887, 3.004301463e+25, 8.905149535e+23
3784.9519, 3.007978542e+25, 8.903189043e+23
3785.0150, 3.011655682e+25, 8.901228671e+23
3785.0781, 3.015332884e+25, 8.899268420e+23
3785.1412, 3.019010147e+25, 8.897308289e+23
3785.2044, 3.022687471e+25, 8.895348280e+23
3785.2675, 3.026364857e+25, 8.893388392e+23
3785.3306, 3.021569805e+25, 8.882673453e+23
3785.3938, 3.009198564e+25, 8.864152330e+23
3785.4569, 2.996827117e+25, 8.845660946e+23
3785.5200, 2.984455463e+25, 8.827199492e+23
3785.5832, 2.972083603e+25, 8.808768160e+23
3785.6463, 2.959711536e+25, 8.790367142e+23
3785.7094, 2.947339264e+25, 8.771996633e+23
3785.7726, 2.934966785e+25, 8.753656828e+23
3785.8357, 2.922594099e+25, 8.735347924e+23
3785.8989, 2.910221207e+25, 8.717070119e+23
3785.9620, 2.897848109e+25, 8.698823613e+23
3786.0252, 2.885474804e+25, 8.680608607e+23
3786.0883, 2.873101294e+25, 8.662425302e+23
3786.1514, 2.860727576e+25, 8.644273903e+23
3786.2146, 2.855030836e+25, 8.624462940e+23
3786.2777, 2.851905870e+25, 8.604038290e+23
3786.3409, 2.848780852e+25, 8.583652711e+23
3786.4040, 2.845655782e+25, 8.563306486e+23
3786.4672, 2.842530659e+25, 8.542999901e+23
3786.5303, 2.839405485e+25, 8.522733243e+23
3786.5935, 2.836280258e+25, 8.502506803e+23
3786.6566, 2.833154980e+25, 8.482320872e+23
3786.7198, 2.830029649e+25, 8.462175745e+23
3786.7830, 2.826904266e+25, 8.442071719e+23
3786.8461, 2.823778831e+25, 8.422009092e+23
3786.9093, 2.820653344e+25, 8.401988166e+23
3786.9724, 2.817527805e+25, 8.382009243e+23
3787.0356, 2.814402213e+25, 8.362072630e+23
3787.0988, 2.809728615e+25, 8.344654142e+23
3787.1619, 2.804912891e+25, 8.327527593e+23
3787.2251, 2.800097086e+25, 8.310467190e+23
3787.2882, 2.795281202e+25, 8.293473344e+23
3787.3514, 2.790465236e+25, 8.276546471e+23
3787.4146, 2.785649191e+25, 8.259686988e+23
3787.4777, 2.780833065e+25, 8.242895313e+23
3787.5409, 2.776016859e+25, 8.226171867e+23
3787.6041, 2.771200573e+25, 8.209517071e+23
3787.6673, 2.766384206e+25, 8.192931351e+23
3787.7304, 2.761567759e+25, 8.176415130e+23
3787.7936, 2.756751232e+25, 8.159968837e+23
3787.8568, 2.751934624e+25, 8.143592901e+23
3787.9199, 2.747486741e+25, 8.128668111e+23
3787.9831, 2.746023481e+25, 8.124946174e+23
3788.0463, 2.744560198e+25, 8.121224616e+23
3788.1095, 2.743096890e+25, 8.117503437e+23
3788.1727, 2.741633557e+25, 8.113782638e+23
3788.2358, 2.740170200e+25, 8.110062220e+23
3788.2990, 2.738706819e+25, 8.106342183e+23
3788.3622, 2.737243413e+25, 8.102622527e+23
3788.4254, 2.735779983e+25, 8.098903254e+23
3788.4886, 2.734316529e+25, 8.095184364e+23
3788.5518, 2.732853050e+25, 8.091465858e+23
3788.6149, 2.731389547e+25, 8.087747736e+23
3788.6781, 2.729926019e+25, 8.084030000e+23
3788.7413, 2.728462467e+25, 8.080312649e+23
3788.8045, 2.727391768e+25, 8.076451105e+23
3788.8677, 2.727220464e+25, 8.072261137e+23
3788.9309, 2.727049158e+25, 8.068074890e+23
3788.9941, 2.726877849e+25, 8.063892370e+23
3789.0573, 2.726706537e+25, 8.059713583e+23
3789.1205, 2.726535223e+25, 8.055538534e+23
3789.1837, 2.726363905e+25, 8.051367231e+23
3789.2469, 2.726192585e+25, 8.047199679e+23
3789.3101, 2.726021262e+25, 8.043035884e+23
3789.3733, 2.725849935e+25, 8.038875852e+23
3789.4365, 2.725678606e+25, 8.034719591e+23
3789.4997, 2.725507275e+25, 8.030567105e+23
3789.5629, 2.725335940e+25, 8.026418400e+23
3789.6261, 2.725164602e+25, 8.022273484e+23
3789.6893, 2.723858967e+25, 8.020603391e+23
3789.7525, 2.721410228e+25, 8.021424417e+23
3789.8157, 2.718961448e+25, 8.022245468e+23
3789.8789, 2.716512628e+25, 8.023066543e+23
3789.9421, 2.714063767e+25, 8.023887642e+23
3790.0053, 2.711614864e+25, 8.024708766e+23
3790.0685, 2.709165921e+25, 8.025529914e+23
3790.1317, 2.706716938e+25, 8.026351086e+23
3790.1950, 2.704267913e+25, 8.027172282e+23
3790.2582, 2.701818847e+25, 8.027993503e+23
3790.3214, 2.699369741e+25, 8.028814748e+23
3790.3846, 2.696920594e+25, 8.029636017e+23
3790.4478, 2.694471406e+25, 8.030457311e+23
3790.5110, 2.692022177e+25, 8.031278628e+23
3790.5743, 2.693783511e+25, 8.033286289e+23
3790.6375, 2.697417720e+25, 8.035828230e+23
3790.7007, 2.701051990e+25, 8.038377984e+23
3790.7639, 2.704686320e+25, 8.040935544e+23
3790.8271, 2.708320711e+25, 8.043500902e+23
3790.8904, 2.711955162e+25, 8.046074053e+23
3790.9536, 2.715589674e+25, 8.048654988e+23
3791.0168, 2.719224247e+25, 8.051243702e+23
3791.0801, 2.722858880e+25, 8.053840186e+23
3791.1433, 2.726493574e+25, 8.056444433e+23
3791.2065, 2.730128329e+25, 8.059056438e+23
3791.2697, 2.733763144e+25, 8.061676191e+23
3791.3330, 2.737398020e+25, 8.064303687e+23
3791.3962, 2.741032957e+25, 8.066938918e+23
3791.4594, 2.739971446e+25, 8.071669782e+23
3791.5227, 2.738306983e+25, 8.076690718e+23
3791.5859, 2.736642492e+25, 8.081734505e+23
3791.6491, 2.734977974e+25, 8.086801103e+23
3791.7124, 2.733313427e+25, 8.091890471e+23
3791.7756, 2.731648853e+25, 8.097002566e+23
3791.8389, 2.729984251e+25, 8.102137346e+23
3791.9021, 2.728319622e+25, 8.107294771e+23
3791.9654, 2.726654964e+25, 8.112474798e+23
3792.0286, 2.724990279e+25, 8.117677385e+23
3792.0918, 2.723325566e+25, 8.122902490e+23
3792.1551, 2.721660826e+25, 8.128150071e+23
3792.2183, 2.719996057e+25, 8.133420085e+23
3792.2816, 2.718682334e+25, 8.138173152e+23
3792.3448, 2.721388012e+25, 8.136765679e+23
3792.4081, 2.724093735e+25, 8.135365604e+23
3792.4713, 2.726799503e+25, 8.133972932e+23
3792.5346, 2.729505316e+25, 8.132587666e+23
3792.5978, 2.732211175e+25, 8.131209811e+23
3792.6611, 2.734917078e+25, 8.129839370e+23
3792.7243, 2.737623027e+25, 8.128476349e+23
3792.7876, 2.740329021e+25, 8.127120751e+23
3792.8509, 2.743035059e+25, 8.125772580e+23
3792.9141, 2.745741143e+25, 8.124431840e+23
3792.9774, 2.748447273e+25, 8.123098535e+23
3793.0406, 2.751153447e+25, 8.121772670e+23
3793.1039, 2.753859666e+25, 8.120454249e+23
3793.1672, 2.757511392e+25, 8.120559439e+23
3793.2304, 2.763662712e+25, 8.124412406e+23
3793.2937, 2.769814134e+25, 8.128267199e+23
3793.3570, 2.775965660e+25, 8.132123818e+23
3793.4202, 2.782117288e+25, 8.135982259e+23
3793.4835, 2.788269018e+25, 8.139842519e+23
3793.5468, 2.794420851e+25, 8.143704597e+23
3793.6100, 2.800572787e+25, 8.147568490e+23
3793.6733, 2.806724825e+25, 8.151434195e+23
3793.7366, 2.812876966e+25, 8.155301710e+23
3793.7998, 2.819029209e+25, 8.159171034e+23
3793.8631, 2.825181556e+25, 8.163042162e+23
3793.9264, 2.831334004e+25, 8.166915094e+23
3793.9897, 2.837486556e+25, 8.170789826e+23
3794.0530, 2.840379266e+25, 8.167566341e+23
3794.1162, 2.839551350e+25, 8.156263357e+23
3794.1795, 2.838723420e+25, 8.144992411e+23
3794.2428, 2.837895476e+25, 8.133753639e+23
3794.3061, 2.837067519e+25, 8.122547176e+23
3794.3694, 2.836239548e+25, 8.111373158e+23
3794.4326, 2.835411563e+25, 8.100231724e+23
3794.4959, 2.834583564e+25, 8.089123009e+23
3794.5592, 2.833755551e+25, 8.078047150e+23
3794.6225, 2.832927525e+25, 8.067004287e+23
3794.6858, 2.832099485e+25, 8.055994556e+23
3794.7491, 2.831271431e+25, 8.045018097e+23
3794.8124, 2.830443363e+25, 8.034075048e+23
3794.8757, 2.829615281e+25, 8.023165548e+23
3794.9389, 2.822158635e+25, 8.010921863e+23
3795.0022, 2.811304678e+25, 7.997998289e+23
3795.0655, 2.800450540e+25, 7.985093380e+23
3795.1288, 2.789596221e+25, 7.972207226e+23
3795.1921, 2.778741721e+25, 7.959339922e+23
3795.2554, 2.767887040e+25, 7.946491561e+23
3795.3187, 2.757032178e+25, 7.933662238e+23
3795.3820, 2.746177135e+25, 7.920852045e+23
3795.4453, 2.735321911e+25, 7.908061079e+23
3795.5086, 2.724466505e+25, 7.895289435e+23
3795.5719, 2.713610919e+25, 7.882537209e+23
3795.6352, 2.702755152e+25, 7.869804498e+23
3795.6985, 2.691899203e+25, 7.857091397e+23
3795.7618, 2.681043074e+25, 7.844398005e+23
3795.8251, 2.678239036e+25, 7.835906382e+23
3795.8885, 2.676796940e+25, 7.828123451e+23
3795.9518, 2.675354821e+25, 7.820340425e+23
3796.0151, 2.673912677e+25, 7.812557304e+23
3796.0784, 2.672470509e+25, 7.804774089e+23
3796.1417, 2.671028317e+25, 7.796990779e+23
3796.2050, 2.669586101e+25, 7.789207374e+23
3796.2683, 2.668143861e+25, 7.781423874e+23
3796.3316, 2.666701597e+25, 7.773640280e+23
3796.3950, 2.665259309e+25, 7.765856592e+23
3796.4583, 2.663816997e+25, 7.758072810e+23
3796.5216, 2.662374661e+25, 7.750288933e+23
3796.5849, 2.660932301e+25, 7.742504963e+23
3796.6482, 2.659524412e+25, 7.734843752e+23
3796.7116, 2.658778595e+25, 7.729540482e+23
3796.7749, 2.658032766e+25, 7.724237168e+23
3796.8382, 2.657286924e+25, 7.718933808e+23
3796.9015, 2.656541070e+25, 7.713630405e+23
3796.9649, 2.655795204e+25, 7.708326957e+23
3797.0282, 2.655049324e+25, 7.703023464e+23
3797.0915, 2.654303433e+25, 7.697719927e+23
3797.1548, 2.653557529e+25, 7.692416346e+23
3797.2182, 2.652811613e+25, 7.687112722e+23
3797.2815, 2.652065684e+25, 7.681809053e+23
3797.3448, 2.651319743e+25, 7.676505340e+23
3797.4082, 2.650573789e+25, 7.671201583e+23
3797.4715, 2.649827823e+25, 7.665897783e+23
3797.5348, 2.648319334e+25, 7.658255496e+23
3797.5982, 2.644444851e+25, 7.643378525e+23
3797.6615, 2.640570304e+25, 7.628535725e+23
3797.7249, 2.636695692e+25, 7.613727299e+23
3797.7882, 2.632821015e+25, 7.598953453e+23
3797.8515, 2.628946273e+25, 7.584214390e+23
3797.9149, 2.625071467e+25, 7.569510318e+23
3797.9782, 2.621196597e+25, 7.554841443e+23
3798.0416, 2.617321661e+25, 7.540207975e+23
3798.1049, 2.613446661e+25, 7.525610124e+23
3798.1683, 2.609571597e+25, 7.511048099e+23
3798.2316, 2.605696468e+25, 7.496522114e+23
3798.2949, 2.601821274e+25, 7.482032381e+23
3798.3583, 2.597946015e+25, 7.467579115e+23
3798.4216, 2.593925193e+25, 7.457288278e+23
3798.4850, 2.589717587e+25, 7.452310098e+23
3798.5483, 2.585509910e+25, 7.447342852e+23
3798.6117, 2.581302164e+25, 7.442386561e+23
3798.6751, 2.577094347e+25, 7.437441247e+23
3798.7384, 2.572886460e+25, 7.432506935e+23
3798.8018, 2.568678503e+25, 7.427583646e+23
3798.8651, 2.564470476e+25, 7.422671402e+23
3798.9285, 2.560262378e+25, 7.417770228e+23
3798.9918, 2.556054210e+25, 7.412880145e+23
3799.0552, 2.551845972e+25, 7.408001175e+23
3799.1186, 2.547637664e+25, 7.403133343e+23
3799.1819, 2.543429286e+25, 7.398276670e+23
3799.2453, 2.539220837e+25, 7.393431178e+23
3799.3087, 2.540116066e+25, 7.398620928e+23
3799.3720, 2.543980287e+25, 7.409682489e+23
3799.4354, 2.547844573e+25, 7.420791122e+23
3799.4988, 2.551708924e+25, 7.431946618e+23
3799.5621, 2.555573339e+25, 7.443148769e+23
3799.6255, 2.559437819e+25, 7.454397368e+23
3799.6889, 2.563302362e+25, 7.465692210e+23
3799.7522, 2.567166971e+25, 7.477033086e+23
3799.8156, 2.571031644e+25, 7.488419791e+23
3799.8790, 2.574896381e+25, 7.499852121e+23
3799.9424, 2.578761183e+25, 7.511329868e+23
3800.0057, 2.582626049e+25, 7.522852829e+23
3800.0691, 2.586490980e+25, 7.534420799e+23
3800.1325, 2.590355975e+25, 7.546033575e+23
3800.1959, 2.599917108e+25, 7.560332621e+23
3800.2593, 2.610674127e+25, 7.575199124e+23
3800.3226, 2.621431326e+25, 7.590075493e+23
3800.3860, 2.632188705e+25, 7.604961672e+23
3800.4494, 2.642946263e+25, 7.619857604e+23
3800.5128, 2.653704000e+25, 7.634763236e+23
3800.5762, 2.664461917e+25, 7.649678511e+23
3800.6396, 2.675220013e+25, 7.664603376e+23
3800.7030, 2.685978288e+25, 7.679537777e+23
3800.7664, 2.696736743e+25, 7.694481659e+23
3800.8297, 2.707495378e+25, 7.709434971e+23
3800.8931, 2.718254191e+25, 7.724397658e+23
3800.9565, 2.729013185e+25, 7.739369669e+23
3801.0199, 2.739398484e+25, 7.754118758e+23
3801.0833, 2.732185334e+25, 7.757981390e+23
3801.1467, 2.724972063e+25, 7.761919463e+23
3801.2101, 2.717758671e+25, 7.765932868e+23
3801.2735, 2.710545160e+25, 7.770021489e+23
3801.3369, 2.703331528e+25, 7.774185214e+23
3801.4003, 2.696117775e+25, 7.778423925e+23
3801.4637, 2.688903903e+25, 7.782737504e+23
3801.5271, 2.681689910e+25, 7.787125830e+23
3801.5905, 2.674475797e+25, 7.791588780e+23
3801.6539, 2.667261563e+25, 7.796126230e+23
3801.7173, 2.660047209e+25, 7.800738054e+23
3801.7807, 2.652832735e+25, 7.805424125e+23
3801.8441, 2.645618141e+25, 7.810184312e+23
3801.9075, 2.641830417e+25, 7.816200157e+23
3801.9710, 2.650663389e+25, 7.826600767e+23
3802.0344, 2.659496507e+25, 7.837007830e+23
3802.0978, 2.668329774e+25, 7.847421320e+23
3802.1612, 2.677163187e+25, 7.857841214e+23
3802.2246, 2.685996748e+25, 7.868267487e+23
3802.2880, 2.694830457e+25, 7.878700114e+23
3802.3514, 2.703664312e+25, 7.889139072e+23
3802.4148, 2.712498315e+25, 7.899584336e+23
3802.4783, 2.721332465e+25, 7.910035883e+23
3802.5417, 2.730166763e+25, 7.920493688e+23
3802.6051, 2.739001208e+25, 7.930957727e+23
3802.6685, 2.747835800e+25, 7.941427978e+23
3802.7319, 2.756670540e+25, 7.951904416e+23
3802.7954, 2.763137732e+25, 7.960159158e+23
3802.8588, 2.766168123e+25, 7.965182072e+23
3802.9222, 2.769198564e+25, 7.970205343e+23
3802.9856, 2.772229056e+25, 7.975228970e+23
3803.0491, 2.775259598e+25, 7.980252954e+23
3803.1125, 2.778290191e+25, 7.985277294e+23
3803.1759, 2.781320835e+25, 7.990301988e+23
3803.2394, 2.784351529e+25, 7.995327038e+23
3803.3028, 2.787382274e+25, 8.000352441e+23
3803.3662, 2.790413069e+25, 8.005378198e+23
3803.4297, 2.793443915e+25, 8.010404308e+23
3803.4931, 2.796474811e+25, 8.015430771e+23
3803.5565, 2.799505758e+25, 8.020457586e+23
3803.6200, 2.802536755e+25, 8.025484753e+23
3803.6834, 2.805294136e+25, 8.027915409e+23
3803.7468, 2.807870842e+25, 8.028631808e+23
3803.8103, 2.810447590e+25, 8.029348894e+23
3803.8737, 2.813024382e+25, 8.030066667e+23
3803.9372, 2.815601216e+25, 8.030785126e+23
3804.0006, 2.818178094e+25, 8.031504272e+23
3804.0641, 2.820755014e+25, 8.032224104e+23
3804.1275, 2.823331977e+25, 8.032944622e+23
3804.1910, 2.825908984e+25, 8.033665826e+23
3804.2544, 2.828486033e+25, 8.034387716e+23
3804.3178, 2.831063125e+25, 8.035110292e+23
3804.3813, 2.833640261e+25, 8.035833553e+23
3804.4447, 2.836217439e+25, 8.036557500e+23
3804.5082, 2.838794660e+25, 8.037282132e+23
3804.5717, 2.843991913e+25, 8.042390827e+23
3804.6351, 2.849857906e+25, 8.048622495e+23
3804.6986, 2.855723996e+25, 8.054858851e+23
3804.7620, 2.861590185e+25, 8.061099884e+23
3804.8255, 2.867456472e+25, 8.067345585e+23
3804.8889, 2.873322856e+25, 8.073595943e+23
3804.9524, 2.879189338e+25, 8.079850947e+23
3805.0159, 2.885055918e+25, 8.086110587e+23
3805.0793, 2.890922596e+25, 8.092374854e+23
3805.1428, 2.896789372e+25, 8.098643736e+23
3805.2062, 2.902656245e+25, 8.104917223e+23
3805.2697, 2.908523217e+25, 8.111195306e+23
3805.3332, 2.914390286e+25, 8.117477974e+23
3805.3966, 2.920257453e+25, 8.123765216e+23
3805.4601, 2.908777119e+25, 8.101411929e+23
3805.5236, 2.897113082e+25, 8.078769917e+23
3805.5870, 2.885448851e+25, 8.056142376e+23
3805.6505, 2.873784425e+25, 8.033529432e+23
3805.7140, 2.862119805e+25, 8.010931212e+23
3805.7775, 2.850454990e+25, 7.988347846e+23
3805.8409, 2.838789981e+25, 7.965779463e+23
3805.9044, 2.827124777e+25, 7.943226195e+23
3805.9679, 2.815459378e+25, 7.920688176e+23
3806.0314, 2.803793785e+25, 7.898165540e+23
3806.0948, 2.792127998e+25, 7.875658423e+23
3806.1583, 2.780462016e+25, 7.853166962e+23
3806.2218, 2.768795839e+25, 7.830691296e+23
3806.2853, 2.758024179e+25, 7.810529251e+23
3806.3488, 2.751220517e+25, 7.800570394e+23
3806.4122, 2.744416740e+25, 7.790621985e+23
3806.4757, 2.737612851e+25, 7.780684066e+23
3806.5392, 2.730808848e+25, 7.770756678e+23
3806.6027, 2.724004731e+25, 7.760839862e+23
3806.6662, 2.717200501e+25, 7.750933661e+23
3806.7297, 2.710396158e+25, 7.741038115e+23
3806.7932, 2.703591701e+25, 7.731153268e+23
3806.8567, 2.696787131e+25, 7.721279162e+23
3806.9202, 2.689982447e+25, 7.711415838e+23
3806.9836, 2.683177649e+25, 7.701563340e+23
3807.0471, 2.676372738e+25, 7.691721710e+23
3807.1106, 2.669567714e+25, 7.681890991e+23
3807.1741, 2.665211953e+25, 7.674055885e+23
3807.2376, 2.664878498e+25, 7.669483395e+23
3807.3011, 2.664545037e+25, 7.664910930e+23
3807.3646, 2.664211571e+25, 7.660338490e+23
3807.4281, 2.663878099e+25, 7.655766075e+23
3807.4916, 2.663544622e+25, 7.651193685e+23
3807.5551, 2.663211139e+25, 7.646621321e+23
3807.6186, 2.662877651e+25, 7.642048983e+23
3807.6821, 2.662544157e+25, 7.637476671e+23
3807.7456, 2.662210657e+25, 7.632904385e+23
3807.8092, 2.661877152e+25, 7.628332125e+23
3807.8727, 2.661543641e+25, 7.623759892e+23
3807.9362, 2.661210125e+25, 7.619187686e+23
3807.9997, 2.660876603e+25, 7.614615506e+23
3808.0632, 2.662326466e+25, 7.614330299e+23
3808.1267, 2.665105415e+25, 7.617240181e+23
3808.1902, 2.667884410e+25, 7.620150427e+23
3808.2537, 2.670663452e+25, 7.623061036e+23
3808.3172, 2.673442540e+25, 7.625972008e+23
3808.3808, 2.676221674e+25, 7.628883343e+23
3808.4443, 2.679000855e+25, 7.631795040e+23
3808.5078, 2.681780082e+25, 7.634707100e+23
3808.5713, 2.684559356e+25, 7.637619521e+23
3808.6348, 2.687338676e+25, 7.640532304e+23
3808.6984, 2.690118042e+25, 7.643445447e+23
3808.7619, 2.692897454e+25, 7.646358952e+23
3808.8254, 2.695676913e+25, 7.649272817e+23
3808.8889, 2.698456418e+25, 7.652187042e+23
3808.9525, 2.699314823e+25, 7.655613501e+23
3809.0160, 2.699586218e+25, 7.659196496e+23
3809.0795, 2.699857617e+25, 7.662779591e+23
3809.1430, 2.700129021e+25, 7.666362785e+23
3809.2066, 2.700400429e+25, 7.669946078e+23
3809.2701, 2.700671842e+25, 7.673529471e+23
3809.3336, 2.700943260e+25, 7.677112962e+23
3809.3972, 2.701214682e+25, 7.680696553e+23
3809.4607, 2.701486108e+25, 7.684280242e+23
3809.5242, 2.701757539e+25, 7.687864031e+23
3809.5878, 2.702028975e+25, 7.691447919e+23
3809.6513, 2.702300415e+25, 7.695031905e+23
3809.7149, 2.702571859e+25, 7.698615990e+23
3809.7784, 2.702843309e+25, 7.702200174e+23
3809.8419, 2.699509225e+25, 7.699416225e+23
3809.9055, 2.696026931e+25, 7.696371764e+23
3809.9690, 2.692544579e+25, 7.693328489e+23
3810.0326, 2.689062169e+25, 7.690286402e+23
3810.0961, 2.685579701e+25, 7.687245504e+23
3810.1597, 2.682097174e+25, 7.684205798e+23
3810.2232, 2.678614590e+25, 7.681167283e+23
3810.2867, 2.675131947e+25, 7.678129963e+23
3810.3503, 2.671649246e+25, 7.675093839e+23
3810.4138, 2.668166488e+25, 7.672058911e+23
3810.4774, 2.664683671e+25, 7.669025182e+23
3810.5410, 2.661200796e+25, 7.665992653e+23
3810.6045, 2.657717863e+25, 7.662961326e+23
3810.6681, 2.654748964e+25, 7.660385567e+23
3810.7316, 2.654579758e+25, 7.660285402e+23
3810.7952, 2.654410548e+25, 7.660186347e+23
3810.8587, 2.654241336e+25, 7.660088403e+23
3810.9223, 2.654072121e+25, 7.659991570e+23
3810.9858, 2.653902903e+25, 7.659895848e+23
3811.0494, 2.653733682e+25, 7.659801237e+23
3811.1130, 2.653564459e+25, 7.659707737e+23
3811.1765, 2.653395233e+25, 7.659615348e+23
3811.2401, 2.653226003e+25, 7.659524070e+23
3811.3037, 2.653056771e+25, 7.659433904e+23
3811.3672, 2.652887537e+25, 7.659344849e+23
3811.4308, 2.652718299e+25, 7.659256906e+23
3811.4944, 2.652549058e+25, 7.659170075e+23
3811.5579, 2.655618973e+25, 7.659600331e+23
3811.6215, 2.664752401e+25, 7.660997467e+23
3811.6851, 2.673885981e+25, 7.662395577e+23
3811.7486, 2.683019714e+25, 7.663794662e+23
3811.8122, 2.692153599e+25, 7.665194720e+23
3811.8758, 2.701287636e+25, 7.666595752e+23
