# wavelength, Lum, Lum_error
3654.9253, 2.413018733e+25, 9.847139201e+23
3654.9862, 2.412474669e+25, 9.855597420e+23
3655.0472, 2.411930596e+25, 9.864055955e+23
3655.1082, 2.411639768e+25, 9.872422164e+23
3655.1691, 2.418991371e+25, 9.877993053e+23
3655.2301, 2.426343097e+25, 9.883564163e+23
3655.2910, 2.433694946e+25, 9.889135495e+23
3655.3520, 2.441046917e+25, 9.894707049e+23
3655.4130, 2.448399011e+25, 9.900278824e+23
3655.4739, 2.455751228e+25, 9.905850820e+23
3655.5349, 2.463103567e+25, 9.911423036e+23
3655.5959, 2.470456028e+25, 9.916995474e+23
3655.6568, 2.477808613e+25, 9.922568132e+23
3655.7178, 2.485161320e+25, 9.928141010e+23
3655.7788, 2.492514149e+25, 9.933714109e+23
3655.8398, 2.499867101e+25, 9.939287427e+23
3655.9007, 2.507220176e+25, 9.944860965e+23
3655.9617, 2.513051236e+25, 9.948914339e+23
3656.0227, 2.513680912e+25, 9.947772718e+23
3656.0837, 2.514310598e+25, 9.946631685e+23
3656.1446, 2.514940295e+25, 9.945491241e+23
3656.2056, 2.515570002e+25, 9.944351386e+23
3656.2666, 2.516199720e+25, 9.943212120e+23
3656.3276, 2.516829448e+25, 9.942073442e+23
3656.3886, 2.517459187e+25, 9.940935355e+23
3656.4495, 2.518088936e+25, 9.939797857e+23
3656.5105, 2.518718696e+25, 9.938660949e+23
3656.5715, 2.519348466e+25, 9.937524632e+23
3656.6325, 2.519978247e+25, 9.936388905e+23
3656.6935, 2.520608038e+25, 9.935253769e+23
3656.7545, 2.521237840e+25, 9.934119223e+23
3656.8155, 2.520444323e+25, 9.929807509e+23
3656.8764, 2.517690061e+25, 9.921118388e+23
3656.9374, 2.514935754e+25, 9.912429220e+23
3656.9984, 2.512181400e+25, 9.903740005e+23
3657.0594, 2.509427000e+25, 9.895050743e+23
3657.1204, 2.506672554e+25, 9.886361435e+23
3657.1814, 2.503918063e+25, 9.877672081e+23
3657.2424, 2.501163525e+25, 9.868982682e+23
3657.3034, 2.498408942e+25, 9.860293237e+23
3657.3644, 2.495654312e+25, 9.851603747e+23
3657.4254, 2.492899637e+25, 9.842914212e+23
3657.4864, 2.490144916e+25, 9.834224632e+23
3657.5474, 2.487390148e+25, 9.825535008e+23
3657.6084, 2.484635335e+25, 9.816845340e+23
3657.6694, 2.484291684e+25, 9.811416262e+23
3657.7304, 2.485459338e+25, 9.808031535e+23
3657.7914, 2.486627011e+25, 9.804647623e+23
3657.8524, 2.487794703e+25, 9.801264528e+23
3657.9134, 2.488962416e+25, 9.797882250e+23
3657.9744, 2.490130147e+25, 9.794500790e+23
3658.0354, 2.491297898e+25, 9.791120150e+23
3658.0964, 2.492465669e+25, 9.787740330e+23
3658.1575, 2.493633459e+25, 9.784361331e+23
3658.2185, 2.494801268e+25, 9.780983154e+23
3658.2795, 2.495969097e+25, 9.777605801e+23
3658.3405, 2.497136945e+25, 9.774229271e+23
3658.4015, 2.498304813e+25, 9.770853567e+23
3658.4625, 2.499472701e+25, 9.767478688e+23
3658.5235, 2.504206090e+25, 9.777615430e+23
3658.5846, 2.509782865e+25, 9.790948603e+23
3658.6456, 2.515359734e+25, 9.804282671e+23
3658.7066, 2.520936695e+25, 9.817617630e+23
3658.7676, 2.526513749e+25, 9.830953477e+23
3658.8286, 2.532090896e+25, 9.844290210e+23
3658.8897, 2.537668137e+25, 9.857627827e+23
3658.9507, 2.543245470e+25, 9.870966325e+23
3659.0117, 2.548822896e+25, 9.884305700e+23
3659.0727, 2.554400416e+25, 9.897645951e+23
3659.1338, 2.559978028e+25, 9.910987075e+23
3659.1948, 2.565555733e+25, 9.924329069e+23
3659.2558, 2.571133532e+25, 9.937671931e+23
3659.3169, 2.576675720e+25, 9.950928026e+23
3659.3779, 2.568707280e+25, 9.931023826e+23
3659.4389, 2.560738707e+25, 9.911120146e+23
3659.5000, 2.552770002e+25, 9.891216992e+23
3659.5610, 2.544801163e+25, 9.871314370e+23
3659.6220, 2.536832191e+25, 9.851412285e+23
3659.6831, 2.528863087e+25, 9.831510742e+23
3659.7441, 2.520893850e+25, 9.811609746e+23
3659.8051, 2.512924479e+25, 9.791709303e+23
3659.8662, 2.504954976e+25, 9.771809419e+23
3659.9272, 2.496985340e+25, 9.751910098e+23
3659.9883, 2.489015571e+25, 9.732011346e+23
3660.0493, 2.481045669e+25, 9.712113169e+23
3660.1103, 2.473075634e+25, 9.692215573e+23
3660.1714, 2.464818130e+25, 9.674040677e+23
3660.2324, 2.455385172e+25, 9.662910223e+23
3660.2935, 2.445952057e+25, 9.651780052e+23
3660.3545, 2.436518784e+25, 9.640650166e+23
3660.4156, 2.427085354e+25, 9.629520568e+23
3660.4766, 2.417651767e+25, 9.618391258e+23
3660.5377, 2.408218023e+25, 9.607262238e+23
3660.5987, 2.398784121e+25, 9.596133511e+23
3660.6598, 2.389350062e+25, 9.585005077e+23
3660.7208, 2.379915845e+25, 9.573876939e+23
3660.7819, 2.370481471e+25, 9.562749098e+23
3660.8429, 2.361046940e+25, 9.551621556e+23
3660.9040, 2.351612251e+25, 9.540494314e+23
3660.9651, 2.342177406e+25, 9.529367374e+23
3661.0261, 2.338703623e+25, 9.522350405e+23
3661.0872, 2.344547234e+25, 9.521756932e+23
3661.1482, 2.350390941e+25, 9.521163467e+23
3661.2093, 2.356234747e+25, 9.520570011e+23
3661.2704, 2.362078650e+25, 9.519976563e+23
3661.3314, 2.367922650e+25, 9.519383123e+23
3661.3925, 2.373766748e+25, 9.518789691e+23
3661.4536, 2.379610943e+25, 9.518196268e+23
3661.5146, 2.385455236e+25, 9.517602853e+23
3661.5757, 2.391299626e+25, 9.517009446e+23
3661.6368, 2.397144114e+25, 9.516416048e+23
3661.6978, 2.402988699e+25, 9.515822657e+23
3661.7589, 2.408833382e+25, 9.515229276e+23
3661.8200, 2.414678162e+25, 9.514635902e+23
3661.8811, 2.422020131e+25, 9.519869050e+23
3661.9421, 2.430429576e+25, 9.529256921e+23
3662.0032, 2.438839162e+25, 9.538645708e+23
3662.0643, 2.447248888e+25, 9.548035411e+23
3662.1254, 2.455658755e+25, 9.557426026e+23
3662.1864, 2.464068762e+25, 9.566817552e+23
3662.2475, 2.472478909e+25, 9.576209987e+23
3662.3086, 2.480889196e+25, 9.585603327e+23
3662.3697, 2.489299623e+25, 9.594997572e+23
3662.4308, 2.497710191e+25, 9.604392719e+23
3662.4918, 2.506120899e+25, 9.613788766e+23
3662.5529, 2.514531748e+25, 9.623185710e+23
3662.6140, 2.522942736e+25, 9.632583551e+23
3662.6751, 2.531353865e+25, 9.641982284e+23
3662.7362, 2.517764177e+25, 9.621910810e+23
3662.7973, 2.497930864e+25, 9.593475891e+23
3662.8584, 2.478097220e+25, 9.565040581e+23
3662.9195, 2.458263245e+25, 9.536604880e+23
3662.9805, 2.438428940e+25, 9.508168789e+23
3663.0416, 2.418594303e+25, 9.479732309e+23
3663.1027, 2.398759336e+25, 9.451295441e+23
3663.1638, 2.378924038e+25, 9.422858184e+23
3663.2249, 2.359088409e+25, 9.394420541e+23
3663.2860, 2.339252450e+25, 9.365982512e+23
3663.3471, 2.319416159e+25, 9.337544097e+23
3663.4082, 2.299579538e+25, 9.309105298e+23
3663.4693, 2.279742586e+25, 9.280666116e+23
3663.5304, 2.259905303e+25, 9.252226550e+23
3663.5915, 2.255755243e+25, 9.240554715e+23
3663.6526, 2.252050675e+25, 9.229359344e+23
3663.7137, 2.248346046e+25, 9.218164201e+23
3663.7748, 2.244641354e+25, 9.206969287e+23
3663.8359, 2.240936601e+25, 9.195774603e+23
3663.8970, 2.237231786e+25, 9.184580150e+23
3663.9581, 2.233526909e+25, 9.173385932e+23
3664.0193, 2.229821970e+25, 9.162191948e+23
3664.0804, 2.226116969e+25, 9.150998201e+23
3664.1415, 2.222411907e+25, 9.139804692e+23
3664.2026, 2.218706783e+25, 9.128611423e+23
3664.2637, 2.215001597e+25, 9.117418396e+23
3664.3248, 2.211296349e+25, 9.106225611e+23
3664.3859, 2.210042184e+25, 9.098979066e+23
3664.4470, 2.220983324e+25, 9.111365512e+23
3664.5082, 2.231924646e+25, 9.123752485e+23
3664.5693, 2.242866150e+25, 9.136139984e+23
3664.6304, 2.253807837e+25, 9.148528007e+23
3664.6915, 2.264749707e+25, 9.160916553e+23
3664.7526, 2.275691759e+25, 9.173305622e+23
3664.8138, 2.286633993e+25, 9.185695211e+23
3664.8749, 2.297576410e+25, 9.198085319e+23
3664.9360, 2.308519010e+25, 9.210475946e+23
3664.9971, 2.319461792e+25, 9.222867089e+23
3665.0583, 2.330404756e+25, 9.235258749e+23
3665.1194, 2.341347903e+25, 9.247650923e+23
3665.1805, 2.352291233e+25, 9.260043610e+23
3665.2416, 2.358832744e+25, 9.263922055e+23
3665.3028, 2.357568796e+25, 9.252702772e+23
3665.3639, 2.356304827e+25, 9.241483830e+23
3665.4250, 2.355040836e+25, 9.230265229e+23
3665.4862, 2.353776825e+25, 9.219046973e+23
3665.5473, 2.352512793e+25, 9.207829062e+23
3665.6084, 2.351248739e+25, 9.196611500e+23
3665.6696, 2.349984665e+25, 9.185394288e+23
3665.7307, 2.348720569e+25, 9.174177427e+23
3665.7919, 2.347456452e+25, 9.162960921e+23
3665.8530, 2.346192314e+25, 9.151744770e+23
3665.9141, 2.344928156e+25, 9.140528978e+23
3665.9753, 2.343663976e+25, 9.129313546e+23
3666.0364, 2.342399775e+25, 9.118098475e+23
3666.0976, 2.335497314e+25, 9.109063692e+23
3666.1587, 2.324080972e+25, 9.101774201e+23
3666.2198, 2.312664439e+25, 9.094484789e+23
3666.2810, 2.301247716e+25, 9.087195457e+23
3666.3421, 2.289830802e+25, 9.079906204e+23
3666.4033, 2.278413698e+25, 9.072617032e+23
3666.4644, 2.266996404e+25, 9.065327941e+23
3666.5256, 2.255578919e+25, 9.058038930e+23
3666.5867, 2.244161244e+25, 9.050750002e+23
3666.6479, 2.232743379e+25, 9.043461156e+23
3666.7090, 2.221325322e+25, 9.036172392e+23
3666.7702, 2.209907076e+25, 9.028883712e+23
3666.8314, 2.198488639e+25, 9.021595115e+23
3666.8925, 2.187070012e+25, 9.014306603e+23
3666.9537, 2.200711656e+25, 9.031000319e+23
3667.0148, 2.222776633e+25, 9.055755215e+23
3667.0760, 2.244841978e+25, 9.080510761e+23
3667.1372, 2.266907691e+25, 9.105266953e+23
3667.1983, 2.288973772e+25, 9.130023790e+23
3667.2595, 2.311040220e+25, 9.154781271e+23
3667.3206, 2.333107037e+25, 9.179539392e+23
3667.3818, 2.355174222e+25, 9.204298153e+23
3667.4430, 2.377241775e+25, 9.229057551e+23
3667.5041, 2.399309696e+25, 9.253817585e+23
3667.5653, 2.421377986e+25, 9.278578254e+23
3667.6265, 2.443446643e+25, 9.303339554e+23
3667.6876, 2.465515668e+25, 9.328101485e+23
3667.7488, 2.487585061e+25, 9.352864045e+23
3667.8100, 2.479366669e+25, 9.341769905e+23
3667.8712, 2.469318861e+25, 9.328510868e+23
3667.9323, 2.459270886e+25, 9.315252555e+23
3667.9935, 2.449222743e+25, 9.301994970e+23
3668.0547, 2.439174432e+25, 9.288738117e+23
3668.1159, 2.429125954e+25, 9.275482001e+23
3668.1770, 2.419077308e+25, 9.262226626e+23
3668.2382, 2.409028494e+25, 9.248971995e+23
3668.2994, 2.398979513e+25, 9.235718114e+23
3668.3606, 2.388930365e+25, 9.222464986e+23
3668.4218, 2.378881049e+25, 9.209212615e+23
3668.4829, 2.368831565e+25, 9.195961006e+23
3668.5441, 2.358781913e+25, 9.182710163e+23
3668.6053, 2.350615718e+25, 9.173088536e+23
3668.6665, 2.354259366e+25, 9.186217024e+23
3668.7277, 2.357903074e+25, 9.199346004e+23
3668.7889, 2.361546843e+25, 9.212475474e+23
3668.8501, 2.365190673e+25, 9.225605433e+23
3668.9113, 2.368834564e+25, 9.238735880e+23
3668.9724, 2.372478515e+25, 9.251866814e+23
3669.0336, 2.376122527e+25, 9.264998234e+23
3669.0948, 2.379766600e+25, 9.278130138e+23
3669.1560, 2.383410734e+25, 9.291262525e+23
3669.2172, 2.387054928e+25, 9.304395396e+23
3669.2784, 2.390699184e+25, 9.317528747e+23
3669.3396, 2.394343500e+25, 9.330662578e+23
3669.4008, 2.397987877e+25, 9.343796889e+23
3669.4620, 2.402943876e+25, 9.355726221e+23
3669.5232, 2.410558713e+25, 9.365212360e+23
3669.5844, 2.418173678e+25, 9.374698933e+23
3669.6456, 2.425788769e+25, 9.384185940e+23
3669.7068, 2.433403988e+25, 9.393673380e+23
3669.7680, 2.441019333e+25, 9.403161252e+23
3669.8292, 2.448634806e+25, 9.412649555e+23
3669.8904, 2.456250405e+25, 9.422138289e+23
3669.9516, 2.463866132e+25, 9.431627452e+23
3670.0129, 2.471481986e+25, 9.441117045e+23
3670.0741, 2.479097966e+25, 9.450607065e+23
3670.1353, 2.486714074e+25, 9.460097512e+23
3670.1965, 2.494330308e+25, 9.469588386e+23
3670.2577, 2.501946670e+25, 9.479079686e+23
3670.3189, 2.501838627e+25, 9.479539615e+23
3670.3801, 2.494732581e+25, 9.471817388e+23
3670.4413, 2.487626416e+25, 9.464095142e+23
3670.5026, 2.480520133e+25, 9.456372878e+23
3670.5638, 2.473413732e+25, 9.448650595e+23
3670.6250, 2.466307212e+25, 9.440928295e+23
3670.6862, 2.459200573e+25, 9.433205976e+23
3670.7474, 2.452093816e+25, 9.425483640e+23
3670.8087, 2.444986941e+25, 9.417761287e+23
3670.8699, 2.437879947e+25, 9.410038916e+23
3670.9311, 2.430772834e+25, 9.402316529e+23
3670.9923, 2.423665603e+25, 9.394594126e+23
3671.0536, 2.416558253e+25, 9.386871706e+23
3671.1148, 2.409450785e+25, 9.379149270e+23
3671.1760, 2.402196283e+25, 9.374912655e+23
3671.2372, 2.394884219e+25, 9.372038933e+23
3671.2985, 2.387572033e+25, 9.369165237e+23
3671.3597, 2.380259726e+25, 9.366291567e+23
3671.4209, 2.372947296e+25, 9.363417924e+23
3671.4822, 2.365634744e+25, 9.360544307e+23
3671.5434, 2.358322071e+25, 9.357670717e+23
3671.6046, 2.351009275e+25, 9.354797154e+23
3671.6659, 2.343696358e+25, 9.351923617e+23
3671.7271, 2.336383318e+25, 9.349050107e+23
3671.7884, 2.329070157e+25, 9.346176624e+23
3671.8496, 2.321756873e+25, 9.343303168e+23
3671.9108, 2.314443468e+25, 9.340429739e+23
3671.9721, 2.307129941e+25, 9.337556337e+23
3672.0333, 2.330662638e+25, 9.356893548e+23
3672.0946, 2.357132255e+25, 9.378346676e+23
3672.1558, 2.383602313e+25, 9.399801383e+23
3672.2171, 2.410072813e+25, 9.421257662e+23
3672.2783, 2.436543754e+25, 9.442715505e+23
3672.3395, 2.463015136e+25, 9.464174902e+23
3672.4008, 2.489486960e+25, 9.485635845e+23
3672.4620, 2.515959226e+25, 9.507098328e+23
3672.5233, 2.542431933e+25, 9.528562342e+23
3672.5845, 2.568905082e+25, 9.550027879e+23
3672.6458, 2.595378672e+25, 9.571494931e+23
3672.7071, 2.621852703e+25, 9.592963491e+23
3672.7683, 2.648327177e+25, 9.614433551e+23
3672.8296, 2.669561144e+25, 9.631454537e+23
3672.8908, 2.647122412e+25, 9.611389565e+23
3672.9521, 2.624683305e+25, 9.591324300e+23
3673.0133, 2.602243825e+25, 9.571258742e+23
3673.0746, 2.579803970e+25, 9.551192891e+23
3673.1359, 2.557363741e+25, 9.531126748e+23
3673.1971, 2.534923137e+25, 9.511060313e+23
3673.2584, 2.512482160e+25, 9.490993585e+23
3673.3196, 2.490040808e+25, 9.470926567e+23
3673.3809, 2.467599082e+25, 9.450859256e+23
3673.4422, 2.445156981e+25, 9.430791655e+23
3673.5034, 2.422714506e+25, 9.410723763e+23
3673.5647, 2.400271657e+25, 9.390655580e+23
3673.6260, 2.377828434e+25, 9.370587107e+23
3673.6873, 2.358592903e+25, 9.348947637e+23
3673.7485, 2.346802448e+25, 9.323662795e+23
3673.8098, 2.335011796e+25, 9.298378036e+23
3673.8711, 2.323220947e+25, 9.273093366e+23
3673.9323, 2.311429902e+25, 9.247808789e+23
3673.9936, 2.299638660e+25, 9.222524308e+23
3674.0549, 2.287847222e+25, 9.197239928e+23
3674.1162, 2.276055587e+25, 9.171955653e+23
3674.1774, 2.264263755e+25, 9.146671488e+23
3674.2387, 2.252471726e+25, 9.121387438e+23
3674.3000, 2.240679501e+25, 9.096103506e+23
3674.3613, 2.228887079e+25, 9.070819697e+23
3674.4226, 2.217094461e+25, 9.045536016e+23
3674.4839, 2.205301646e+25, 9.020252468e+23
3674.5451, 2.202149259e+25, 9.011603637e+23
3674.6064, 2.207811042e+25, 9.019924225e+23
3674.6677, 2.213472919e+25, 9.028245801e+23
3674.7290, 2.219134891e+25, 9.036568363e+23
3674.7903, 2.224796958e+25, 9.044891909e+23
3674.8516, 2.230459119e+25, 9.053216437e+23
3674.9129, 2.236121374e+25, 9.061541943e+23
3674.9742, 2.241783724e+25, 9.069868427e+23
3675.0354, 2.247446168e+25, 9.078195885e+23
3675.0967, 2.253108707e+25, 9.086524316e+23
3675.1580, 2.258771340e+25, 9.094853717e+23
3675.2193, 2.264434068e+25, 9.103184085e+23
3675.2806, 2.270096890e+25, 9.111515420e+23
3675.3419, 2.275759806e+25, 9.119847718e+23
3675.4032, 2.279731013e+25, 9.117417111e+23
3675.4645, 2.282938076e+25, 9.110124471e+23
3675.5258, 2.286145193e+25, 9.102831772e+23
3675.5871, 2.289352363e+25, 9.095539014e+23
3675.6484, 2.292559587e+25, 9.088246198e+23
3675.7097, 2.295766864e+25, 9.080953324e+23
3675.7710, 2.298974195e+25, 9.073660392e+23
3675.8323, 2.302181579e+25, 9.066367401e+23
3675.8937, 2.305389017e+25, 9.059074353e+23
3675.9550, 2.308596508e+25, 9.051781247e+23
3676.0163, 2.311804053e+25, 9.044488084e+23
3676.0776, 2.315011651e+25, 9.037194863e+23
3676.1389, 2.318219303e+25, 9.029901585e+23
3676.2002, 2.321427008e+25, 9.022608250e+23
3676.2615, 2.319246625e+25, 9.015452156e+23
3676.3228, 2.316349311e+25, 9.008314666e+23
3676.3841, 2.313451947e+25, 9.001177539e+23
3676.4455, 2.310554536e+25, 8.994040775e+23
3676.5068, 2.307657076e+25, 8.986904376e+23
3676.5681, 2.304759568e+25, 8.979768343e+23
3676.6294, 2.301862011e+25, 8.972632678e+23
3676.6907, 2.298964406e+25, 8.965497381e+23
3676.7521, 2.296066753e+25, 8.958362453e+23
3676.8134, 2.293169051e+25, 8.951227897e+23
3676.8747, 2.290271302e+25, 8.944093712e+23
3676.9360, 2.287373503e+25, 8.936959900e+23
3676.9973, 2.284475657e+25, 8.929826463e+23
3677.0587, 2.282091488e+25, 8.923650773e+23
3677.1200, 2.285792357e+25, 8.928815483e+23
3677.1813, 2.289493287e+25, 8.933980706e+23
3677.2427, 2.293194278e+25, 8.939146440e+23
3677.3040, 2.296895332e+25, 8.944312684e+23
3677.3653, 2.300596447e+25, 8.949479438e+23
3677.4267, 2.304297624e+25, 8.954646701e+23
3677.4880, 2.307998863e+25, 8.959814473e+23
3677.5493, 2.311700163e+25, 8.964982752e+23
3677.6107, 2.315401525e+25, 8.970151538e+23
3677.6720, 2.319102949e+25, 8.975320830e+23
3677.7333, 2.322804435e+25, 8.980490628e+23
3677.7947, 2.326505982e+25, 8.985660931e+23
3677.8560, 2.330207591e+25, 8.990831737e+23
3677.9173, 2.334302981e+25, 8.993607680e+23
3677.9787, 2.339455336e+25, 8.989954021e+23
3678.0400, 2.344607776e+25, 8.986300769e+23
3678.1014, 2.349760302e+25, 8.982647926e+23
3678.1627, 2.354912914e+25, 8.978995491e+23
3678.2241, 2.360065613e+25, 8.975343466e+23
3678.2854, 2.365218397e+25, 8.971691851e+23
3678.3468, 2.370371267e+25, 8.968040646e+23
3678.4081, 2.375524222e+25, 8.964389852e+23
3678.4695, 2.380677264e+25, 8.960739470e+23
3678.5308, 2.385830392e+25, 8.957089501e+23
3678.5922, 2.390983606e+25, 8.953439944e+23
3678.6535, 2.396136906e+25, 8.949790801e+23
3678.7149, 2.401290291e+25, 8.946142072e+23
3678.7762, 2.404417485e+25, 8.946541470e+23
3678.8376, 2.405212475e+25, 8.951600243e+23
3678.8989, 2.406007478e+25, 8.956659512e+23
3678.9603, 2.406802494e+25, 8.961719276e+23
3679.0217, 2.407597523e+25, 8.966779535e+23
3679.0830, 2.408392565e+25, 8.971840287e+23
3679.1444, 2.409187621e+25, 8.976901532e+23
3679.2057, 2.409982690e+25, 8.981963269e+23
3679.2671, 2.410777773e+25, 8.987025498e+23
3679.3285, 2.411572868e+25, 8.992088219e+23
3679.3898, 2.412367977e+25, 8.997151429e+23
3679.4512, 2.413163099e+25, 9.002215130e+23
3679.5126, 2.413958235e+25, 9.007279319e+23
3679.5739, 2.414753383e+25, 9.012343997e+23
3679.6353, 2.414196219e+25, 9.010958718e+23
3679.6967, 2.412942181e+25, 9.006249748e+23
3679.7580, 2.411688123e+25, 9.001540977e+23
3679.8194, 2.410434043e+25, 8.996832405e+23
3679.8808, 2.409179942e+25, 8.992124033e+23
3679.9422, 2.407925821e+25, 8.987415862e+23
3680.0035, 2.406671679e+25, 8.982707891e+23
3680.0649, 2.405417515e+25, 8.978000121e+23
3680.1263, 2.404163331e+25, 8.973292553e+23
3680.1877, 2.402909126e+25, 8.968585188e+23
3680.2490, 2.401654900e+25, 8.963878024e+23
3680.3104, 2.400400653e+25, 8.959171064e+23
3680.3718, 2.399146385e+25, 8.954464307e+23
3680.4332, 2.397892096e+25, 8.949757754e+23
3680.4946, 2.396057332e+25, 8.943852451e+23
3680.5560, 2.394122709e+25, 8.937740911e+23
3680.6173, 2.392188054e+25, 8.931629311e+23
3680.6787, 2.390253367e+25, 8.925517650e+23
3680.7401, 2.388318647e+25, 8.919405929e+23
3680.8015, 2.386383896e+25, 8.913294148e+23
3680.8629, 2.384449112e+25, 8.907182307e+23
3680.9243, 2.382514295e+25, 8.901070406e+23
3680.9857, 2.380579447e+25, 8.894958444e+23
3681.0471, 2.378644566e+25, 8.888846423e+23
3681.1085, 2.376709653e+25, 8.882734342e+23
3681.1699, 2.374774708e+25, 8.876622202e+23
3681.2313, 2.372839730e+25, 8.870510002e+23
3681.2927, 2.370886685e+25, 8.864997283e+23
3681.3541, 2.368576919e+25, 8.871341824e+23
3681.4155, 2.366267116e+25, 8.877686601e+23
3681.4769, 2.363957273e+25, 8.884031613e+23
3681.5383, 2.361647392e+25, 8.890376860e+23
3681.5997, 2.359337473e+25, 8.896722341e+23
3681.6611, 2.357027515e+25, 8.903068057e+23
3681.7225, 2.354717518e+25, 8.909414006e+23
3681.7839, 2.352407483e+25, 8.915760190e+23
3681.8453, 2.350097410e+25, 8.922106606e+23
3681.9067, 2.347787297e+25, 8.928453257e+23
3681.9681, 2.345477147e+25, 8.934800140e+23
3682.0295, 2.343166958e+25, 8.941147256e+23
3682.0909, 2.340856730e+25, 8.947494604e+23
3682.1523, 2.342218736e+25, 8.951962472e+23
3682.2137, 2.355127557e+25, 8.950520356e+23
3682.2751, 2.368036593e+25, 8.949078712e+23
3682.3366, 2.380945845e+25, 8.947637541e+23
3682.3980, 2.393855312e+25, 8.946196842e+23
3682.4594, 2.406764994e+25, 8.944756616e+23
3682.5208, 2.419674892e+25, 8.943316863e+23
3682.5822, 2.432585004e+25, 8.941877583e+23
3682.6436, 2.445495333e+25, 8.940438777e+23
3682.7051, 2.458405876e+25, 8.939000444e+23
3682.7665, 2.471316635e+25, 8.937562586e+23
3682.8279, 2.484227609e+25, 8.936125202e+23
