# wavelength, Lum[W], Lum_error [W]
3658.7066, 3.162736078e+25, 4.211077544e+24
3658.7676, 3.218486144e+25, 4.217767967e+24
3658.8286, 3.274237138e+25, 4.224458511e+24
3658.8897, 3.329989063e+25, 4.231149176e+24
3658.9507, 3.385741918e+25, 4.237839963e+24
3659.0117, 3.441495702e+25, 4.244530871e+24
3659.0727, 3.497250416e+25, 4.251221900e+24
3659.1338, 3.553006061e+25, 4.257913051e+24
3659.1948, 3.608762635e+25, 4.264604322e+24
3659.2558, 3.664520139e+25, 4.271295715e+24
3659.3169, 3.720195856e+25, 4.277978690e+24
3659.3779, 3.744571285e+25, 4.281431446e+24
3659.4389, 3.768947120e+25, 4.284886203e+24
3659.5000, 3.793323362e+25, 4.288342957e+24
3659.5610, 3.817700011e+25, 4.291801702e+24
3659.6220, 3.842077066e+25, 4.295262434e+24
3659.6831, 3.866454527e+25, 4.298725149e+24
3659.7441, 3.890832395e+25, 4.302189843e+24
3659.8051, 3.915210670e+25, 4.305656509e+24
3659.8662, 3.939589351e+25, 4.309125145e+24
3659.9272, 3.963968439e+25, 4.312595745e+24
3659.9883, 3.988347934e+25, 4.316068305e+24
3660.0493, 4.012727835e+25, 4.319542821e+24
3660.1103, 4.037108142e+25, 4.323019287e+24
3660.1714, 4.050910403e+25, 4.325485894e+24
3660.2324, 4.021443052e+25, 4.323814715e+24
3660.2935, 3.991975210e+25, 4.322143648e+24
3660.3545, 3.962506876e+25, 4.320472693e+24
3660.4156, 3.933038051e+25, 4.318801851e+24
3660.4766, 3.903568735e+25, 4.317131121e+24
3660.5377, 3.874098927e+25, 4.315460503e+24
3660.5987, 3.844628627e+25, 4.313789998e+24
3660.6598, 3.815157836e+25, 4.312119606e+24
3660.7208, 3.785686553e+25, 4.310449327e+24
3660.7819, 3.756214779e+25, 4.308779162e+24
3660.8429, 3.726742513e+25, 4.307109109e+24
3660.9040, 3.697269756e+25, 4.305439171e+24
3660.9651, 3.667796507e+25, 4.303769346e+24
3661.0261, 3.636000352e+25, 4.300384804e+24
3661.0872, 3.600573706e+25, 4.294320223e+24
3661.1482, 3.565146470e+25, 4.288255938e+24
3661.2093, 3.529718643e+25, 4.282191950e+24
3661.2704, 3.494290226e+25, 4.276128261e+24
3661.3314, 3.458861217e+25, 4.270064873e+24
3661.3925, 3.423431617e+25, 4.264001787e+24
3661.4536, 3.388001427e+25, 4.257939005e+24
3661.5146, 3.352570645e+25, 4.251876530e+24
3661.5757, 3.317139273e+25, 4.245814362e+24
3661.6368, 3.281707310e+25, 4.239752504e+24
3661.6978, 3.246274756e+25, 4.233690957e+24
3661.7589, 3.210841610e+25, 4.227629723e+24
3661.8200, 3.175407874e+25, 4.221568804e+24
3661.8811, 3.163188202e+25, 4.215493318e+24
3661.9421, 3.167519273e+25, 4.209408279e+24
3662.0032, 3.171850415e+25, 4.203324499e+24
3662.0643, 3.176181630e+25, 4.197241984e+24
3662.1254, 3.180512917e+25, 4.191160741e+24
3662.1864, 3.184844277e+25, 4.185080774e+24
3662.2475, 3.189175708e+25, 4.179002091e+24
3662.3086, 3.193507212e+25, 4.172924697e+24
3662.3697, 3.197838788e+25, 4.166848598e+24
3662.4308, 3.202170436e+25, 4.160773802e+24
3662.4918, 3.206502157e+25, 4.154700313e+24
3662.5529, 3.210833950e+25, 4.148628138e+24
3662.6140, 3.215165815e+25, 4.142557284e+24
3662.6751, 3.219497752e+25, 4.136487756e+24
3662.7362, 3.209174797e+25, 4.128474853e+24
3662.7973, 3.194692905e+25, 4.119910273e+24
3662.8584, 3.180210773e+25, 4.111345737e+24
3662.9195, 3.165728398e+25, 4.102781246e+24
3662.9805, 3.151245782e+25, 4.094216802e+24
3663.0416, 3.136762925e+25, 4.085652406e+24
3663.1027, 3.122279826e+25, 4.077088059e+24
3663.1638, 3.107796485e+25, 4.068523762e+24
3663.2249, 3.093312903e+25, 4.059959516e+24
3663.2860, 3.078829079e+25, 4.051395323e+24
3663.3471, 3.064345014e+25, 4.042831183e+24
3663.4082, 3.049860707e+25, 4.034267099e+24
3663.4693, 3.035376159e+25, 4.025703071e+24
3663.5304, 3.020891369e+25, 4.017139101e+24
3663.5915, 3.014602926e+25, 4.011068679e+24
3663.6526, 3.008547180e+25, 4.005068995e+24
3663.7137, 3.002491333e+25, 3.999069225e+24
3663.7748, 2.996435384e+25, 3.993069371e+24
3663.8359, 2.990379335e+25, 3.987069432e+24
3663.8970, 2.984323185e+25, 3.981069409e+24
3663.9581, 2.978266934e+25, 3.975069301e+24
3664.0193, 2.972210581e+25, 3.969069108e+24
3664.0804, 2.966154128e+25, 3.963068832e+24
3664.1415, 2.960097574e+25, 3.957068470e+24
3664.2026, 2.954040919e+25, 3.951068025e+24
3664.2637, 2.947984162e+25, 3.945067495e+24
3664.3248, 2.941927305e+25, 3.939066882e+24
3664.3859, 2.938179165e+25, 3.933724783e+24
3664.4470, 2.945918165e+25, 3.931659839e+24
3664.5082, 2.953657294e+25, 3.929595659e+24
3664.5693, 2.961396553e+25, 3.927532246e+24
3664.6304, 2.969135940e+25, 3.925469601e+24
3664.6915, 2.976875456e+25, 3.923407725e+24
3664.7526, 2.984615102e+25, 3.921346620e+24
3664.8138, 2.992354876e+25, 3.919286286e+24
3664.8749, 3.000094780e+25, 3.917226726e+24
3664.9360, 3.007834813e+25, 3.915167940e+24
3664.9971, 3.015574975e+25, 3.913109930e+24
3665.0583, 3.023315265e+25, 3.911052697e+24
3665.1194, 3.031055685e+25, 3.908996242e+24
3665.1805, 3.038796235e+25, 3.906940567e+24
3665.2416, 3.041087982e+25, 3.905481719e+24
3665.3028, 3.033717798e+25, 3.905080191e+24
3665.3639, 3.026347491e+25, 3.904678926e+24
3665.4250, 3.018977061e+25, 3.904277925e+24
3665.4862, 3.011606508e+25, 3.903877186e+24
3665.5473, 3.004235832e+25, 3.903476711e+24
3665.6084, 2.996865033e+25, 3.903076499e+24
3665.6696, 2.989494111e+25, 3.902676551e+24
3665.7307, 2.982123067e+25, 3.902276866e+24
3665.7919, 2.974751899e+25, 3.901877445e+24
3665.8530, 2.967380608e+25, 3.901478288e+24
3665.9141, 2.960009195e+25, 3.901079394e+24
3665.9753, 2.952637658e+25, 3.900680765e+24
3666.0364, 2.945265999e+25, 3.900282399e+24
3666.0976, 2.939746863e+25, 3.900690135e+24
3666.1587, 2.935710796e+25, 3.901743253e+24
3666.2198, 2.931674662e+25, 3.902796636e+24
3666.2810, 2.927638461e+25, 3.903850284e+24
3666.3421, 2.923602192e+25, 3.904904196e+24
3666.4033, 2.919565856e+25, 3.905958372e+24
3666.4644, 2.915529452e+25, 3.907012813e+24
3666.5256, 2.911492982e+25, 3.908067517e+24
3666.5867, 2.907456444e+25, 3.909122485e+24
3666.6479, 2.903419838e+25, 3.910177717e+24
3666.7090, 2.899383165e+25, 3.911233212e+24
3666.7702, 2.895346425e+25, 3.912288970e+24
3666.8314, 2.891309618e+25, 3.913344991e+24
3666.8925, 2.887272743e+25, 3.914401275e+24
3666.9537, 2.940498758e+25, 3.917978135e+24
3667.0148, 3.012972389e+25, 3.922402695e+24
3667.0760, 3.085447229e+25, 3.926827903e+24
3667.1372, 3.157923277e+25, 3.931253758e+24
3667.1983, 3.230400534e+25, 3.935680258e+24
3667.2595, 3.302879000e+25, 3.940107400e+24
3667.3206, 3.375358675e+25, 3.944535184e+24
3667.3818, 3.447839558e+25, 3.948963606e+24
3667.4430, 3.520321651e+25, 3.953392666e+24
3667.5041, 3.592804952e+25, 3.957822361e+24
3667.5653, 3.665289462e+25, 3.962252689e+24
3667.6265, 3.737775182e+25, 3.966683649e+24
3667.6876, 3.810262110e+25, 3.971115239e+24
3667.7488, 3.882750247e+25, 3.975547457e+24
3667.8100, 3.825030737e+25, 3.970466032e+24
3667.8712, 3.759446190e+25, 3.964809917e+24
3667.9323, 3.693860549e+25, 3.959153707e+24
3667.9935, 3.628273815e+25, 3.953497403e+24
3668.0547, 3.562685986e+25, 3.947841004e+24
3668.1159, 3.497097064e+25, 3.942184512e+24
3668.1770, 3.431507048e+25, 3.936527926e+24
3668.2382, 3.365915938e+25, 3.930871245e+24
3668.2994, 3.300323734e+25, 3.925214470e+24
3668.3606, 3.234730436e+25, 3.919557601e+24
3668.4218, 3.169136044e+25, 3.913900638e+24
3668.4829, 3.103540558e+25, 3.908243580e+24
3668.5441, 3.037943977e+25, 3.902586428e+24
3668.6053, 2.979535029e+25, 3.897071988e+24
3668.6665, 2.966197110e+25, 3.892453712e+24
3668.7277, 2.952858968e+25, 3.887836934e+24
3668.7889, 2.939520603e+25, 3.883221658e+24
3668.8501, 2.926182017e+25, 3.878607890e+24
3668.9113, 2.912843208e+25, 3.873995636e+24
3668.9724, 2.899504176e+25, 3.869384903e+24
3669.0336, 2.886164922e+25, 3.864775695e+24
3669.0948, 2.872825445e+25, 3.860168018e+24
3669.1560, 2.859485746e+25, 3.855561879e+24
3669.2172, 2.846145824e+25, 3.850957283e+24
3669.2784, 2.832805680e+25, 3.846354236e+24
3669.3396, 2.819465314e+25, 3.841752745e+24
3669.4008, 2.806124725e+25, 3.837152814e+24
3669.4620, 2.808075804e+25, 3.833328240e+24
3669.5232, 2.841026159e+25, 3.831073178e+24
3669.5844, 2.873977064e+25, 3.828818708e+24
3669.6456, 2.906928518e+25, 3.826564834e+24
3669.7068, 2.939880522e+25, 3.824311555e+24
3669.7680, 2.972833075e+25, 3.822058874e+24
3669.8292, 3.005786178e+25, 3.819806791e+24
3669.8904, 3.038739831e+25, 3.817555307e+24
3669.9516, 3.071694033e+25, 3.815304424e+24
3670.0129, 3.104648785e+25, 3.813054142e+24
3670.0741, 3.137604086e+25, 3.810804463e+24
3670.1353, 3.170559937e+25, 3.808555389e+24
3670.1965, 3.203516338e+25, 3.806306919e+24
3670.2577, 3.236473289e+25, 3.804059056e+24
3670.3189, 3.267370660e+25, 3.804240256e+24
3670.3801, 3.296402182e+25, 3.806622047e+24
3670.4413, 3.325434189e+25, 3.809004386e+24
3670.5026, 3.354466681e+25, 3.811387273e+24
3670.5638, 3.383499656e+25, 3.813770706e+24
3670.6250, 3.412533116e+25, 3.816154685e+24
3670.6862, 3.441567060e+25, 3.818539209e+24
3670.7474, 3.470601488e+25, 3.820924276e+24
3670.8087, 3.499636400e+25, 3.823309886e+24
3670.8699, 3.528671797e+25, 3.825696038e+24
3670.9311, 3.557707678e+25, 3.828082730e+24
3670.9923, 3.586744043e+25, 3.830469963e+24
3671.0536, 3.615780892e+25, 3.832857735e+24
3671.1148, 3.644818226e+25, 3.835246045e+24
3671.1760, 3.670283877e+25, 3.841964501e+24
3671.2372, 3.694353314e+25, 3.850377217e+24
3671.2985, 3.718423153e+25, 3.858791573e+24
3671.3597, 3.742493394e+25, 3.867207561e+24
3671.4209, 3.766564035e+25, 3.875625171e+24
3671.4822, 3.790635079e+25, 3.884044392e+24
3671.5434, 3.814706524e+25, 3.892465217e+24
3671.6046, 3.838778370e+25, 3.900887634e+24
3671.6659, 3.862850618e+25, 3.909311636e+24
3671.7271, 3.886923267e+25, 3.917737212e+24
3671.7884, 3.910996318e+25, 3.926164353e+24
3671.8496, 3.935069770e+25, 3.934593051e+24
3671.9108, 3.959143624e+25, 3.943023297e+24
3671.9721, 3.983217879e+25, 3.951455081e+24
3672.0333, 3.999656619e+25, 3.958586136e+24
3672.0946, 4.015368706e+25, 3.965593466e+24
3672.1558, 4.031081055e+25, 3.972600986e+24
3672.2171, 4.046793666e+25, 3.979608693e+24
3672.2783, 4.062506538e+25, 3.986616589e+24
3672.3395, 4.078219673e+25, 3.993624673e+24
3672.4008, 4.093933070e+25, 4.000632943e+24
3672.4620, 4.109646730e+25, 4.007641401e+24
3672.5233, 4.125360651e+25, 4.014650046e+24
3672.5845, 4.141074834e+25, 4.021658876e+24
3672.6458, 4.156789279e+25, 4.028667893e+24
3672.7071, 4.172503987e+25, 4.035677095e+24
3672.7683, 4.188218956e+25, 4.042686482e+24
3672.8296, 4.198361150e+25, 4.048541200e+24
3672.8908, 4.162063140e+25, 4.044772778e+24
3672.9521, 4.125764525e+25, 4.041004617e+24
3673.0133, 4.089465304e+25, 4.037236718e+24
3673.0746, 4.053165478e+25, 4.033469081e+24
3673.1359, 4.016865046e+25, 4.029701708e+24
3673.1971, 3.980564009e+25, 4.025934601e+24
3673.2584, 3.944262366e+25, 4.022167758e+24
3673.3196, 3.907960118e+25, 4.018401183e+24
3673.3809, 3.871657265e+25, 4.014634875e+24
3673.4422, 3.835353806e+25, 4.010868835e+24
3673.5034, 3.799049741e+25, 4.007103065e+24
3673.5647, 3.762745071e+25, 4.003337565e+24
3673.6260, 3.726439796e+25, 3.999572337e+24
3673.6873, 3.689183654e+25, 3.996400744e+24
3673.7485, 3.649721491e+25, 3.994607087e+24
3673.8098, 3.610258670e+25, 3.992814591e+24
3673.8711, 3.570795191e+25, 3.991023257e+24
3673.9323, 3.531331053e+25, 3.989233087e+24
3673.9936, 3.491866258e+25, 3.987444083e+24
3674.0549, 3.452400804e+25, 3.985656245e+24
3674.1162, 3.412934692e+25, 3.983869577e+24
3674.1774, 3.373467922e+25, 3.982084080e+24
3674.2387, 3.334000493e+25, 3.980299754e+24
3674.3000, 3.294532406e+25, 3.978516603e+24
3674.3613, 3.255063661e+25, 3.976734627e+24
3674.4226, 3.215594258e+25, 3.974953829e+24
3674.4839, 3.176124196e+25, 3.973174210e+24
3674.5451, 3.161343776e+25, 3.974185767e+24
3674.6064, 3.171749460e+25, 3.978043697e+24
3674.6677, 3.182155317e+25, 3.981901692e+24
3674.7290, 3.192561348e+25, 3.985759750e+24
3674.7903, 3.202967552e+25, 3.989617874e+24
3674.8516, 3.213373930e+25, 3.993476061e+24
3674.9129, 3.223780481e+25, 3.997334313e+24
3674.9742, 3.234187206e+25, 4.001192630e+24
3675.0354, 3.244594104e+25, 4.005051011e+24
3675.0967, 3.255001177e+25, 4.008909456e+24
3675.1580, 3.265408422e+25, 4.012767966e+24
3675.2193, 3.275815841e+25, 4.016626540e+24
3675.2806, 3.286223434e+25, 4.020485178e+24
3675.3419, 3.296631201e+25, 4.024343881e+24
3675.4032, 3.315476163e+25, 4.027021395e+24
3675.4645, 3.338132549e+25, 4.029165693e+24
3675.5258, 3.360789313e+25, 4.031310414e+24
3675.5871, 3.383446454e+25, 4.033455556e+24
3675.6484, 3.406103974e+25, 4.035601120e+24
3675.7097, 3.428761871e+25, 4.037747103e+24
3675.7710, 3.451420146e+25, 4.039893507e+24
3675.8323, 3.474078799e+25, 4.042040330e+24
3675.8937, 3.496737831e+25, 4.044187572e+24
3675.9550, 3.519397239e+25, 4.046335231e+24
3676.0163, 3.542057026e+25, 4.048483309e+24
3676.0776, 3.564717191e+25, 4.050631803e+24
3676.1389, 3.587377734e+25, 4.052780713e+24
3676.2002, 3.610038655e+25, 4.054930040e+24
3676.2615, 3.575145940e+25, 4.047806049e+24
3676.3228, 3.532595038e+25, 4.039448415e+24
3676.3841, 3.490043426e+25, 4.031090994e+24
3676.4455, 3.447491104e+25, 4.022733790e+24
3676.5068, 3.404938073e+25, 4.014376803e+24
3676.5681, 3.362384332e+25, 4.006020038e+24
3676.6294, 3.319829882e+25, 3.997663495e+24
3676.6907, 3.277274721e+25, 3.989307177e+24
3676.7521, 3.234718851e+25, 3.980951087e+24
3676.8134, 3.192162271e+25, 3.972595226e+24
3676.8747, 3.149604981e+25, 3.964239598e+24
3676.9360, 3.107046982e+25, 3.955884204e+24
3676.9973, 3.064488273e+25, 3.947529046e+24
3677.0587, 3.024524410e+25, 3.938809439e+24
3677.1200, 3.015304193e+25, 3.925771868e+24
3677.1813, 3.006083821e+25, 3.912737339e+24
3677.2427, 2.996863296e+25, 3.899705887e+24
3677.3040, 2.987642618e+25, 3.886677543e+24
3677.3653, 2.978421785e+25, 3.873652342e+24
3677.4267, 2.969200799e+25, 3.860630318e+24
3677.4880, 2.959979659e+25, 3.847611506e+24
3677.5493, 2.950758365e+25, 3.834595940e+24
3677.6107, 2.941536917e+25, 3.821583656e+24
3677.6720, 2.932315315e+25, 3.808574691e+24
3677.7333, 2.923093560e+25, 3.795569080e+24
3677.7947, 2.913871651e+25, 3.782566861e+24
3677.8560, 2.904649588e+25, 3.769568071e+24
3677.9173, 2.907954651e+25, 3.758798355e+24
3677.9787, 2.944887849e+25, 3.754004304e+24
3678.0400, 2.981821663e+25, 3.749210338e+24
3678.1014, 3.018756093e+25, 3.744416455e+24
3678.1627, 3.055691139e+25, 3.739622658e+24
3678.2241, 3.092626801e+25, 3.734828946e+24
3678.2854, 3.129563079e+25, 3.730035321e+24
3678.3468, 3.166499974e+25, 3.725241782e+24
3678.4081, 3.203437484e+25, 3.720448331e+24
3678.4695, 3.240375610e+25, 3.715654968e+24
3678.5308, 3.277314352e+25, 3.710861694e+24
3678.5922, 3.314253711e+25, 3.706068510e+24
3678.6535, 3.351193685e+25, 3.701275415e+24
3678.7149, 3.388134276e+25, 3.696482412e+24
3678.7762, 3.400813661e+25, 3.690046700e+24
3678.8376, 3.385567768e+25, 3.681721370e+24
3678.8989, 3.370321621e+25, 3.673397706e+24
3678.9603, 3.355075220e+25, 3.665075720e+24
3679.0217, 3.339828565e+25, 3.656755425e+24
3679.0830, 3.324581655e+25, 3.648436834e+24
3679.1444, 3.309334491e+25, 3.640119960e+24
3679.2057, 3.294087073e+25, 3.631804814e+24
3679.2671, 3.278839401e+25, 3.623491411e+24
3679.3285, 3.263591474e+25, 3.615179763e+24
3679.3898, 3.248343293e+25, 3.606869883e+24
3679.4512, 3.233094857e+25, 3.598561785e+24
3679.5126, 3.217846167e+25, 3.590255482e+24
3679.5739, 3.202597223e+25, 3.581950988e+24
3679.6353, 3.180246916e+25, 3.575545934e+24
3679.6967, 3.154236978e+25, 3.570119170e+24
3679.7580, 3.128226607e+25, 3.564692563e+24
3679.8194, 3.102215802e+25, 3.559266113e+24
3679.8808, 3.076204562e+25, 3.553839822e+24
3679.9422, 3.050192890e+25, 3.548413691e+24
3680.0035, 3.024180783e+25, 3.542987721e+24
3680.0649, 2.998168242e+25, 3.537561913e+24
3680.1263, 2.972155268e+25, 3.532136269e+24
3680.1877, 2.946141860e+25, 3.526710790e+24
3680.2490, 2.920128017e+25, 3.521285476e+24
3680.3104, 2.894113741e+25, 3.515860330e+24
3680.3718, 2.868099032e+25, 3.510435352e+24
3680.4332, 2.842083888e+25, 3.505010543e+24
3680.4946, 2.848224924e+25, 3.504518059e+24
3680.5560, 2.859896401e+25, 3.504873965e+24
3680.6173, 2.871568072e+25, 3.505230028e+24
3680.6787, 2.883239938e+25, 3.505586248e+24
3680.7401, 2.894911998e+25, 3.505942625e+24
3680.8015, 2.906584253e+25, 3.506299160e+24
3680.8629, 2.918256703e+25, 3.506655852e+24
3680.9243, 2.929929348e+25, 3.507012701e+24
3680.9857, 2.941602187e+25, 3.507369707e+24
3681.0471, 2.953275221e+25, 3.507726871e+24
3681.1085, 2.964948449e+25, 3.508084191e+24
3681.1699, 2.976621872e+25, 3.508441668e+24
3681.2313, 2.988295490e+25, 3.508799302e+24
3681.2927, 2.999204198e+25, 3.509360887e+24
3681.3541, 2.994981424e+25, 3.513953079e+24
3681.4155, 2.990758580e+25, 3.518545427e+24
3681.4769, 2.986535665e+25, 3.523137931e+24
3681.5383, 2.982312680e+25, 3.527730590e+24
3681.5997, 2.978089625e+25, 3.532323406e+24
3681.6611, 2.973866499e+25, 3.536916376e+24
3681.7225, 2.969643303e+25, 3.541509501e+24
3681.7839, 2.965420036e+25, 3.546102781e+24
3681.8453, 2.961196699e+25, 3.550696215e+24
3681.9067, 2.956973291e+25, 3.555289803e+24
3681.9681, 2.952749813e+25, 3.559883545e+24
3682.0295, 2.948526265e+25, 3.564477440e+24
3682.0909, 2.944302646e+25, 3.569071488e+24
3682.1523, 2.943667979e+25, 3.574182464e+24
3682.2137, 2.954318333e+25, 3.580919087e+24
3682.2751, 2.964968864e+25, 3.587656830e+24
3682.3366, 2.975619572e+25, 3.594395688e+24
3682.3980, 2.986270459e+25, 3.601135654e+24
3682.4594, 2.996921523e+25, 3.607876724e+24
3682.5208, 3.007572764e+25, 3.614618891e+24
3682.5822, 3.018224184e+25, 3.621362151e+24
3682.6436, 3.028875780e+25, 3.628106498e+24
3682.7051, 3.039527555e+25, 3.634851926e+24
3682.7665, 3.050179507e+25, 3.641598431e+24
