# wavelength, Lum[W], Lum_error [W]
3654.4376, 2.426946666e+25, 2.698833138e+24
3654.4986, 2.456411401e+25, 2.702073295e+24
3654.5596, 2.485876627e+25, 2.705313549e+24
3654.6205, 2.515342344e+25, 2.708553898e+24
3654.6815, 2.544808553e+25, 2.711794343e+24
3654.7424, 2.574275253e+25, 2.715034883e+24
3654.8034, 2.603742445e+25, 2.718275519e+24
3654.8643, 2.633210129e+25, 2.721516250e+24
3654.9253, 2.662678303e+25, 2.724757075e+24
3654.9862, 2.692146970e+25, 2.727997996e+24
3655.0472, 2.721616127e+25, 2.731239011e+24
3655.1082, 2.750919520e+25, 2.734385728e+24
3655.1691, 2.775206266e+25, 2.734684060e+24
3655.2301, 2.799493418e+25, 2.734982478e+24
3655.2910, 2.823780975e+25, 2.735280980e+24
3655.3520, 2.848068937e+25, 2.735579567e+24
3655.4130, 2.872357304e+25, 2.735878238e+24
3655.4739, 2.896646076e+25, 2.736176995e+24
3655.5349, 2.920935254e+25, 2.736475836e+24
3655.5959, 2.945224836e+25, 2.736774762e+24
3655.6568, 2.969514823e+25, 2.737073773e+24
3655.7178, 2.993805216e+25, 2.737372869e+24
3655.7788, 3.018096014e+25, 2.737672049e+24
3655.8398, 3.042387216e+25, 2.737971314e+24
3655.9007, 3.066678824e+25, 2.738270663e+24
3655.9617, 3.081933099e+25, 2.738234563e+24
3656.0227, 3.066303673e+25, 2.737051919e+24
3656.0837, 3.050673987e+25, 2.735869292e+24
3656.1446, 3.035044040e+25, 2.734686679e+24
3656.2056, 3.019413832e+25, 2.733504083e+24
3656.2666, 3.003783364e+25, 2.732321502e+24
3656.3276, 2.988152635e+25, 2.731138937e+24
3656.3886, 2.972521645e+25, 2.729956387e+24
3656.4495, 2.956890395e+25, 2.728773854e+24
3656.5105, 2.941258884e+25, 2.727591336e+24
3656.5715, 2.925627112e+25, 2.726408834e+24
3656.6325, 2.909995079e+25, 2.725226349e+24
3656.6935, 2.894362786e+25, 2.724043879e+24
3656.7545, 2.878730232e+25, 2.722861426e+24
3656.8155, 2.862536548e+25, 2.721506865e+24
3656.8764, 2.845569957e+25, 2.719915204e+24
3656.9374, 2.828603083e+25, 2.718323549e+24
3656.9984, 2.811635926e+25, 2.716731899e+24
3657.0594, 2.794668487e+25, 2.715140256e+24
3657.1204, 2.777700764e+25, 2.713548618e+24
3657.1814, 2.760732758e+25, 2.711956987e+24
3657.2424, 2.743764470e+25, 2.710365362e+24
3657.3034, 2.726795898e+25, 2.708773743e+24
3657.3644, 2.709827043e+25, 2.707182131e+24
3657.4254, 2.692857905e+25, 2.705590525e+24
3657.4864, 2.675888485e+25, 2.703998925e+24
3657.5474, 2.658918781e+25, 2.702407332e+24
3657.6084, 2.641948794e+25, 2.700815745e+24
3657.6694, 2.625500196e+25, 2.700247631e+24
3657.7304, 2.609378300e+25, 2.700321061e+24
3657.7914, 2.593256136e+25, 2.700394559e+24
3657.8524, 2.577133702e+25, 2.700468123e+24
3657.9134, 2.561011000e+25, 2.700541754e+24
3657.9744, 2.544888029e+25, 2.700615452e+24
3658.0354, 2.528764788e+25, 2.700689217e+24
3658.0964, 2.512641279e+25, 2.700763048e+24
3658.1575, 2.496517501e+25, 2.700836947e+24
3658.2185, 2.480393454e+25, 2.700910913e+24
3658.2795, 2.464269138e+25, 2.700984946e+24
3658.3405, 2.448144553e+25, 2.701059046e+24
3658.4015, 2.432019700e+25, 2.701133212e+24
3658.4625, 2.415894577e+25, 2.701207446e+24
3658.5235, 2.428264161e+25, 2.704098594e+24
3658.5846, 2.447373573e+25, 2.707656038e+24
3658.6456, 2.466483303e+25, 2.711213543e+24
3658.7066, 2.485593352e+25, 2.714771111e+24
3658.7676, 2.504703720e+25, 2.718328740e+24
3658.8286, 2.523814407e+25, 2.721886430e+24
3658.8897, 2.542925412e+25, 2.725444182e+24
3658.9507, 2.562036736e+25, 2.729001996e+24
3659.0117, 2.581148379e+25, 2.732559871e+24
3659.0727, 2.600260340e+25, 2.736117808e+24
3659.1338, 2.619372620e+25, 2.739675806e+24
3659.1948, 2.638485219e+25, 2.743233866e+24
3659.2558, 2.657598137e+25, 2.746791988e+24
3659.3169, 2.676721868e+25, 2.750346517e+24
3659.3779, 2.699817242e+25, 2.752520214e+24
3659.4389, 2.722913001e+25, 2.754697194e+24
3659.5000, 2.746009145e+25, 2.756877451e+24
3659.5610, 2.769105674e+25, 2.759060976e+24
3659.6220, 2.792202588e+25, 2.761247762e+24
3659.6831, 2.815299888e+25, 2.763437801e+24
3659.7441, 2.838397573e+25, 2.765631086e+24
3659.8051, 2.861495643e+25, 2.767827610e+24
3659.8662, 2.884594098e+25, 2.770027366e+24
3659.9272, 2.907692939e+25, 2.772230344e+24
3659.9883, 2.930792165e+25, 2.774436539e+24
3660.0493, 2.953891776e+25, 2.776645943e+24
3660.1103, 2.976991772e+25, 2.778858548e+24
3660.1714, 2.994245548e+25, 2.780373232e+24
3660.2324, 2.987584804e+25, 2.779021494e+24
3660.2935, 2.980923949e+25, 2.777669911e+24
3660.3545, 2.974262983e+25, 2.776318486e+24
3660.4156, 2.967601906e+25, 2.774967218e+24
3660.4766, 2.960940718e+25, 2.773616107e+24
3660.5377, 2.954279418e+25, 2.772265153e+24
3660.5987, 2.947618008e+25, 2.770914358e+24
3660.6598, 2.940956486e+25, 2.769563721e+24
3660.7208, 2.934294853e+25, 2.768213242e+24
3660.7819, 2.927633109e+25, 2.766862922e+24
3660.8429, 2.920971254e+25, 2.765512761e+24
3660.9040, 2.914309288e+25, 2.764162759e+24
3660.9651, 2.907647211e+25, 2.762812917e+24
3661.0261, 2.893403960e+25, 2.760187641e+24
3661.0872, 2.867311189e+25, 2.755569272e+24
3661.1482, 2.841217983e+25, 2.750951780e+24
3661.2093, 2.815124342e+25, 2.746335170e+24
3661.2704, 2.789030265e+25, 2.741719446e+24
3661.3314, 2.762935754e+25, 2.737104614e+24
3661.3925, 2.736840807e+25, 2.732490679e+24
3661.4536, 2.710745425e+25, 2.727877645e+24
3661.5146, 2.684649607e+25, 2.723265518e+24
3661.5757, 2.658553355e+25, 2.718654303e+24
3661.6368, 2.632456667e+25, 2.714044005e+24
3661.6978, 2.606359544e+25, 2.709434628e+24
3661.7589, 2.580261986e+25, 2.704826179e+24
3661.8200, 2.554163992e+25, 2.700218661e+24
3661.8811, 2.542961632e+25, 2.697158246e+24
3661.9421, 2.542379273e+25, 2.695201245e+24
3662.0032, 2.541796905e+25, 2.693245363e+24
3662.0643, 2.541214527e+25, 2.691290604e+24
3662.1254, 2.540632139e+25, 2.689336971e+24
3662.1864, 2.540049742e+25, 2.687384465e+24
3662.2475, 2.539467334e+25, 2.685433090e+24
3662.3086, 2.538884918e+25, 2.683482848e+24
3662.3697, 2.538302491e+25, 2.681533741e+24
3662.4308, 2.537720055e+25, 2.679585773e+24
3662.4918, 2.537137609e+25, 2.677638945e+24
3662.5529, 2.536555153e+25, 2.675693261e+24
3662.6140, 2.535972688e+25, 2.673748723e+24
3662.6751, 2.535390212e+25, 2.671805334e+24
3662.7362, 2.526889591e+25, 2.667260535e+24
3662.7973, 2.516141830e+25, 2.661977581e+24
3662.8584, 2.505393890e+25, 2.656694922e+24
3662.9195, 2.494645771e+25, 2.651412561e+24
3662.9805, 2.483897473e+25, 2.646130501e+24
3663.0416, 2.473148995e+25, 2.640848743e+24
3663.1027, 2.462400339e+25, 2.635567291e+24
3663.1638, 2.451651502e+25, 2.630286146e+24
3663.2249, 2.440902487e+25, 2.625005311e+24
3663.2860, 2.430153292e+25, 2.619724789e+24
3663.3471, 2.419403918e+25, 2.614444582e+24
3663.4082, 2.408654365e+25, 2.609164691e+24
3663.4693, 2.397904633e+25, 2.603885121e+24
3663.5304, 2.387154721e+25, 2.598605873e+24
3663.5915, 2.360810070e+25, 2.592603092e+24
3663.6526, 2.334022060e+25, 2.586580093e+24
3663.7137, 2.307233603e+25, 2.580557438e+24
3663.7748, 2.280444700e+25, 2.574535130e+24
3663.8359, 2.253655350e+25, 2.568513173e+24
3663.8970, 2.226865553e+25, 2.562491569e+24
3663.9581, 2.200075309e+25, 2.556470323e+24
3664.0193, 2.173284618e+25, 2.550449436e+24
3664.0804, 2.146493481e+25, 2.544428913e+24
3664.1415, 2.119701896e+25, 2.538408757e+24
3664.2026, 2.092909865e+25, 2.532388971e+24
3664.2637, 2.066117387e+25, 2.526369558e+24
3664.3248, 2.039324462e+25, 2.520350523e+24
3664.3859, 2.018142568e+25, 2.515325451e+24
3664.4470, 2.024879439e+25, 2.515244369e+24
3664.5082, 2.031616423e+25, 2.515164032e+24
3664.5693, 2.038353519e+25, 2.515084442e+24
3664.6304, 2.045090727e+25, 2.515005597e+24
3664.6915, 2.051828048e+25, 2.514927499e+24
3664.7526, 2.058565481e+25, 2.514850147e+24
3664.8138, 2.065303026e+25, 2.514773542e+24
3664.8749, 2.072040684e+25, 2.514697683e+24
3664.9360, 2.078778454e+25, 2.514622571e+24
3664.9971, 2.085516336e+25, 2.514548205e+24
3665.0583, 2.092254331e+25, 2.514474586e+24
3665.1194, 2.098992438e+25, 2.514401715e+24
3665.1805, 2.105730658e+25, 2.514329590e+24
3665.2416, 2.113008483e+25, 2.513997386e+24
3665.3028, 2.121243052e+25, 2.513203123e+24
3665.3639, 2.129477758e+25, 2.512409141e+24
3665.4250, 2.137712602e+25, 2.511615441e+24
3665.4862, 2.145947582e+25, 2.510822024e+24
3665.5473, 2.154182701e+25, 2.510028889e+24
3665.6084, 2.162417956e+25, 2.509236037e+24
3665.6696, 2.170653349e+25, 2.508443468e+24
3665.7307, 2.178888879e+25, 2.507651183e+24
3665.7919, 2.187124547e+25, 2.506859181e+24
3665.8530, 2.195360352e+25, 2.506067464e+24
3665.9141, 2.203596294e+25, 2.505276030e+24
3665.9753, 2.211832374e+25, 2.504484882e+24
3666.0364, 2.220068591e+25, 2.503694018e+24
3666.0976, 2.212441865e+25, 2.502893296e+24
3666.1587, 2.192115611e+25, 2.502084567e+24
3666.2198, 2.171789019e+25, 2.501275906e+24
3666.2810, 2.151462087e+25, 2.500467312e+24
3666.3421, 2.131134817e+25, 2.499658785e+24
3666.4033, 2.110807207e+25, 2.498850326e+24
3666.4644, 2.090479259e+25, 2.498041933e+24
3666.5256, 2.070150971e+25, 2.497233609e+24
3666.5867, 2.049822345e+25, 2.496425351e+24
3666.6479, 2.029493379e+25, 2.495617162e+24
3666.7090, 2.009164074e+25, 2.494809040e+24
3666.7702, 1.988834430e+25, 2.494000985e+24
3666.8314, 1.968504447e+25, 2.493192999e+24
3666.8925, 1.948174125e+25, 2.492385081e+24
3666.9537, 1.964789935e+25, 2.492334845e+24
3667.0148, 1.993824149e+25, 2.492541591e+24
3667.0760, 2.022858848e+25, 2.492751003e+24
3667.1372, 2.051894030e+25, 2.492963082e+24
3667.1983, 2.080929697e+25, 2.493177826e+24
3667.2595, 2.109965848e+25, 2.493395236e+24
3667.3206, 2.139002483e+25, 2.493615311e+24
3667.3818, 2.168039603e+25, 2.493838049e+24
3667.4430, 2.197077207e+25, 2.494063451e+24
3667.5041, 2.226115295e+25, 2.494291516e+24
3667.5653, 2.255153868e+25, 2.494522243e+24
3667.6265, 2.284192925e+25, 2.494755632e+24
3667.6876, 2.313232466e+25, 2.494991682e+24
3667.7488, 2.342272491e+25, 2.495230393e+24
3667.8100, 2.356199360e+25, 2.494860972e+24
3667.8712, 2.369213660e+25, 2.494455380e+24
3667.9323, 2.382228177e+25, 2.494050450e+24
3667.9935, 2.395242911e+25, 2.493646181e+24
3668.0547, 2.408257863e+25, 2.493242574e+24
3668.1159, 2.421273031e+25, 2.492839630e+24
3668.1770, 2.434288416e+25, 2.492437348e+24
3668.2382, 2.447304019e+25, 2.492035729e+24
3668.2994, 2.460319838e+25, 2.491634774e+24
3668.3606, 2.473335875e+25, 2.491234482e+24
3668.4218, 2.486352128e+25, 2.490834855e+24
3668.4829, 2.499368599e+25, 2.490435891e+24
3668.5441, 2.512385287e+25, 2.490037593e+24
3668.6053, 2.526545222e+25, 2.489514817e+24
3668.6665, 2.547871983e+25, 2.488208553e+24
3668.7277, 2.569199100e+25, 2.486903774e+24
3668.7889, 2.590526572e+25, 2.485600484e+24
3668.8501, 2.611854400e+25, 2.484298685e+24
3668.9113, 2.633182584e+25, 2.482998380e+24
3668.9724, 2.654511123e+25, 2.481699570e+24
3669.0336, 2.675840019e+25, 2.480402258e+24
3669.0948, 2.697169270e+25, 2.479106447e+24
3669.1560, 2.718498876e+25, 2.477812139e+24
3669.2172, 2.739828839e+25, 2.476519337e+24
3669.2784, 2.761159157e+25, 2.475228043e+24
3669.3396, 2.782489831e+25, 2.473938259e+24
3669.4008, 2.803820861e+25, 2.472649988e+24
3669.4620, 2.819080510e+25, 2.470461280e+24
3669.5232, 2.822031982e+25, 2.466446559e+24
3669.5844, 2.824983503e+25, 2.462434671e+24
3669.6456, 2.827935073e+25, 2.458425630e+24
3669.7068, 2.830886692e+25, 2.454419450e+24
3669.7680, 2.833838360e+25, 2.450416145e+24
3669.8292, 2.836790078e+25, 2.446415731e+24
3669.8904, 2.839741845e+25, 2.442418223e+24
3669.9516, 2.842693661e+25, 2.438423634e+24
3670.0129, 2.845645526e+25, 2.434431979e+24
3670.0741, 2.848597441e+25, 2.430443275e+24
3670.1353, 2.851549405e+25, 2.426457534e+24
3670.1965, 2.854501418e+25, 2.422474774e+24
3670.2577, 2.857453480e+25, 2.418495009e+24
3670.3189, 2.851107951e+25, 2.416284061e+24
3670.3801, 2.836339167e+25, 2.415673633e+24
3670.4413, 2.821570136e+25, 2.415063328e+24
3670.5026, 2.806800858e+25, 2.414453145e+24
3670.5638, 2.792031335e+25, 2.413843083e+24
3670.6250, 2.777261565e+25, 2.413233144e+24
3670.6862, 2.762491548e+25, 2.412623328e+24
3670.7474, 2.747721286e+25, 2.412013634e+24
3670.8087, 2.732950777e+25, 2.411404062e+24
3670.8699, 2.718180021e+25, 2.410794613e+24
3670.9311, 2.703409019e+25, 2.410185287e+24
3670.9923, 2.688637771e+25, 2.409576084e+24
3671.0536, 2.673866277e+25, 2.408967003e+24
3671.1148, 2.659094536e+25, 2.408358046e+24
3671.1760, 2.656363150e+25, 2.412861535e+24
3671.2372, 2.658339325e+25, 2.419367224e+24
3671.2985, 2.660315534e+25, 2.425876836e+24
3671.3597, 2.662291775e+25, 2.432390340e+24
3671.4209, 2.664268049e+25, 2.438907707e+24
3671.4822, 2.666244356e+25, 2.445428905e+24
3671.5434, 2.668220696e+25, 2.451953906e+24
3671.6046, 2.670197069e+25, 2.458482681e+24
3671.6659, 2.672173474e+25, 2.465015201e+24
3671.7271, 2.674149913e+25, 2.471551437e+24
3671.7884, 2.676126385e+25, 2.478091360e+24
3671.8496, 2.678102890e+25, 2.484634942e+24
3671.9108, 2.680079428e+25, 2.491182157e+24
3671.9721, 2.682055998e+25, 2.497732976e+24
3672.0333, 2.690303283e+25, 2.501799092e+24
3672.0946, 2.699147664e+25, 2.505628790e+24
3672.1558, 2.707992193e+25, 2.509458808e+24
3672.2171, 2.716836869e+25, 2.513289143e+24
3672.2783, 2.725681693e+25, 2.517119795e+24
3672.3395, 2.734526664e+25, 2.520950762e+24
3672.4008, 2.743371783e+25, 2.524782044e+24
3672.4620, 2.752217049e+25, 2.528613639e+24
3672.5233, 2.761062463e+25, 2.532445545e+24
3672.5845, 2.769908025e+25, 2.536277763e+24
3672.6458, 2.778753734e+25, 2.540110290e+24
3672.7071, 2.787599590e+25, 2.543943127e+24
3672.7683, 2.796445594e+25, 2.547776270e+24
3672.8296, 2.799897931e+25, 2.550971770e+24
3672.8908, 2.758403424e+25, 2.548851728e+24
3672.9521, 2.716908225e+25, 2.546732316e+24
3673.0133, 2.675412334e+25, 2.544613537e+24
3673.0746, 2.633915750e+25, 2.542495392e+24
3673.1359, 2.592418475e+25, 2.540377883e+24
3673.1971, 2.550920507e+25, 2.538261012e+24
3673.2584, 2.509421847e+25, 2.536144780e+24
3673.3196, 2.467922496e+25, 2.534029189e+24
3673.3809, 2.426422452e+25, 2.531914242e+24
3673.4422, 2.384921715e+25, 2.529799938e+24
3673.5034, 2.343420287e+25, 2.527686281e+24
3673.5647, 2.301918167e+25, 2.525573272e+24
3673.6260, 2.260415354e+25, 2.523460912e+24
3673.6873, 2.224613527e+25, 2.520777037e+24
3673.7485, 2.202043759e+25, 2.516765783e+24
3673.8098, 2.179473616e+25, 2.512754978e+24
3673.8711, 2.156903095e+25, 2.508744624e+24
3673.9323, 2.134332199e+25, 2.504734723e+24
3673.9936, 2.111760926e+25, 2.500725278e+24
3674.0549, 2.089189276e+25, 2.496716292e+24
3674.1162, 2.066617250e+25, 2.492707766e+24
3674.1774, 2.044044848e+25, 2.488699705e+24
3674.2387, 2.021472069e+25, 2.484692109e+24
3674.3000, 1.998898914e+25, 2.480684982e+24
3674.3613, 1.976325382e+25, 2.476678327e+24
3674.4226, 1.953751474e+25, 2.472672145e+24
3674.4839, 1.931177189e+25, 2.468666441e+24
3674.5451, 1.932276225e+25, 2.466709373e+24
3674.6064, 1.957524603e+25, 2.466841946e+24
3674.6677, 1.982773402e+25, 2.466974826e+24
3674.7290, 2.008022622e+25, 2.467108012e+24
3674.7903, 2.033272263e+25, 2.467241504e+24
3674.8516, 2.058522325e+25, 2.467375303e+24
3674.9129, 2.083772809e+25, 2.467509408e+24
3674.9742, 2.109023713e+25, 2.467643820e+24
3675.0354, 2.134275039e+25, 2.467778537e+24
3675.0967, 2.159526786e+25, 2.467913561e+24
3675.1580, 2.184778954e+25, 2.468048891e+24
3675.2193, 2.210031543e+25, 2.468184528e+24
3675.2806, 2.235284553e+25, 2.468320470e+24
3675.3419, 2.260537985e+25, 2.468456719e+24
3675.4032, 2.291565080e+25, 2.471368099e+24
3675.4645, 2.325200538e+25, 2.475535022e+24
3675.5258, 2.358836558e+25, 2.479704397e+24
3675.5871, 2.392473138e+25, 2.483876214e+24
3675.6484, 2.426110280e+25, 2.488050459e+24
3675.7097, 2.459747982e+25, 2.492227123e+24
3675.7710, 2.493386245e+25, 2.496406192e+24
3675.8323, 2.527025070e+25, 2.500587656e+24
3675.8937, 2.560664455e+25, 2.504771502e+24
3675.9550, 2.594304402e+25, 2.508957720e+24
3676.0163, 2.627944910e+25, 2.513146298e+24
3676.0776, 2.661585978e+25, 2.517337225e+24
3676.1389, 2.695227608e+25, 2.521530489e+24
3676.2002, 2.728869799e+25, 2.525726079e+24
3676.2615, 2.716224168e+25, 2.520744516e+24
3676.3228, 2.697419622e+25, 2.514542651e+24
3676.3841, 2.678614762e+25, 2.508341737e+24
3676.4455, 2.659809588e+25, 2.502141781e+24
3676.5068, 2.641004101e+25, 2.495942792e+24
3676.5681, 2.622198300e+25, 2.489744777e+24
3676.6294, 2.603392186e+25, 2.483547744e+24
3676.6907, 2.584585757e+25, 2.477351702e+24
3676.7521, 2.565779016e+25, 2.471156659e+24
3676.8134, 2.546971960e+25, 2.464962624e+24
3676.8747, 2.528164591e+25, 2.458769604e+24
3676.9360, 2.509356908e+25, 2.452577609e+24
3676.9973, 2.490548912e+25, 2.446386646e+24
3677.0587, 2.470228526e+25, 2.440199638e+24
3677.1200, 2.431997294e+25, 2.434049509e+24
3677.1813, 2.393765425e+25, 2.427902937e+24
3677.2427, 2.355532918e+25, 2.421759950e+24
3677.3040, 2.317299773e+25, 2.415620575e+24
3677.3653, 2.279065991e+25, 2.409484842e+24
3677.4267, 2.240831571e+25, 2.403352778e+24
3677.4880, 2.202596514e+25, 2.397224414e+24
3677.5493, 2.164360818e+25, 2.391099779e+24
3677.6107, 2.126124485e+25, 2.384978902e+24
3677.6720, 2.087887515e+25, 2.378861814e+24
3677.7333, 2.049649906e+25, 2.372748544e+24
3677.7947, 2.011411660e+25, 2.366639124e+24
3677.8560, 1.973172776e+25, 2.360533584e+24
3677.9173, 1.956910403e+25, 2.355334560e+24
3677.9787, 1.999642953e+25, 2.352560004e+24
3678.0400, 2.042376217e+25, 2.349785627e+24
3678.1014, 2.085110193e+25, 2.347011430e+24
3678.1627, 2.127844882e+25, 2.344237415e+24
3678.2241, 2.170580284e+25, 2.341463581e+24
3678.2854, 2.213316398e+25, 2.338689929e+24
3678.3468, 2.256053225e+25, 2.335916461e+24
3678.4081, 2.298790765e+25, 2.333143177e+24
3678.4695, 2.341529018e+25, 2.330370079e+24
3678.5308, 2.384267983e+25, 2.327597166e+24
3678.5922, 2.427007661e+25, 2.324824440e+24
3678.6535, 2.469748053e+25, 2.322051901e+24
3678.7149, 2.512489157e+25, 2.319279551e+24
3678.7762, 2.536581538e+25, 2.317103335e+24
3678.8376, 2.539208721e+25, 2.315613495e+24
3678.8989, 2.541835947e+25, 2.314124200e+24
3678.9603, 2.544463217e+25, 2.312635449e+24
3679.0217, 2.547090531e+25, 2.311147245e+24
3679.0830, 2.549717889e+25, 2.309659588e+24
3679.1444, 2.552345291e+25, 2.308172480e+24
3679.2057, 2.554972736e+25, 2.306685921e+24
3679.2671, 2.557600226e+25, 2.305199914e+24
3679.3285, 2.560227759e+25, 2.303714458e+24
3679.3898, 2.562855336e+25, 2.302229555e+24
3679.4512, 2.565482956e+25, 2.300745206e+24
3679.5126, 2.568110621e+25, 2.299261413e+24
3679.5739, 2.570738329e+25, 2.297778177e+24
3679.6353, 2.560105228e+25, 2.295316939e+24
3679.6967, 2.542638527e+25, 2.292351712e+24
3679.7580, 2.525171535e+25, 2.289386693e+24
3679.8194, 2.507704252e+25, 2.286421882e+24
3679.8808, 2.490236677e+25, 2.283457280e+24
3679.9422, 2.472768810e+25, 2.280492889e+24
3680.0035, 2.455300653e+25, 2.277528709e+24
3680.0649, 2.437832204e+25, 2.274564741e+24
3680.1263, 2.420363464e+25, 2.271600986e+24
3680.1877, 2.402894432e+25, 2.268637446e+24
3680.2490, 2.385425109e+25, 2.265674121e+24
3680.3104, 2.367955495e+25, 2.262711013e+24
3680.3718, 2.350485589e+25, 2.259748122e+24
3680.4332, 2.333015392e+25, 2.256785450e+24
3680.4946, 2.344758077e+25, 2.256059265e+24
3680.5560, 2.361525077e+25, 2.255717795e+24
3680.6173, 2.378292358e+25, 2.255376441e+24
3680.6787, 2.395059918e+25, 2.255035201e+24
3680.7401, 2.411827758e+25, 2.254694077e+24
3680.8015, 2.428595877e+25, 2.254353067e+24
3680.8629, 2.445364276e+25, 2.254012173e+24
3680.9243, 2.462132955e+25, 2.253671395e+24
3680.9857, 2.478901914e+25, 2.253330732e+24
3681.0471, 2.495671152e+25, 2.252990184e+24
3681.1085, 2.512440670e+25, 2.252649751e+24
3681.1699, 2.529210467e+25, 2.252309435e+24
3681.2313, 2.545980545e+25, 2.251969233e+24
3681.2927, 2.562208549e+25, 2.251790761e+24
3681.3541, 2.567710593e+25, 2.254808677e+24
3681.4155, 2.573212728e+25, 2.257826796e+24
3681.4769, 2.578714955e+25, 2.260845118e+24
3681.5383, 2.584217274e+25, 2.263863642e+24
3681.5997, 2.589719685e+25, 2.266882368e+24
3681.6611, 2.595222188e+25, 2.269901294e+24
3681.7225, 2.600724782e+25, 2.272920421e+24
3681.7839, 2.606227468e+25, 2.275939748e+24
3681.8453, 2.611730246e+25, 2.278959274e+24
3681.9067, 2.617233115e+25, 2.281978998e+24
3681.9681, 2.622736077e+25, 2.284998921e+24
3682.0295, 2.628239130e+25, 2.288019041e+24
3682.0909, 2.633742275e+25, 2.291039358e+24
3682.1523, 2.637106559e+25, 2.293860125e+24
3682.2137, 2.633745351e+25, 2.296053258e+24
3682.2751, 2.630384088e+25, 2.298246955e+24
3682.3366, 2.627022768e+25, 2.300441214e+24
3682.3980, 2.623661393e+25, 2.302636035e+24
3682.4594, 2.620299961e+25, 2.304831416e+24
3682.5208, 2.616938473e+25, 2.307027355e+24
3682.5822, 2.613576929e+25, 2.309223851e+24
3682.6436, 2.610215329e+25, 2.311420903e+24
3682.7051, 2.606853674e+25, 2.313618508e+24
3682.7665, 2.603491961e+25, 2.315816666e+24
