# wavelength, Lumniosty[W/AA], Error
3.621596000000000004e+03,1.654755563293089587e+19,6.569908747414123315e+20
3.622429999999999836e+03,1.654755562978442854e+19,1.173190847304157798e+19
3.623264200000000073e+03,1.320294850151970611e+19,6.569908730365288120e+20
3.624098599999999806e+03,9.858340741612273664e+18,1.193544441919985459e+19
3.624933100000000195e+03,2.448581193126019482e+19,1.206128329926971392e+19
3.625767899999999827e+03,1.361030135712768614e+19,1.246634774663871898e+19
3.626602899999999863e+03,1.782263342920726118e+19,1.267919684837841101e+19
3.627438000000000102e+03,1.786930626243646464e+19,1.257279308702174822e+19
3.628273400000000038e+03,-1.595386710659676365e+19,1.215791764479490458e+19
3.629108900000000176e+03,2.251378423226704691e+19,1.350022072636067635e+19
3.629944599999999809e+03,2.592195873182196941e+19,1.280765598185713459e+19
3.630780499999999847e+03,7.730093537739337728e+18,1.103543532857466880e+19
3.631616700000000037e+03,-1.473534862035412480e+18,1.005079290168480563e+19
3.632452999999999975e+03,4.121324787960092160e+18,1.013344579269160550e+19
3.633289499999999862e+03,7.368385626854122496e+18,1.012393772090002637e+19
3.634126200000000154e+03,2.942998011461462016e+18,1.011552047091815424e+19
3.634963000000000193e+03,7.114605150038666240e+18,1.055406182401306214e+19
3.635800099999999929e+03,1.211114002114692710e+19,1.099318620404900659e+19
3.636637400000000071e+03,1.794579178281563136e+19,1.110560755658510131e+19
3.637474900000000162e+03,2.357245252468958413e+19,1.161975636725355725e+19
3.638312500000000000e+03,1.101215595141978726e+19,1.152593019703502643e+19
3.639150399999999991e+03,-1.332155530587578982e+19,1.030169761051920179e+19
3.639988400000000183e+03,-9.331396918737432576e+18,1.061864265831176602e+19
3.640826599999999871e+03,6.835198133303024640e+18,1.139705908817519821e+19
3.641665100000000166e+03,4.895360803496180736e+18,1.137495502263511245e+19
3.642503700000000208e+03,-1.531958764516834918e+19,1.047235113035025818e+19
3.643342500000000200e+03,-5.795590768641708032e+18,9.836720720053082112e+18
3.644181500000000142e+03,1.371665770214793216e+19,1.045682123681270989e+19
3.645020700000000033e+03,2.322921740334698086e+19,1.089271826083182387e+19
3.645860099999999875e+03,1.076621169583550259e+19,1.017628139653520998e+19
3.646699700000000121e+03,-8.085358221298013184e+18,9.407657573229844480e+18
3.647539499999999862e+03,-1.472028140887850752e+18,9.279968030503849984e+18
3.648379399999999805e+03,-6.979676982059486208e+18,9.350955766826223616e+18
3.649219599999999900e+03,-1.219840873100648653e+19,1.108104639413862605e+19
3.650059999999999945e+03,8.711329397324975360e+17,1.056431466332060262e+19
3.650900500000000193e+03,1.043251884021489869e+19,1.028488964845796147e+19
3.651741300000000138e+03,-9.333810511166275840e+17,1.027571789107842867e+19
3.652582199999999830e+03,8.167175944733016064e+18,1.019159772776640102e+19
3.653423299999999927e+03,-1.355533578602840678e+19,1.026994434233777357e+19
3.654264700000000175e+03,1.643121940236020736e+19,1.157665526254843904e+19
3.655106200000000172e+03,1.580087096785313587e+19,1.138129718638544486e+19
3.655947900000000118e+03,-2.399108127060563149e+19,1.019068733993720218e+19
3.656789800000000014e+03,1.447984332323394816e+18,1.050059225444131430e+19
3.657631899999999860e+03,4.779233962827151360e+18,1.105028478398824243e+19
3.658474200000000110e+03,-3.175020406047963648e+18,1.014902415875995443e+19
3.659316699999999855e+03,1.940640099010834432e+19,1.144732932243880346e+19
3.660159400000000005e+03,1.915055074923786240e+19,1.083815852118353101e+19
3.661002300000000105e+03,-1.925605735347393741e+19,1.023588176931765248e+19
3.661845400000000154e+03,8.265292862991976448e+18,1.018620977281017856e+19
3.662688599999999951e+03,-2.422244391729070080e+18,1.353547370366129562e+19
3.663532099999999900e+03,-1.767448683471341978e+19,1.266306549081417933e+19
3.664375700000000052e+03,1.115284670455597568e+18,1.336366431531570381e+19
3.665219599999999900e+03,1.776435084271621734e+19,1.448607405133378765e+19
3.666063599999999951e+03,-7.632799785579279360e+18,1.319709665702471680e+19
3.666907900000000154e+03,6.423271999823065088e+18,1.320104252413866189e+19
3.667752300000000105e+03,-3.092623621284349000e+15,1.272094107336528691e+19
3.668596900000000005e+03,-1.414466708239327232e+19,1.208961268816424141e+19
3.669441800000000057e+03,-7.629825342917279744e+18,8.906929544433707008e+18
3.670286799999999857e+03,1.652749814265195930e+19,9.808234680733941760e+18
3.671132000000000062e+03,2.390244523487578112e+19,1.069416211130517709e+19
3.671977400000000216e+03,1.568078293455727616e+19,1.102744653330382643e+19
3.672822999999999865e+03,1.035692224482366874e+19,1.055376346477900186e+19
3.673668799999999919e+03,6.414177491993834496e+18,9.878999846148352000e+18
3.674514799999999923e+03,1.324495137153890560e+18,9.618511222216333312e+18
3.675360999999999876e+03,-6.965710897514556800e+16,9.958848164846936064e+18
3.676207399999999780e+03,9.815434431147710464e+18,9.916709340174878720e+18
3.677053899999999885e+03,1.692380985494936576e+19,9.968110777489555456e+18
3.677900700000000143e+03,1.391154246769087488e+18,9.080485315984740352e+18
3.678747699999999895e+03,-2.940480182970960384e+18,8.976369491172227072e+18
3.679594799999999850e+03,1.290062896599375462e+19,9.339877496837425152e+18
3.680442199999999957e+03,1.687024362996381286e+19,9.141112624999246848e+18
3.681289699999999812e+03,1.612023959972506624e+18,9.155002367784312832e+18
3.682137499999999818e+03,-4.218857573895597568e+18,8.675952033295878144e+18
3.682985400000000027e+03,6.284382319299989760e+17,9.723959742007121920e+18
3.683833599999999933e+03,2.256092430993625856e+18,9.381036149406965760e+18
3.684681900000000041e+03,8.138762580834996480e+17,8.932158732616782848e+18
3.685530400000000100e+03,1.181783900086674022e+19,9.051270037007427584e+18
3.686379100000000108e+03,5.578792997714206720e+18,8.206273448653177856e+18
3.687228099999999813e+03,9.203733628521653248e+18,8.640167167851644928e+18
3.688077200000000175e+03,1.688097030344158822e+19,8.410028618706787328e+18
3.688926500000000033e+03,1.457543294776949350e+19,8.574741657227379712e+18
3.689775999999999840e+03,2.267556957658134400e+17,8.356881816131928064e+18
3.690625700000000052e+03,-7.945499016603065344e+18,8.315465467007395840e+18
3.691475600000000213e+03,8.992384435644108800e+18,9.093331027299760128e+18
3.692325699999999870e+03,1.091580194022428672e+19,9.382221013167933440e+18
3.693175999999999931e+03,1.045171227420518272e+18,9.119979892645246976e+18
3.694026400000000194e+03,-1.225467407325513472e+18,8.714393613970922496e+18
3.694877100000000155e+03,6.348864120541383680e+18,9.007034796908400640e+18
3.695728000000000065e+03,1.912766617294346496e+18,8.762152533952714752e+18
3.696579099999999926e+03,-1.332231973880932147e+19,8.141345840536727552e+18
3.697430299999999988e+03,7.816016407395158016e+18,8.803792028209429504e+18
3.698281800000000203e+03,2.714440778958487962e+19,1.237815041568762880e+19
3.699133499999999913e+03,3.139536910468357120e+18,9.076916304858961920e+18
3.699985299999999825e+03,-1.087685999725458432e+19,8.904861370665446400e+18
3.700837399999999889e+03,2.255462268890819328e+18,8.791765007022464000e+18
3.701689600000000155e+03,-1.002754321432029184e+19,8.537783362494791680e+18
3.702542100000000119e+03,-3.419423222763624448e+18,8.663497803306544128e+18
3.703394699999999830e+03,1.440292931509568717e+19,8.884996192817362944e+18
3.704247499999999945e+03,-4.126007463054236672e+18,7.848398353511745536e+18
3.705100600000000213e+03,-5.447045775221324800e+18,7.701363002127390720e+18
3.705953799999999774e+03,3.843684405887629312e+18,7.402741299689164800e+18
3.706807200000000194e+03,6.104453082965847040e+18,7.501883445677995008e+18
3.707660800000000108e+03,1.591399934157946675e+19,7.754258121454907392e+18
3.708514700000000175e+03,2.219283158834451661e+19,1.164785390496092570e+19
3.709368699999999990e+03,-6.410363564021015552e+18,1.074553007092554547e+19
3.710222900000000209e+03,1.314846650318502298e+19,1.138827328137077555e+19
3.711077299999999923e+03,-1.396653730979950336e+18,1.314033627108764262e+19
3.711931900000000041e+03,-2.628794320283731558e+19,1.385190099527418470e+19
3.712786700000000110e+03,-1.261881649974667264e+19,1.452766147056064512e+19
3.713641700000000128e+03,1.866117479508052787e+19,1.534638700066298675e+19
3.714496900000000096e+03,-2.769325819063141171e+19,7.857365009511786496e+18
3.715352300000000014e+03,-1.158229185156950016e+19,8.743988498748826624e+18
3.716207899999999881e+03,7.395065897685649408e+18,8.983710313946644480e+18
3.717063700000000154e+03,1.457216851032173568e+19,8.236870169860150272e+18
3.717919699999999921e+03,1.395635364314081485e+19,8.176871848523247616e+18
3.718775799999999890e+03,1.273809529200442880e+18,7.609186539290699776e+18
3.719632200000000012e+03,-9.009735252856451072e+18,6.550168946811461632e+18
3.720488800000000083e+03,4.814579812738584576e+18,6.432758778900234240e+18
3.721345600000000104e+03,1.087831848243280486e+19,6.497728155106044928e+18
3.722202499999999873e+03,8.210179408562537472e+18,6.476561148943400960e+18
3.723059699999999793e+03,1.034299376128725606e+19,6.817658091810883584e+18
3.723917100000000119e+03,1.202082848729366118e+19,6.974773358945074176e+18
3.724774600000000191e+03,5.369334136352840960e+17,7.034900205773524992e+18
3.725632399999999961e+03,9.504629248983339008e+18,7.630151817983975424e+18
3.726490299999999934e+03,1.758816569038164378e+19,8.260949722584813568e+18
3.727348500000000058e+03,6.319168816653447168e+18,7.157847829361810432e+18
3.728206799999999930e+03,-8.979794471165065216e+18,6.751710699095340032e+18
3.729065399999999954e+03,7.466586689522796544e+18,7.167556407028957184e+18
3.729924100000000180e+03,1.451458279807891866e+19,7.617178360278162432e+18
3.730783100000000104e+03,4.839952746113811456e+18,7.377439492529061888e+18
3.731642199999999775e+03,-3.340237191014722560e+18,6.788341971799975936e+18
3.732501600000000053e+03,2.523829260247336448e+18,6.892973891826328576e+18
3.733361100000000079e+03,1.112982673977076531e+19,6.494441941338060800e+18
3.734220899999999801e+03,-2.499234195545314816e+18,5.872553763490532352e+18
3.735080800000000181e+03,6.761003124751678464e+18,5.735122546746512384e+18
3.735940900000000056e+03,5.559538733602557952e+18,5.540325220348105728e+18
3.736801300000000083e+03,-3.971652364818006016e+18,5.250867449120187392e+18
