# wavelength, Lumniosty[W/AA], Error
3.621596000000000004e+03,1.847299068974010368e+19,7.209254513755814625e+20
3.622429999999999836e+03,1.847299068581035213e+19,1.553643395179479040e+19
3.623264200000000073e+03,8.020793242182008832e+18,7.209254494883370762e+20
3.624098599999999806e+03,-2.431403975598235648e+18,1.534274287128943002e+19
3.624933100000000195e+03,2.776466727068701082e+19,1.621071072456481997e+19
3.625767899999999827e+03,1.148963274786563072e+19,1.597940181444046643e+19
3.626602899999999863e+03,1.340937531374058086e+19,1.659184265804232294e+19
3.627438000000000102e+03,2.776965312708307763e+19,1.707345977243442790e+19
3.628273400000000038e+03,4.499022201579406848e+18,1.698744201305226854e+19
3.629108900000000176e+03,-1.240138454098194637e+19,1.659774736437366170e+19
3.629944599999999809e+03,-8.939929642452395520e+17,1.652164837722316800e+19
3.630780499999999847e+03,1.033131520619326874e+19,1.596052780111604122e+19
3.631616700000000037e+03,8.161095035167120384e+18,1.442139377759772877e+19
3.632452999999999975e+03,2.832209366507976704e+18,1.369022512060032205e+19
3.633289499999999862e+03,5.358709059655169024e+18,1.364426477989161165e+19
3.634126200000000154e+03,-2.229389359676061952e+18,1.404178234371717734e+19
3.634963000000000193e+03,-9.941708377774407680e+18,1.401145962696181350e+19
3.635800099999999929e+03,-2.064270138504039219e+19,1.374085127507422618e+19
3.636637400000000071e+03,-2.380942403826127667e+19,1.386962508827522867e+19
3.637474900000000162e+03,-1.646182564448760832e+19,1.429284534444485018e+19
3.638312500000000000e+03,-8.614457084156460032e+18,1.470746765430402048e+19
3.639150399999999991e+03,4.001590656984113664e+18,1.524795243417254912e+19
3.639988400000000183e+03,1.426649506080843520e+18,1.586823841251801702e+19
3.640826599999999871e+03,-3.194927607922882048e+18,1.564561061216153600e+19
3.641665100000000166e+03,1.406086420741984051e+19,1.606845255759514829e+19
3.642503700000000208e+03,2.728556779777601536e+19,1.570864222320488038e+19
3.643342500000000200e+03,-1.860764036869989581e+19,1.482820562436828365e+19
3.644181500000000142e+03,-3.960004813152143872e+18,1.458920062022157722e+19
3.645020700000000033e+03,1.050263849804748595e+19,1.466793987754308198e+19
3.645860099999999875e+03,-2.015188551804278016e+18,1.407636413695632589e+19
3.646699700000000121e+03,-8.376148299241640960e+17,1.424327970027254989e+19
3.647539499999999862e+03,2.559922865537165722e+19,1.422160164680876032e+19
3.648379399999999805e+03,-2.653111202195692544e+18,1.355714475309229056e+19
3.649219599999999900e+03,5.979335598219411456e+18,1.356654460860617933e+19
3.650059999999999945e+03,2.149552118047374592e+18,1.371784478337342464e+19
3.650900500000000193e+03,-6.404878519696715776e+18,1.375486324264383488e+19
3.651741300000000138e+03,-1.151519726767063040e+19,1.406938691686620979e+19
3.652582199999999830e+03,-1.700070344207448678e+19,1.421383404869026611e+19
3.653423299999999927e+03,8.581770382315129600e+17,1.496517241240564736e+19
3.654264700000000175e+03,1.466939320241360486e+19,1.539730847357609165e+19
3.655106200000000172e+03,7.342989005353661440e+18,1.528327814387445146e+19
3.655947900000000118e+03,4.554972063469504000e+17,1.533742984138258637e+19
3.656789800000000014e+03,3.131092038705642496e+18,1.529024848242575974e+19
3.657631899999999860e+03,3.965847509149294080e+18,1.548725889830521242e+19
3.658474200000000110e+03,2.470926729235920077e+19,1.609979754948114637e+19
3.659316699999999855e+03,4.862755574011946598e+19,1.639275479217199309e+19
3.660159400000000005e+03,2.454266916626636800e+19,1.616216237467690803e+19
3.661002300000000105e+03,-3.759163448217445376e+18,1.552640557477934285e+19
3.661845400000000154e+03,1.016815603411329229e+19,1.570583008774755942e+19
3.662688599999999951e+03,2.708985989690742374e+19,1.559834391326633779e+19
3.663532099999999900e+03,6.887279805737200640e+18,1.518106777882470400e+19
3.664375700000000052e+03,1.337817390831404032e+19,1.488301472198934118e+19
3.665219599999999900e+03,1.134946085085870490e+19,1.464854584702100890e+19
3.666063599999999951e+03,1.151497197429962752e+19,1.478084975939860890e+19
3.666907900000000154e+03,2.478366376477576397e+19,1.492469970680201830e+19
3.667752300000000105e+03,-8.066836173751428096e+18,1.427186063519065907e+19
3.668596900000000005e+03,-2.505420439078493184e+18,1.447203243016424038e+19
3.669441800000000057e+03,1.506595783042532352e+19,1.418703100564233011e+19
3.670286799999999857e+03,6.602711823501095936e+18,1.394331367783029965e+19
3.671132000000000062e+03,-2.458924547796156416e+19,1.343304864548591616e+19
3.671977400000000216e+03,-3.391492314195615744e+19,1.352288886364060877e+19
3.672822999999999865e+03,1.004694580708082074e+19,1.458986614383540838e+19
3.673668799999999919e+03,2.355697809230924800e+18,1.440361840457691750e+19
3.674514799999999923e+03,-3.625878611238686208e+18,1.429301736653775462e+19
3.675360999999999876e+03,9.307389119055243264e+18,1.445426076241218355e+19
3.676207399999999780e+03,2.165129831086244250e+19,1.451615945825037107e+19
3.677053899999999885e+03,1.638883865422804992e+19,1.421889851002728038e+19
3.677900700000000143e+03,8.849437955190035456e+18,1.359056430751379456e+19
3.678747699999999895e+03,1.116928054076662989e+19,1.331827420782349312e+19
3.679594799999999850e+03,-5.746883148655390080e+17,1.300305614085550899e+19
3.680442199999999957e+03,-9.152200121496269824e+18,1.268962116563058688e+19
3.681289699999999812e+03,2.813802559467134976e+18,1.269487960971938816e+19
3.682137499999999818e+03,1.279344168434774835e+19,1.308880670806019482e+19
3.682985400000000027e+03,-9.567495233622158080e+17,1.296770169384869069e+19
3.683833599999999933e+03,2.030646205626660352e+18,1.335959914964671488e+19
3.684681900000000041e+03,1.403075715165534413e+19,1.356107451229372006e+19
3.685530400000000100e+03,1.643821047304344576e+19,1.340599559835403878e+19
3.686379100000000108e+03,7.662371775599529984e+18,1.285249976867544678e+19
3.687228099999999813e+03,6.066321061070239744e+18,1.229208285758074061e+19
3.688077200000000175e+03,6.403021395539117056e+18,1.206209970604736717e+19
3.688926500000000033e+03,8.202088661836987392e+18,1.212608723974305178e+19
3.689775999999999840e+03,5.147097853636643840e+18,1.234934910953944269e+19
3.690625700000000052e+03,-9.475237396737360640e+17,1.275400194064654131e+19
3.691475600000000213e+03,2.917404755431675904e+18,1.322475024621590323e+19
3.692325699999999870e+03,2.304016441182315315e+19,1.385115782174904115e+19
3.693175999999999931e+03,1.177822885505591910e+19,1.368841274826869965e+19
3.694026400000000194e+03,-2.251988856657873152e+18,1.296759863437900800e+19
3.694877100000000155e+03,4.960135485967855616e+18,1.273173968628076954e+19
3.695728000000000065e+03,1.729763459323846451e+19,1.278660489083612160e+19
3.696579099999999926e+03,3.194640157977412096e+18,1.263641277688336179e+19
3.697430299999999988e+03,-1.041501430331222221e+19,1.230562480109496730e+19
3.698281800000000203e+03,1.887948893186019328e+19,1.274964988606330675e+19
3.699133499999999913e+03,1.629267967214484070e+19,1.270473721210656563e+19
3.699985299999999825e+03,4.197341716465738880e+17,1.265816240675334758e+19
3.700837399999999889e+03,5.912708312988838400e+17,1.256769776213351014e+19
3.701689600000000155e+03,-4.688868202239323136e+18,1.240728776394433536e+19
3.702542100000000119e+03,1.578661542565579571e+19,1.226906142134076006e+19
3.703394699999999830e+03,1.809452645433661184e+18,1.182514222424091034e+19
3.704247499999999945e+03,-1.551254505807184896e+19,1.110846412935420723e+19
3.705100600000000213e+03,-8.353639204830227456e+18,1.082479937791702426e+19
3.705953799999999774e+03,5.352024534142870528e+18,1.051234988412429926e+19
3.706807200000000194e+03,-1.143430273093243085e+19,1.013089454989727949e+19
3.707660800000000108e+03,4.505671451930014208e+18,1.030899986050503885e+19
3.708514700000000175e+03,3.049526132389336269e+19,1.072742928860440986e+19
3.709368699999999990e+03,1.969905936824236442e+19,1.023113771623726694e+19
3.710222900000000209e+03,-6.377161854615257088e+18,1.017561105021479936e+19
3.711077299999999923e+03,-2.956902619624764928e+18,1.035810004550430720e+19
3.711931900000000041e+03,1.271367583279208192e+18,1.105042440029678387e+19
3.712786700000000110e+03,4.974118545511919616e+18,1.144379204170279936e+19
3.713641700000000128e+03,2.259814010597737472e+18,1.170008926278482944e+19
3.714496900000000096e+03,1.261378060108220826e+19,1.218239091005837107e+19
3.715352300000000014e+03,2.295997731897456640e+19,1.223237055339274240e+19
3.716207899999999881e+03,4.402096987092676096e+18,1.190628643515880858e+19
3.717063700000000154e+03,-8.139900064128574720e+17,1.155812831240960410e+19
3.717919699999999921e+03,3.971340828044242432e+18,1.138314855213252813e+19
3.718775799999999890e+03,-4.661923047364135936e+18,1.102507921020675686e+19
3.719632200000000012e+03,-1.296765627257447629e+19,1.016646484294871859e+19
3.720488800000000083e+03,-4.172365434885867520e+18,9.447259196157235200e+18
3.721345600000000104e+03,8.863051042612113408e+18,8.817607042463349760e+18
3.722202499999999873e+03,-1.107937177517880960e+18,8.953457247422729216e+18
3.723059699999999793e+03,8.470597232163643392e+18,9.251062869069760512e+18
3.723917100000000119e+03,6.122318042471997440e+18,9.769131377817190400e+18
3.724774600000000191e+03,3.204842537317559808e+18,1.053358105481067110e+19
3.725632399999999961e+03,1.236819994103551386e+19,1.121015316486940672e+19
3.726490299999999934e+03,2.080302776851451904e+18,1.138547200833985946e+19
3.727348500000000058e+03,1.209431217392202547e+19,1.110917631662292992e+19
3.728206799999999930e+03,1.318211678601090304e+18,1.055529485381551309e+19
3.729065399999999954e+03,2.507486966573447680e+18,1.061589404680325530e+19
3.729924100000000180e+03,1.134699894295436083e+19,1.085251415973853184e+19
3.730783100000000104e+03,9.565166130939104000e+17,1.099018737915908301e+19
3.731642199999999775e+03,-2.829734463823996928e+18,1.065752164288419635e+19
3.732501600000000053e+03,-1.974713870986686080e+17,1.038019255772053709e+19
3.733361100000000079e+03,3.734800678669952512e+18,9.757175286365949952e+18
3.734220899999999801e+03,-2.579119828984943104e+18,9.048017871679739904e+18
3.735080800000000181e+03,-8.235716705245037568e+18,8.221501917709516800e+18
3.735940900000000056e+03,4.024710463166052864e+18,7.976108382763763712e+18
3.736801300000000083e+03,7.389929678626476032e+18,8.137568259248892928e+18
3.737661799999999857e+03,-2.109421053290589440e+18,8.098245448531485696e+18
3.738522500000000036e+03,1.455653859512681882e+19,9.026929935556091904e+18
3.739383400000000165e+03,1.780008946127321293e+19,9.659374861106780160e+18
3.740244599999999991e+03,-4.595043337540009984e+18,1.008815997221144371e+19
3.741105900000000020e+03,-9.505561120309370880e+17,1.045224417464365261e+19
3.741967399999999998e+03,7.656670656724588544e+18,1.068550972143691162e+19
3.742829099999999926e+03,5.070177265106760960e+17,1.038698277727935898e+19
3.743690999999999804e+03,2.748629403441683456e+18,9.949966343376097280e+18
3.744553199999999833e+03,6.598748822689981440e+18,9.294840866461718528e+18
3.745415500000000065e+03,2.250150000180220416e+18,9.039898812294657024e+18
3.746277999999999793e+03,8.530077225982696448e+18,8.729458240952754176e+18
3.747140699999999924e+03,8.108551624442604544e+18,8.631254897901218816e+18
3.748003600000000006e+03,1.291480268855664845e+19,8.555953342734249984e+18
3.748866700000000037e+03,6.353938346220738560e+18,8.202435941507335168e+18
3.749730000000000018e+03,-3.375591847946385408e+18,7.585385006387126272e+18
3.750593499999999949e+03,2.842344021019606528e+18,7.908559461322588160e+18
3.751457199999999830e+03,1.193102273964367872e+19,8.580964556919375872e+18
3.752321100000000115e+03,7.053224027122838528e+18,9.289463172541390848e+18
3.753185199999999895e+03,1.160391201318815744e+18,9.696675024190119936e+18
3.754049500000000080e+03,-7.803021499849695232e+18,9.770044638463078400e+18
3.754914000000000215e+03,-1.184182061160388608e+19,1.005034921705263923e+19
