# wavelength, Lumniosty[W/AA], Error
3.621596000000000004e+03,9.766478000307046400e+18,7.822325886156269158e+20
3.622429999999999836e+03,9.766477999574872064e+18,1.237450531273206170e+19
3.623264200000000073e+03,6.201747846596447232e+18,7.822325865720749752e+20
3.624098599999999806e+03,2.637017330323187200e+18,1.247450612960695910e+19
3.624933100000000195e+03,2.277857936467847987e+19,1.260336192687252685e+19
3.625767899999999827e+03,1.680040825007028429e+19,1.324799907352039834e+19
3.626602899999999863e+03,1.422107426484438221e+19,1.307903232526505779e+19
3.627438000000000102e+03,1.825322301304667341e+19,1.361540689323980186e+19
3.628273400000000038e+03,9.700767786683330560e+18,1.326282347961981133e+19
3.629108900000000176e+03,1.085078534843636122e+19,1.283863609328449741e+19
3.629944599999999809e+03,1.975267786180538368e+19,1.242099036993567334e+19
3.630780499999999847e+03,7.182420620029219840e+18,1.139374112260435558e+19
3.631616700000000037e+03,-2.004784425625094144e+18,1.038415689629359923e+19
3.632452999999999975e+03,5.827806760335233280e+17,1.047087598655784550e+19
3.633289499999999862e+03,-6.347452582570147840e+17,1.077701307038704230e+19
3.634126200000000154e+03,9.485901884750176256e+18,1.120372951275054694e+19
3.634963000000000193e+03,1.352753685250716262e+19,1.145172938761687450e+19
3.635800099999999929e+03,-3.203963688762756608e+18,1.108320701679941018e+19
3.636637400000000071e+03,-2.996674345371908608e+18,1.128998989286091571e+19
3.637474900000000162e+03,1.779427894334061158e+19,1.186784114716502835e+19
3.638312500000000000e+03,2.013901164619586765e+19,1.222703859825125171e+19
3.639150399999999991e+03,4.795843571070873600e+19,1.270568040551443046e+19
3.639988400000000183e+03,3.347230414250770842e+19,1.288153425159266918e+19
3.640826599999999871e+03,3.688704260180916224e+18,1.189628947723025408e+19
3.641665100000000166e+03,-8.000523452856771584e+18,1.183954977628228198e+19
3.642503700000000208e+03,-3.224643596106710528e+18,1.133891123020684698e+19
3.643342500000000200e+03,-7.670194325677587456e+18,1.111922022428580250e+19
3.644181500000000142e+03,9.163517357738630400e+17,1.118288410717193830e+19
3.645020700000000033e+03,2.108711528304900915e+19,1.143785436938670899e+19
3.645860099999999875e+03,1.771848380852573184e+19,1.144734499549228442e+19
3.646699700000000121e+03,7.181947537385653248e+18,1.105291174647586202e+19
3.647539499999999862e+03,1.822643979866427802e+19,1.112755595929804390e+19
3.648379399999999805e+03,1.806577507810728346e+19,1.085584040135737958e+19
3.649219599999999900e+03,1.208211565015161037e+19,1.073159506213328486e+19
3.650059999999999945e+03,7.262894004482117632e+18,1.094869736661863014e+19
3.650900500000000193e+03,5.289045634083974400e+17,1.102196617519431270e+19
3.651741300000000138e+03,-1.669568725473515776e+18,1.107789383108819763e+19
3.652582199999999830e+03,6.741240580431017984e+18,1.137175781013224243e+19
3.653423299999999927e+03,4.151061022685217280e+18,1.155934624383656960e+19
3.654264700000000175e+03,5.566877259876658176e+18,1.176054664841329050e+19
3.655106200000000172e+03,1.062514717629818880e+19,1.183528499117207552e+19
3.655947900000000118e+03,1.014995326109543219e+19,1.177319748457027994e+19
3.656789800000000014e+03,9.177477721032803328e+18,1.170818786466752922e+19
3.657631899999999860e+03,1.751031042516880998e+19,1.178327676986850509e+19
3.658474200000000110e+03,4.965313892332491776e+18,1.161324262721327923e+19
3.659316699999999855e+03,6.585266366805584896e+18,1.172261106014683136e+19
3.660159400000000005e+03,1.362994346366444954e+19,1.183048597282402509e+19
3.661002300000000105e+03,6.100771561929911296e+18,1.157592744205596262e+19
3.661845400000000154e+03,-2.919840154912055808e+18,1.129203085143900365e+19
3.662688599999999951e+03,2.151466291455954125e+19,1.161446607008851354e+19
3.663532099999999900e+03,1.206994604196316365e+19,1.103527475574733005e+19
3.664375700000000052e+03,-1.283079354281276416e+18,1.078845623280385843e+19
3.665219599999999900e+03,1.841295849503806054e+19,1.105105646330168115e+19
3.666063599999999951e+03,3.154000852576589414e+19,1.120726208623331123e+19
3.666907900000000154e+03,9.231084612187832320e+18,1.070329462597083341e+19
3.667752300000000105e+03,2.491869808656380723e+19,1.077308550525617562e+19
3.668596900000000005e+03,1.246175425269535539e+19,1.022204330216819302e+19
3.669441800000000057e+03,1.364936027872141107e+19,1.027155900932942848e+19
3.670286799999999857e+03,1.232038208294785024e+19,1.028869175564154880e+19
3.671132000000000062e+03,2.899902890988392448e+18,1.018050201409265459e+19
3.671977400000000216e+03,9.244705182553683968e+18,1.077704972802937242e+19
3.672822999999999865e+03,2.505683680645650432e+19,1.108632301366006579e+19
3.673668799999999919e+03,-9.604591004502093824e+18,1.031489887166747443e+19
3.674514799999999923e+03,-6.294069426526735360e+18,1.045826264191397478e+19
3.675360999999999876e+03,7.192069279725175808e+18,1.078024328766616371e+19
3.676207399999999780e+03,6.885185408744892416e+18,1.092967277363077939e+19
3.677053899999999885e+03,2.185526983436386714e+19,1.080441617404629197e+19
3.677900700000000143e+03,-3.029886997764784640e+17,1.012022502673875763e+19
3.678747699999999895e+03,1.759388182288228147e+19,1.003519406345806234e+19
3.679594799999999850e+03,-1.629957691808891648e+18,9.633145076191541248e+18
3.680442199999999957e+03,-6.767752714605870080e+18,9.582996426353334272e+18
3.681289699999999812e+03,3.018285966464416154e+19,9.957406316052768768e+18
