#Filename,File Type,Radial Velocity (km/s),Guessed Spectral Type,Guessed [Fe/H],User Spectral Type,User [Fe/H]
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/G9+A0V.txt,csv,3.3799999999008983,A0,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/G9+A2V.txt,csv,11.28499999966912,A3,-1.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/G9+A3V.txt,csv,-10.084999999704308,A3,+0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/G9+A5V.txt,csv,-74.60666666447919,A6,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/G9+A7V.txt,csv,-52.91749999844848,A7,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/G9+F5.txt,csv,-4.988333333187075,G3,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/G9+F6.txt,csv,-2.0933333332719553,G1,-1.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/G9+F7.txt,csv,-10.693333333019803,G4,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/G9+F9.txt,csv,-7.814999999770866,G3,-1.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K0+F5.txt,csv,-8.628333333080358,F7,-1.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K0+F6.txt,csv,0.6699999999803701,G0,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K0+F7.txt,csv,-12.232499999641355,G3,-2.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K0+F9.txt,csv,-14.567499999572885,G1,-2.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K0+G0.txt,csv,-9.434999999723367,G3,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K0+G1.txt,csv,-4.1099999998794905,G4,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K0+G3.txt,csv,-1.0849999999681927,G5,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K0+G4.txt,csv,-8.379999999754308,G8,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K0+G5.txt,csv,-10.038333333039004,G8,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K0+G6.txt,csv,1.2066666666312837,G6,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K0+G7.txt,csv,-3.453333333232083,G9,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K0+G8.txt,csv,-7.413333333115978,G8,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K0+G9.txt,csv,-5.483333333172556,G9,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K0+WD2.txt,csv,-8.322499999755987,G9,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K0+WD3.txt,csv,-8.364999999754737,G9,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K0+WD4.txt,csv,-9.886666666376803,G8,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K0+WD5.txt,csv,-9.851666666377822,G8,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K0+WD6.txt,csv,-9.828333333045167,G8,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K0+WD7.txt,csv,-9.806666666379142,G8,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K0+WD8.txt,csv,-9.789999999712965,G8,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K0+WD9.txt,csv,-7.2733333331200845,G4,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K0+WD10.txt,csv,-7.236666666454485,G4,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K1+F5.txt,csv,-2.0424999999401163,G0,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K1+F6.txt,csv,0.1299999999961863,G0,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K1+F7.txt,csv,-1.2474999999634127,G3,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K1+F9.txt,csv,-12.85749999962302,G1,-1.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K1+G0.txt,csv,-5.903333333160242,G3,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K1+G1.txt,csv,-3.6749999998922473,G4,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K1+G3.txt,csv,-5.9724999998248816,G3,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K1+G4.txt,csv,-0.16499999999515635,G5,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K1+G5.txt,csv,-1.9866666666084154,G5,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K1+G6.txt,csv,1.2583333332964406,G6,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K1+G7.txt,csv,-3.6599999998926878,G8,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K1+G8.txt,csv,-8.458333333085339,G8,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K1+G9.txt,csv,-1.1566666666327479,G6,+0.0,nan,nan
