# wavelength, Lumniosty[W/AA], Error
3.621596000000000004e+03,3.909754917445237001e+22,2.260647993591775489e+23
3.622429999999999836e+03,3.909754915898995927e+22,2.950845703022556742e+21
3.623264200000000073e+03,4.160114796486549570e+22,2.260647987800613386e+23
3.624098599999999806e+03,4.410474662582304742e+22,3.099892955451046756e+21
3.624933100000000195e+03,3.716341308478217152e+22,2.933824569065839526e+21
3.625767899999999827e+03,3.346299615593154531e+22,2.767414808874004775e+21
3.626602899999999863e+03,3.781011951984045562e+22,2.775658029722526286e+21
3.627438000000000102e+03,3.970103431126872752e+22,2.929498436637649011e+21
3.628273400000000038e+03,3.551005202639911440e+22,2.732193127452853666e+21
3.629108900000000176e+03,4.377150721489784694e+22,2.888513290411318444e+21
3.629944599999999809e+03,4.070672516599840663e+22,2.813010876254144430e+21
3.630780499999999847e+03,3.877984656467115272e+22,2.784306013541716460e+21
3.631616700000000037e+03,3.483675953467225643e+22,2.740311334893905248e+21
3.632452999999999975e+03,2.905737877406810217e+22,2.539411900993625915e+21
3.633289499999999862e+03,3.067248401207776195e+22,2.613634567517947560e+21
3.634126200000000154e+03,3.970677025470387166e+22,2.860336374669652263e+21
3.634963000000000193e+03,4.101882324524348316e+22,2.800901819358271504e+21
3.635800099999999929e+03,4.087573043413470151e+22,2.693233982253314867e+21
3.636637400000000071e+03,3.723608694119462863e+22,2.639619525719006118e+21
3.637474900000000162e+03,3.204869333943720293e+22,2.601184200611253453e+21
3.638312500000000000e+03,3.453312726710528822e+22,3.232796569838352335e+21
3.639150399999999991e+03,3.780789458440629204e+22,2.759721076655694283e+21
3.639988400000000183e+03,3.979373285914866981e+22,2.691339755368450884e+21
3.640826599999999871e+03,3.929721083118872638e+22,2.695212502567411515e+21
3.641665100000000166e+03,3.786737797498182566e+22,2.671542561121285177e+21
3.642503700000000208e+03,3.457591474786971052e+22,2.514123127177606070e+21
3.643342500000000200e+03,2.978611552441199074e+22,2.391367162159472574e+21
3.644181500000000142e+03,4.566676799714832155e+22,2.851517307796002963e+21
3.645020700000000033e+03,4.314732204401473303e+22,2.735924887065799426e+21
3.645860099999999875e+03,3.863795050720679428e+22,2.673580385599546196e+21
3.646699700000000121e+03,3.917976829844255880e+22,2.595141976730356941e+21
3.647539499999999862e+03,3.843833392345717617e+22,2.623054316478272635e+21
3.648379399999999805e+03,4.181575652466407506e+22,2.631459531045482791e+21
3.649219599999999900e+03,4.029702673963496453e+22,2.602291100541058548e+21
3.650059999999999945e+03,3.837137551163542156e+22,2.578171885667632546e+21
3.650900500000000193e+03,3.731731976809556738e+22,2.460612850446074642e+21
3.651741300000000138e+03,3.614908761472232115e+22,2.455486197228702794e+21
3.652582199999999830e+03,3.885828461300610918e+22,2.581383840725062910e+21
3.653423299999999927e+03,5.304890202567000824e+22,2.921903289991061570e+21
3.654264700000000175e+03,4.034860690305220136e+22,2.994030109532021588e+21
3.655106200000000172e+03,3.684742730594257155e+22,2.389546036172628689e+21
3.655947900000000118e+03,3.837938574015237141e+22,2.451168087214809678e+21
3.656789800000000014e+03,3.770588979437648006e+22,2.529165819156463354e+21
3.657631899999999860e+03,4.313861919784765594e+22,2.505515552289447215e+21
3.658474200000000110e+03,3.678861346077006627e+22,2.492523403882416046e+21
3.659316699999999855e+03,3.784216605247640961e+22,2.395627966007971152e+21
3.660159400000000005e+03,4.310093989349207048e+22,2.467131332586225795e+21
3.661002300000000105e+03,4.368147143748039265e+22,2.575817174711963484e+21
3.661845400000000154e+03,3.933989419651632097e+22,2.449837616574418649e+21
3.662688599999999951e+03,4.016101275986170164e+22,2.449951064635961508e+21
3.663532099999999900e+03,4.606232649087474414e+22,2.586118060218443629e+21
3.664375700000000052e+03,4.251901154676907495e+22,2.559770529806755561e+21
3.665219599999999900e+03,3.914448678600321689e+22,2.362937379795742753e+21
3.666063599999999951e+03,3.847273320626515870e+22,2.332166273383800766e+21
3.666907900000000154e+03,3.687518189371486582e+22,2.374779320745961456e+21
3.667752300000000105e+03,3.722640094861367601e+22,2.348428969698962440e+21
3.668596900000000005e+03,3.669993361767274014e+22,2.325219608891890074e+21
3.669441800000000057e+03,4.207769072669308433e+22,2.369247806846262051e+21
3.670286799999999857e+03,3.950879282785203677e+22,2.298884936730284917e+21
3.671132000000000062e+03,3.428699425681233989e+22,2.179841935675426603e+21
