# wavelength, Lumniosty[W/AA], Error
3.621596000000000004e+03,1.056599070685962804e+22,2.967194024402501102e+23
3.622429999999999836e+03,1.056599070513439965e+22,2.073062111621204673e+21
3.623264200000000073e+03,1.153994940253045837e+22,2.967194018034897681e+23
3.624098599999999806e+03,1.251390919937995309e+22,2.152944100361949413e+21
3.624933100000000195e+03,1.241118219533486024e+22,2.192293727020782453e+21
3.625767899999999827e+03,1.899510819211566278e+22,2.306676773491210191e+21
3.626602899999999863e+03,1.983343153450850871e+22,2.362927383364746346e+21
3.627438000000000102e+03,1.608838035550159608e+22,2.343484667691081138e+21
3.628273400000000038e+03,1.864835308717364111e+22,2.312786491778706440e+21
3.629108900000000176e+03,2.328399064850327247e+22,2.349356842667355668e+21
3.629944599999999809e+03,1.774621299730029111e+22,2.195742922357547991e+21
3.630780499999999847e+03,1.292047204450943841e+22,2.032356542897594827e+21
3.631616700000000037e+03,1.137374141109109785e+22,1.910241804703673876e+21
3.632452999999999975e+03,1.072575127331310404e+22,1.850254750990583988e+21
3.633289499999999862e+03,9.563919921602724102e+21,1.852588033516184273e+21
3.634126200000000154e+03,1.005932573282678079e+22,1.918050823606510813e+21
3.634963000000000193e+03,1.554391104668740826e+22,2.032493502134684484e+21
3.635800099999999929e+03,1.620651742377145480e+22,2.045330011405192528e+21
3.636637400000000071e+03,1.355788548784104722e+22,1.993716919371725013e+21
3.637474900000000162e+03,1.350329918427753139e+22,1.995744284311075160e+21
3.638312500000000000e+03,1.652060885094394705e+22,2.063415600226753577e+21
3.639150399999999991e+03,1.606819936598388585e+22,2.086372888847902573e+21
3.639988400000000183e+03,1.700083692024952468e+22,2.156917116823778886e+21
3.640826599999999871e+03,1.903848301646664486e+22,2.230984399531688854e+21
3.641665100000000166e+03,2.049298866334523720e+22,2.227277504732656304e+21
3.642503700000000208e+03,2.043348900922186845e+22,2.203339402784958054e+21
3.643342500000000200e+03,1.890397276951041330e+22,2.142187480864068993e+21
3.644181500000000142e+03,1.639943036591344189e+22,2.049076470532545970e+21
3.645020700000000033e+03,1.935533278864507037e+22,2.073587612822061711e+21
3.645860099999999875e+03,1.738192590275200051e+22,2.018570467638075458e+21
3.646699700000000121e+03,1.223438058253055322e+22,1.920893620607147835e+21
3.647539499999999862e+03,1.246445626154288362e+22,1.881278738996521075e+21
3.648379399999999805e+03,1.350959856039095173e+22,1.876475958065107042e+21
3.649219599999999900e+03,1.161953043056109709e+22,1.833179261944115495e+21
3.650059999999999945e+03,1.429642238757719088e+22,1.931476649150972953e+21
3.650900500000000193e+03,1.508000719274600772e+22,1.963686054440541356e+21
3.651741300000000138e+03,1.413836304066774932e+22,2.002814602721172914e+21
3.652582199999999830e+03,1.767159316496696685e+22,2.068089099541688615e+21
3.653423299999999927e+03,1.797099493507910861e+22,2.109945872683299504e+21
3.654264700000000175e+03,1.491238642893055853e+22,2.060286143201394295e+21
3.655106200000000172e+03,1.760010644013572109e+22,2.095979397534331437e+21
3.655947900000000118e+03,2.157168860365870806e+22,2.130874230456074109e+21
3.656789800000000014e+03,2.156668790205004225e+22,2.129240895935555305e+21
3.657631899999999860e+03,1.981131898756679493e+22,2.103570118141194273e+21
3.658474200000000110e+03,1.877161574079161120e+22,2.111200437056519274e+21
3.659316699999999855e+03,2.399947086569468120e+22,2.182382465557026308e+21
3.660159400000000005e+03,2.442312961834394583e+22,2.207995368453078778e+21
3.661002300000000105e+03,2.118018023916565221e+22,2.105120520956788343e+21
3.661845400000000154e+03,1.990016643520777526e+22,2.065924864277448753e+21
3.662688599999999951e+03,1.856033642062828012e+22,2.000403672864791200e+21
3.663532099999999900e+03,1.618580453000534714e+22,1.946171629286392594e+21
3.664375700000000052e+03,1.850147174319489286e+22,1.948913843359456952e+21
3.665219599999999900e+03,2.154687711208354401e+22,1.966924564356253090e+21
3.666063599999999951e+03,2.102182238736938435e+22,1.965850126822677152e+21
3.666907900000000154e+03,1.768635646125718005e+22,1.872468837845640937e+21
3.667752300000000105e+03,1.775768141976217793e+22,1.908937877293403734e+21
3.668596900000000005e+03,2.336277840718886181e+22,1.957432001046503490e+21
3.669441800000000057e+03,1.957932998147020790e+22,1.897801311632739271e+21
3.670286799999999857e+03,1.625818989676774136e+22,1.850693514196220379e+21
3.671132000000000062e+03,1.821053655384769692e+22,1.876082738512262595e+21
3.671977400000000216e+03,1.994232791029705081e+22,1.969293364114931581e+21
3.672822999999999865e+03,2.377536695887605006e+22,2.049576205278609932e+21
3.673668799999999919e+03,2.373030575320235770e+22,2.064740914042114933e+21
3.674514799999999923e+03,2.269403667390317724e+22,2.036230035595448025e+21
3.675360999999999876e+03,2.176411013775245496e+22,2.012721471441852957e+21
3.676207399999999780e+03,2.103686493585753820e+22,1.987315547539564921e+21
3.677053899999999885e+03,2.042681555198307153e+22,1.943755316178530861e+21
3.677900700000000143e+03,1.740985229970999398e+22,1.835217963334355386e+21
3.678747699999999895e+03,1.343589423107216612e+22,1.767948912886850257e+21
3.679594799999999850e+03,1.443282182592496298e+22,1.774461363245757497e+21
3.680442199999999957e+03,1.749333594207783014e+22,1.782759769464658461e+21
3.681289699999999812e+03,1.831883525765440576e+22,1.818413985185681113e+21
3.682137499999999818e+03,1.838675161370264076e+22,1.805360110805204861e+21
3.682985400000000027e+03,1.740217127659534025e+22,1.829210523071853625e+21
3.683833599999999933e+03,1.717702468157085162e+22,1.830353575145196487e+21
3.684681900000000041e+03,1.799607995469025562e+22,1.830906244036968055e+21
3.685530400000000100e+03,1.809395034158448352e+22,1.849653309602330313e+21
3.686379100000000108e+03,1.615336998574020887e+22,1.724927179356024340e+21
3.687228099999999813e+03,1.458685584436721038e+22,1.729397179143867073e+21
3.688077200000000175e+03,1.750819327480455129e+22,1.694033894680946541e+21
3.688926500000000033e+03,1.441960436728679576e+22,1.676603536557315457e+21
3.689775999999999840e+03,1.430099534768506300e+22,1.707526503776923156e+21
3.690625700000000052e+03,1.825950841614742900e+22,1.780609572517743952e+21
3.691475600000000213e+03,1.935273379295802268e+22,1.882912227294689362e+21
3.692325699999999870e+03,2.301533261001325019e+22,1.924101999994204324e+21
3.693175999999999931e+03,2.024221033062058269e+22,1.893314149664137150e+21
3.694026400000000194e+03,2.036833228641787707e+22,1.848029602874521813e+21
3.694877100000000155e+03,1.950646269398243449e+22,1.787778234085242044e+21
3.695728000000000065e+03,1.624386568221470648e+22,1.740122431358584750e+21
3.696579099999999926e+03,1.757716481976538707e+22,1.742889220468730233e+21
3.697430299999999988e+03,2.033547753151695474e+22,1.779488726264833114e+21
3.698281800000000203e+03,2.022262856226910608e+22,1.777758165426982879e+21
3.699133499999999913e+03,1.644105484973710823e+22,1.764214748940529041e+21
3.699985299999999825e+03,1.711551715083841176e+22,1.787944902105422103e+21
3.700837399999999889e+03,2.297670059484375102e+22,1.849468781038583415e+21
3.701689600000000155e+03,2.196766099188867505e+22,1.850710505818748355e+21
3.702542100000000119e+03,1.986331607681111530e+22,1.778505626985308357e+21
3.703394699999999830e+03,1.965524253463990921e+22,1.737755331345049453e+21
3.704247499999999945e+03,1.739282063361047108e+22,1.642137444379728806e+21
3.705100600000000213e+03,1.488065904607286316e+22,1.560923723906443903e+21
3.705953799999999774e+03,1.531703044436226002e+22,1.506295970554193379e+21
3.706807200000000194e+03,1.448689292769259579e+22,1.469447062960274670e+21
3.707660800000000108e+03,1.015551079807516357e+22,1.414782801328535765e+21
3.708514700000000175e+03,1.209757492669504396e+22,1.431013453715041157e+21
3.709368699999999990e+03,1.462085270197055468e+22,1.481273765533202514e+21
3.710222900000000209e+03,1.381238547689412284e+22,1.483887765880588993e+21
3.711077299999999923e+03,1.417431812050910603e+22,1.512362987965785571e+21
3.711931900000000041e+03,2.051303038722234961e+22,1.630130313543737147e+21
