# wavelength, Lumniosty[W/AA], Error
3.621596000000000004e+03,1.563495822007755552e+22,8.354344971112184336e+22
3.622429999999999836e+03,1.563495821589375196e+22,1.189446888138625253e+21
3.623264200000000073e+03,1.666154989470544088e+22,8.354344949507131494e+22
3.624098599999999806e+03,1.768814280328907378e+22,1.257770794646701867e+21
3.624933100000000195e+03,1.658150771113541291e+22,1.249735136077407846e+21
3.625767899999999827e+03,1.828169039170985001e+22,1.297525924922000671e+21
3.626602899999999863e+03,2.059445800641697205e+22,1.341282972558148239e+21
3.627438000000000102e+03,2.107155665513786586e+22,1.364316916512425509e+21
3.628273400000000038e+03,2.064806778066944865e+22,1.349559829477018042e+21
3.629108900000000176e+03,2.256707397510170778e+22,1.349439375875438805e+21
3.629944599999999809e+03,2.055081101513229913e+22,1.283123973847975461e+21
3.630780499999999847e+03,1.594976146313444327e+22,1.148874656289467269e+21
3.631616700000000037e+03,1.102277458686650404e+22,1.006878361364512899e+21
3.632452999999999975e+03,7.899186395529412084e+21,9.206552770262959391e+20
3.633289499999999862e+03,8.069744293704094450e+21,9.094491231706143785e+20
3.634126200000000154e+03,1.068894736787071356e+22,9.757701900941138330e+20
3.634963000000000193e+03,1.319490718887647484e+22,1.055321795022397637e+21
3.635800099999999929e+03,1.392362882931875224e+22,1.077204343275088118e+21
3.636637400000000071e+03,1.513193588670676861e+22,1.107235710934502343e+21
3.637474900000000162e+03,1.760717866946655578e+22,1.157517826720948552e+21
3.638312500000000000e+03,1.849243656502843015e+22,1.174551277824540934e+21
3.639150399999999991e+03,1.676455370187503095e+22,1.147649321940637581e+21
3.639988400000000183e+03,1.685831175450998604e+22,1.145356714598321226e+21
3.640826599999999871e+03,1.829687198231302871e+22,1.171582471958428385e+21
3.641665100000000166e+03,2.000305356470038718e+22,1.205153742720603259e+21
3.642503700000000208e+03,2.054050925740995012e+22,1.203846856215959175e+21
3.643342500000000200e+03,1.820003150403784304e+22,1.152634299959446602e+21
3.644181500000000142e+03,1.520200830831285397e+22,1.095410494510221230e+21
3.645020700000000033e+03,1.487081416025977546e+22,1.086482779370772890e+21
3.645860099999999875e+03,1.461641046237621780e+22,1.065411702714539311e+21
3.646699700000000121e+03,1.403430295069264970e+22,1.066478614073980223e+21
3.647539499999999862e+03,1.382404372317284073e+22,1.027234920965215093e+21
3.648379399999999805e+03,1.200073608024428642e+22,9.834048972538329170e+20
3.649219599999999900e+03,1.101622488819253327e+22,9.551593258459972239e+20
3.650059999999999945e+03,1.156101800518347653e+22,9.478429280614564495e+20
3.650900500000000193e+03,1.484640592642828770e+22,1.047639777090610790e+21
3.651741300000000138e+03,1.727997977567578554e+22,1.054421138485357576e+21
3.652582199999999830e+03,1.612451644209403580e+22,1.080037629269506916e+21
3.653423299999999927e+03,1.962140516539651903e+22,1.108563336474040730e+21
3.654264700000000175e+03,1.916359902444943258e+22,1.133584468853610906e+21
3.655106200000000172e+03,2.077155002773927467e+22,1.163741418785588118e+21
3.655947900000000118e+03,2.121173198337974102e+22,1.160847822256985604e+21
3.656789800000000014e+03,2.037720446770005777e+22,1.185242423012665328e+21
3.657631899999999860e+03,2.285870666755722340e+22,1.174355365010896847e+21
3.658474200000000110e+03,1.961610195037045601e+22,1.172592018552433541e+21
3.659316699999999855e+03,2.465026090526682435e+22,1.194709768629755576e+21
3.660159400000000005e+03,2.410762577990455709e+22,1.199300900938904502e+21
3.661002300000000105e+03,2.188921737634526947e+22,1.164927601383916044e+21
3.661845400000000154e+03,2.387244045857315199e+22,1.176573467574573072e+21
3.662688599999999951e+03,2.177214395458024951e+22,1.143205284227548054e+21
3.663532099999999900e+03,2.142144282835681909e+22,1.131296154604459393e+21
3.664375700000000052e+03,2.034743708457623355e+22,1.125483393255773438e+21
3.665219599999999900e+03,2.057348799782692743e+22,1.128728740564412662e+21
3.666063599999999951e+03,2.132180086564783443e+22,1.136491874554494976e+21
3.666907900000000154e+03,2.038722785210940365e+22,1.126285611373004456e+21
3.667752300000000105e+03,1.945179361757880962e+22,1.102774130903005528e+21
3.668596900000000005e+03,2.173043054961966344e+22,1.132059050423337484e+21
3.669441800000000057e+03,1.932869633195980620e+22,1.087137289382815728e+21
3.670286799999999857e+03,1.701783694669310329e+22,1.049773356948563296e+21
3.671132000000000062e+03,1.732849819347274904e+22,1.040175347549475176e+21
3.671977400000000216e+03,1.864098335136811896e+22,1.060593734318735098e+21
3.672822999999999865e+03,2.288971437229618915e+22,1.137831342811782578e+21
3.673668799999999919e+03,2.118872203177379234e+22,1.095360058859960402e+21
3.674514799999999923e+03,2.156120257836490739e+22,1.090851381793318633e+21
3.675360999999999876e+03,2.227265979858849418e+22,1.073979921700208509e+21
3.676207399999999780e+03,2.102505856171227113e+22,1.044577964507660943e+21
3.677053899999999885e+03,2.015902639066563635e+22,1.015642844125836739e+21
3.677900700000000143e+03,1.867757349729425634e+22,9.824706292369449288e+20
3.678747699999999895e+03,1.713026905596162474e+22,9.409555852389660754e+20
3.679594799999999850e+03,1.561925688937271001e+22,9.111294640377250447e+20
3.680442199999999957e+03,1.412433460577101152e+22,8.729294958089547284e+20
3.681289699999999812e+03,1.346056590167299326e+22,8.655384657719277650e+20
3.682137499999999818e+03,1.504740232269979137e+22,8.926430034185308078e+20
3.682985400000000027e+03,1.776596999271297633e+22,9.406266248028024996e+20
3.683833599999999933e+03,1.785220249090512650e+22,9.464793040597708964e+20
3.684681900000000041e+03,1.793330699456037152e+22,9.494901942553032786e+20
3.685530400000000100e+03,1.783426655495773382e+22,9.404516592781325763e+20
3.686379100000000108e+03,1.585425966363578676e+22,8.831865056960636518e+20
3.687228099999999813e+03,1.379640380534092831e+22,8.508644016354724413e+20
3.688077200000000175e+03,1.447923204535957114e+22,8.353452563303175291e+20
3.688926500000000033e+03,1.372382529985349419e+22,8.218939696955198013e+20
3.689775999999999840e+03,1.443781944486603103e+22,8.323018703574418063e+20
3.690625700000000052e+03,1.788429914472226331e+22,8.955934138755929866e+20
3.691475600000000213e+03,2.124964387953695103e+22,9.508495104234198139e+20
3.692325699999999870e+03,2.214573201654447866e+22,9.766684385399696261e+20
3.693175999999999931e+03,2.312026399500050786e+22,9.822368538623667077e+20
