# wavelength, Lumniosty[W/AA], Error
3.621596000000000004e+03,2.189792752974103052e+22,1.742778661949041489e+23
3.622429999999999836e+03,2.189792752654985724e+22,1.461104379932807528e+21
3.623264200000000073e+03,2.255073805824040947e+22,1.742778657432709229e+23
3.624098599999999806e+03,2.320354986478569049e+22,1.504759868288351863e+21
3.624933100000000195e+03,2.095546008283573440e+22,1.448781057228338627e+21
3.625767899999999827e+03,2.418282253808910624e+22,1.404286205137400103e+21
3.626602899999999863e+03,2.802088549590030824e+22,1.619982835451877130e+21
3.627438000000000102e+03,2.924251322834463438e+22,1.587481609885544350e+21
3.628273400000000038e+03,2.910897624197779318e+22,1.596289173246977507e+21
3.629108900000000176e+03,2.880014986599051821e+22,1.564675646961158717e+21
3.629944599999999809e+03,2.781451400112277081e+22,1.491104910526733877e+21
3.630780499999999847e+03,2.173776649676288478e+22,1.456861166627946758e+21
3.631616700000000037e+03,1.632516561838698555e+22,1.207685863709129834e+21
3.632452999999999975e+03,1.574680205359849249e+22,1.329237956003835412e+21
3.633289499999999862e+03,1.753195009370984599e+22,1.284131811406715552e+21
3.634126200000000154e+03,1.769009970814992463e+22,1.275784860745892626e+21
3.634963000000000193e+03,2.101637663712120458e+22,1.374139695782322766e+21
3.635800099999999929e+03,2.271097688236489913e+22,1.425586840431628911e+21
3.636637400000000071e+03,2.146129248134553928e+22,1.370720735864400380e+21
3.637474900000000162e+03,2.017295519757400801e+22,1.315237506930975703e+21
3.638312500000000000e+03,2.216126180750004322e+22,1.343639554601205891e+21
3.639150399999999991e+03,2.527732990920078498e+22,1.396641544685814546e+21
3.639988400000000183e+03,2.574461368613152280e+22,1.434025941676077613e+21
3.640826599999999871e+03,2.778407312778916895e+22,1.508102968155638071e+21
3.641665100000000166e+03,2.875583512608009670e+22,1.527759455695143436e+21
3.642503700000000208e+03,2.606192872501405758e+22,1.395029190224295231e+21
3.643342500000000200e+03,2.396840084345624881e+22,1.376921634735136440e+21
3.644181500000000142e+03,2.197501267705793085e+22,1.319425500897801142e+21
3.645020700000000033e+03,1.978199511733911526e+22,1.269635505224977220e+21
3.645860099999999875e+03,1.829612683437853272e+22,1.238847671637208465e+21
3.646699700000000121e+03,1.887401435604911443e+22,1.221275455996554904e+21
3.647539499999999862e+03,2.013622241513765549e+22,1.531449894922316939e+21
3.648379399999999805e+03,1.765217987745462983e+22,1.216309654637343932e+21
3.649219599999999900e+03,1.789847306256932405e+22,1.224954681817449366e+21
3.650059999999999945e+03,2.130833763280603631e+22,1.301108590269749002e+21
3.650900500000000193e+03,2.332541517633800477e+22,1.340861758352493904e+21
3.651741300000000138e+03,2.279670694635460624e+22,1.306807628185490424e+21
3.652582199999999830e+03,2.291936190785795391e+22,1.290592918894474166e+21
3.653423299999999927e+03,2.564320176093473957e+22,1.389534942474363470e+21
3.654264700000000175e+03,2.781410145247551501e+22,1.409387721967705260e+21
3.655106200000000172e+03,2.539131025796185981e+22,1.336758871192306450e+21
3.655947900000000118e+03,2.552391349723555955e+22,1.432178899485958078e+21
3.656789800000000014e+03,2.762067792357110684e+22,1.518126514135431119e+21
3.657631899999999860e+03,2.406697847314815805e+22,1.317004137021005365e+21
3.658474200000000110e+03,2.807487769081438169e+22,1.338363849607030243e+21
3.659316699999999855e+03,2.933188687931821051e+22,1.395654968316899099e+21
3.660159400000000005e+03,2.691408691381036646e+22,1.300551646466544763e+21
3.661002300000000105e+03,2.484295804184553534e+22,1.282267069321425977e+21
3.661845400000000154e+03,2.562578008618277483e+22,1.299861210415928443e+21
3.662688599999999951e+03,2.750793441735669606e+22,1.326834056818261754e+21
3.663532099999999900e+03,2.793066112345514915e+22,1.410301194849636844e+21
3.664375700000000052e+03,2.489976633127438228e+22,1.260286348094711005e+21
3.665219599999999900e+03,2.384050198793000111e+22,1.238262126503961821e+21
3.666063599999999951e+03,2.500209601110029946e+22,1.245287336531750289e+21
3.666907900000000154e+03,2.566844864579227773e+22,1.250982364187548975e+21
3.667752300000000105e+03,2.660060919599177977e+22,1.258969570818618294e+21
3.668596900000000005e+03,2.621855900276206495e+22,1.253750712431774794e+21
3.669441800000000057e+03,2.508045164798634938e+22,1.216775670893594804e+21
3.670286799999999857e+03,2.336030754326882707e+22,1.171365042644623819e+21
3.671132000000000062e+03,2.363940071618236331e+22,1.197389912702675845e+21
3.671977400000000216e+03,2.718289915945560939e+22,1.239022936524609290e+21
3.672822999999999865e+03,2.761794932671680768e+22,1.227262367394235941e+21
3.673668799999999919e+03,2.508422808011435672e+22,1.197970139278750515e+21
3.674514799999999923e+03,2.508099963293113149e+22,1.318000528124148711e+21
3.675360999999999876e+03,2.742065331813664109e+22,1.245178033940067516e+21
3.676207399999999780e+03,2.784384817352797061e+22,1.193562425776086712e+21
3.677053899999999885e+03,2.483307908268627591e+22,1.149315922456290263e+21
3.677900700000000143e+03,2.674438393891384407e+22,1.301120403005986308e+21
3.678747699999999895e+03,2.697610408835593483e+22,1.326548411025850106e+21
3.679594799999999850e+03,2.348706050731455965e+22,1.087942115256821219e+21
3.680442199999999957e+03,2.259134556983397450e+22,1.142194728666028179e+21
3.681289699999999812e+03,2.462868828008836026e+22,1.126076752123039973e+21
3.682137499999999818e+03,2.181638420075296011e+22,1.043845575022660157e+21
3.682985400000000027e+03,2.454047403228913258e+22,1.116655195537837261e+21
3.683833599999999933e+03,2.589520664559876047e+22,1.155049507122145788e+21
3.684681900000000041e+03,2.476422962861461786e+22,1.103059120245902279e+21
3.685530400000000100e+03,2.348724658464355464e+22,1.116572257279440716e+21
3.686379100000000108e+03,2.236531373835099832e+22,1.038578856146401231e+21
3.687228099999999813e+03,1.853119906251528156e+22,9.508699388573222175e+20
3.688077200000000175e+03,1.747860729976042658e+22,9.342754378894236713e+20
3.688926500000000033e+03,1.947970882857112856e+22,9.628295459397199462e+20
3.689775999999999840e+03,2.121838172019114797e+22,1.001120664506463289e+21
3.690625700000000052e+03,2.366518251905090375e+22,1.051751413046302605e+21
3.691475600000000213e+03,2.735482778214760396e+22,1.099493001660365799e+21
3.692325699999999870e+03,2.524497168546101251e+22,1.069964926441890120e+21
3.693175999999999931e+03,2.670876235521946603e+22,1.061344482905769902e+21
3.694026400000000194e+03,2.665999147163647685e+22,1.108434237773720191e+21
3.694877100000000155e+03,2.466503544326277667e+22,1.079871731863557767e+21
3.695728000000000065e+03,2.424917459293541132e+22,1.054571184080646701e+21
3.696579099999999926e+03,2.632635035728033192e+22,1.099927044710067208e+21
3.697430299999999988e+03,2.417514802104586207e+22,1.099985901559794106e+21
3.698281800000000203e+03,2.580767353098944171e+22,1.091590659749075747e+21
3.699133499999999913e+03,2.652881310177099671e+22,1.066002072377220268e+21
3.699985299999999825e+03,2.691741639622190223e+22,1.078574574066551095e+21
3.700837399999999889e+03,2.818879078556653480e+22,1.089200191826855199e+21
3.701689600000000155e+03,2.808031316294051142e+22,1.080162090306005107e+21
3.702542100000000119e+03,2.870502917441505460e+22,1.076719449050964296e+21
3.703394699999999830e+03,2.704582568528275361e+22,1.102001386187651023e+21
3.704247499999999945e+03,2.493016197216843753e+22,1.007710910245603115e+21
3.705100600000000213e+03,2.200366499360368126e+22,9.554984444956770304e+20
3.705953799999999774e+03,1.846815663217388290e+22,1.001737705958449873e+21
