# wavelength, Lumniosty[W/AA], Error
3.621596000000000004e+03,2.716522296523411476e+22,1.817720289894289795e+22
3.622429999999999836e+03,2.716522296083016267e+22,6.984604514096891822e+20
3.623264200000000073e+03,2.752357610300678708e+22,1.817720285205809752e+22
3.624098599999999806e+03,2.788192917819620327e+22,7.136029742678634660e+20
3.624933100000000195e+03,2.631991945727218758e+22,7.077733340789102346e+20
3.625767899999999827e+03,2.726157078063381008e+22,7.074666315513468027e+20
3.626602899999999863e+03,3.114697980856961178e+22,7.560490932161334477e+20
3.627438000000000102e+03,3.380417134627800482e+22,7.737357611625615196e+20
3.628273400000000038e+03,3.249684808757796458e+22,7.644209353131989402e+20
3.629108900000000176e+03,3.143463410535847952e+22,7.443969322606990459e+20
3.629944599999999809e+03,2.949519480269754178e+22,7.229198817524653752e+20
3.630780499999999847e+03,2.716347270786542941e+22,6.786995330618307379e+20
3.631616700000000037e+03,2.236929778960428329e+22,6.295666169835598643e+20
3.632452999999999975e+03,1.848920613425693432e+22,5.756026459254943908e+20
3.633289499999999862e+03,2.073320006567051710e+22,5.991410081690434929e+20
3.634126200000000154e+03,2.312570508971317028e+22,6.280461025266541527e+20
3.634963000000000193e+03,2.432257283499171722e+22,6.402381066877434593e+20
3.635800099999999929e+03,2.423022349055989436e+22,6.416168837225126298e+20
3.636637400000000071e+03,2.457311729236464317e+22,6.399332042287196406e+20
3.637474900000000162e+03,2.592869683856787322e+22,6.583697105373840015e+20
3.638312500000000000e+03,2.697330442341057980e+22,6.696189469706078126e+20
3.639150399999999991e+03,2.785042497831362049e+22,6.802336913582907720e+20
3.639988400000000183e+03,2.905716446788676538e+22,6.975154731262329487e+20
3.640826599999999871e+03,3.027821594140188082e+22,7.068470745077506376e+20
3.641665100000000166e+03,3.058803191430205617e+22,7.140142384317547151e+20
3.642503700000000208e+03,2.937430111601533596e+22,6.958381058061792707e+20
3.643342500000000200e+03,2.728367120302304605e+22,6.715005188230312100e+20
3.644181500000000142e+03,2.611730310633540184e+22,6.518465139565633208e+20
3.645020700000000033e+03,2.491896477570072524e+22,6.341579846172066447e+20
3.645860099999999875e+03,2.408623547294094354e+22,6.215240823420514468e+20
3.646699700000000121e+03,2.396193819853057950e+22,6.172328294539855135e+20
3.647539499999999862e+03,2.367071826089889025e+22,6.080940000786832425e+20
3.648379399999999805e+03,2.171468387306429848e+22,5.826301823214987510e+20
3.649219599999999900e+03,2.085289989125345955e+22,5.784627003537961779e+20
3.650059999999999945e+03,2.263151416415072603e+22,5.901494632964937482e+20
3.650900500000000193e+03,2.413694236257602555e+22,6.104197139856317481e+20
3.651741300000000138e+03,2.518631986882531662e+22,6.175979774361343099e+20
3.652582199999999830e+03,2.759729998684218825e+22,6.452678359983246541e+20
3.653423299999999927e+03,2.879163788658160855e+22,6.522611124749766492e+20
3.654264700000000175e+03,2.932176815215383832e+22,6.616422732047844639e+20
3.655106200000000172e+03,3.055321957539838217e+22,6.699059480132204626e+20
3.655947900000000118e+03,3.059458038228608405e+22,6.683746193429069824e+20
3.656789800000000014e+03,2.999672376574666500e+22,6.645530877930145055e+20
3.657631899999999860e+03,3.164588437671926510e+22,6.729964918011569111e+20
3.658474200000000110e+03,3.185874083791543625e+22,6.718122820163661988e+20
3.659316699999999855e+03,3.233924101185339182e+22,6.755664834913031946e+20
3.660159400000000005e+03,3.278316228522724767e+22,6.792526601437084385e+20
3.661002300000000105e+03,3.228493046835834782e+22,6.739643482332692480e+20
3.661845400000000154e+03,3.139009566051040598e+22,6.690253070214269501e+20
3.662688599999999951e+03,3.171284689612980198e+22,6.645626573331951780e+20
3.663532099999999900e+03,3.100994403734035995e+22,6.528578523987821199e+20
3.664375700000000052e+03,2.969745610418713684e+22,6.382304011567372698e+20
3.665219599999999900e+03,2.913510617481146375e+22,6.345527422149549097e+20
3.666063599999999951e+03,2.998557384547284025e+22,6.385306479680276398e+20
3.666907900000000154e+03,3.120956236724680262e+22,6.471770714503083459e+20
3.667752300000000105e+03,3.055526999465040177e+22,6.388936444808445297e+20
3.668596900000000005e+03,2.966620928017466130e+22,6.304858184337450598e+20
3.669441800000000057e+03,2.989799026108003674e+22,6.213379648097975009e+20
3.670286799999999857e+03,2.835837567244063841e+22,6.062063959143465615e+20
3.671132000000000062e+03,2.698980197116311660e+22,6.015145628105990472e+20
3.671977400000000216e+03,2.958986259011288957e+22,6.147391830352768532e+20
3.672822999999999865e+03,3.148986752152227755e+22,6.377306515996006154e+20
3.673668799999999919e+03,3.265756698045289438e+22,6.443332526328993546e+20
3.674514799999999923e+03,3.113725009353615868e+22,6.350455494151228621e+20
3.675360999999999876e+03,3.104968034432536334e+22,6.318539786976026952e+20
3.676207399999999780e+03,3.257281278526342405e+22,6.323565604595649741e+20
3.677053899999999885e+03,3.088559398055057136e+22,6.219756378877122314e+20
3.677900700000000143e+03,2.908701781970350454e+22,5.969022635657346417e+20
3.678747699999999895e+03,2.794606933767162220e+22,5.789358090526295327e+20
3.679594799999999850e+03,2.558976413109400161e+22,5.540846878031244165e+20
3.680442199999999957e+03,2.445139178112890909e+22,5.434214576172396052e+20
3.681289699999999812e+03,2.560020196997807997e+22,5.456608397323362632e+20
3.682137499999999818e+03,2.576575514358168578e+22,5.506536768385211433e+20
3.682985400000000027e+03,2.678460540734155417e+22,5.582560813301079081e+20
3.683833599999999933e+03,2.838092635345961511e+22,5.710784420338638520e+20
3.684681900000000041e+03,2.878159238114964406e+22,5.746407479571030999e+20
3.685530400000000100e+03,2.781650703518820572e+22,5.647622979856576676e+20
3.686379100000000108e+03,2.653692090973497485e+22,5.533029364776942961e+20
3.687228099999999813e+03,2.550947870569764854e+22,5.378498173194112860e+20
3.688077200000000175e+03,2.428147130976542340e+22,5.267077598050279096e+20
3.688926500000000033e+03,2.412214188599312122e+22,5.183540856669277389e+20
3.689775999999999840e+03,2.590745311910533320e+22,5.340531465866762650e+20
3.690625700000000052e+03,2.849625265439407866e+22,5.515336868217223905e+20
3.691475600000000213e+03,3.054762997756235822e+22,5.685490162795603558e+20
3.692325699999999870e+03,3.298880253169432212e+22,5.788715651493041275e+20
3.693175999999999931e+03,3.231206316731182298e+22,5.743190346195253330e+20
3.694026400000000194e+03,3.071454424364698567e+22,5.542356456900253450e+20
3.694877100000000155e+03,3.017743694370781423e+22,5.442576141436477112e+20
3.695728000000000065e+03,3.080215343228722663e+22,5.390483512314758431e+20
3.696579099999999926e+03,3.145744880719582200e+22,5.433942038464698122e+20
3.697430299999999988e+03,3.169599205156078381e+22,5.464641575528820244e+20
3.698281800000000203e+03,3.155830115487683969e+22,5.448422956844445860e+20
3.699133499999999913e+03,3.141860208613720169e+22,5.458546018952816886e+20
3.699985299999999825e+03,3.298052408478487963e+22,5.511718681693141074e+20
3.700837399999999889e+03,3.515205988244714737e+22,5.644280648482422129e+20
3.701689600000000155e+03,3.399171213599325133e+22,5.501877080671485297e+20
3.702542100000000119e+03,3.232618211147416548e+22,5.349387681506713928e+20
3.703394699999999830e+03,3.069458686107640975e+22,5.197366127353371689e+20
3.704247499999999945e+03,2.882531426423315785e+22,4.998665442846354309e+20
3.705100600000000213e+03,2.590889969627275303e+22,4.728075456304748954e+20
3.705953799999999774e+03,2.271368309016696455e+22,4.444260837790260920e+20
3.706807200000000194e+03,2.227751032478840652e+22,4.418655235157630648e+20
3.707660800000000108e+03,2.329070885071255450e+22,4.468637106716989850e+20
3.708514700000000175e+03,2.410546434668305265e+22,4.515309892124736225e+20
3.709368699999999990e+03,2.397117102702678193e+22,4.495753606267286979e+20
3.710222900000000209e+03,2.399490910101385196e+22,4.520288624707695411e+20
3.711077299999999923e+03,2.570843833406542001e+22,4.643444535633898373e+20
3.711931900000000041e+03,2.843976798173479620e+22,4.872777455857958912e+20
3.712786700000000110e+03,3.067923866997261074e+22,5.027139684593246536e+20
3.713641700000000128e+03,3.226753870735563817e+22,5.162684434526895473e+20
3.714496900000000096e+03,3.433633898038789407e+22,5.304223382175927501e+20
3.715352300000000014e+03,3.574735397232720006e+22,5.396184391450576159e+20
3.716207899999999881e+03,3.436484971683096874e+22,5.326043650571864637e+20
3.717063700000000154e+03,3.305222364093464183e+22,5.267911074539830641e+20
3.717919699999999921e+03,3.283677753986994772e+22,5.243795563954756649e+20
3.718775799999999890e+03,3.129664205623796957e+22,5.124383161254303498e+20
3.719632200000000012e+03,2.697536358567925042e+22,4.765388376302366228e+20
3.720488800000000083e+03,2.158088938206184394e+22,4.350220962901434040e+20
3.721345600000000104e+03,1.857405755864222846e+22,4.015185652200644280e+20
3.722202499999999873e+03,1.710146116714498936e+22,3.901835021066156114e+20
3.723059699999999793e+03,1.963297806371463889e+22,4.109666919926102753e+20
3.723917100000000119e+03,2.264794077451401770e+22,4.384582280309086618e+20
3.724774600000000191e+03,2.607278948906062525e+22,4.670429056297795584e+20
3.725632399999999961e+03,3.058935677604693488e+22,4.967632756790498427e+20
3.726490299999999934e+03,3.259929854104276304e+22,5.114923642763809260e+20
3.727348500000000058e+03,2.934892565049927480e+22,4.945597866687270748e+20
3.728206799999999930e+03,2.657760262923183194e+22,4.689636258911388303e+20
3.729065399999999954e+03,2.745803608056860875e+22,4.789658132571233321e+20
