# wavelength, Lumniosty[W/AA], Error
3.621596000000000004e+03,9.333240579567682322e+21,1.826707689924552567e+23
3.622429999999999836e+03,9.333240576077384909e+21,1.920029106428557656e+21
3.623264200000000073e+03,1.110721638515899525e+22,1.826707685296589746e+23
3.624098599999999806e+03,1.288119145820149776e+22,2.015840676078736114e+21
3.624933100000000195e+03,1.514539847921607010e+22,2.044755424589766722e+21
3.625767899999999827e+03,1.487177131773934122e+22,2.068900935440462250e+21
3.626602899999999863e+03,1.530800733932022137e+22,2.073002691030771565e+21
3.627438000000000102e+03,1.570240543876973173e+22,2.071507300745043509e+21
3.628273400000000038e+03,1.351178486714920547e+22,2.011909972385212137e+21
3.629108900000000176e+03,1.276151199541022111e+22,1.986046577439436964e+21
3.629944599999999809e+03,1.605538733841833368e+22,2.010576778775080993e+21
3.630780499999999847e+03,1.409193292736919870e+22,1.902762647590511051e+21
3.631616700000000037e+03,1.034782309212312987e+22,1.735281829439764431e+21
3.632452999999999975e+03,8.219289882071426662e+21,1.636017403941634179e+21
3.633289499999999862e+03,6.826933961634491662e+21,1.590889654677944140e+21
3.634126200000000154e+03,7.652856667443194495e+21,1.679845018865882890e+21
3.634963000000000193e+03,8.863818198424578163e+21,1.702026019246963425e+21
3.635800099999999929e+03,1.000846464853774592e+22,1.713798957758981341e+21
3.636637400000000071e+03,9.755797809261929562e+21,1.740017747713863188e+21
3.637474900000000162e+03,9.793598529023527354e+21,1.778849175564070420e+21
3.638312500000000000e+03,1.355165689313383730e+22,1.897317864531977568e+21
3.639150399999999991e+03,1.631769041752162933e+22,1.978296645008131621e+21
3.639988400000000183e+03,1.716751984704127133e+22,1.987775791263510692e+21
3.640826599999999871e+03,1.532897698561090440e+22,1.946461694989813416e+21
3.641665100000000166e+03,1.477127002150746980e+22,1.910393358247028326e+21
3.642503700000000208e+03,1.635124340985569896e+22,1.893689401880360255e+21
3.643342500000000200e+03,1.415150565174698574e+22,1.831420424514027913e+21
3.644181500000000142e+03,1.200542040510331408e+22,1.764899670063085519e+21
3.645020700000000033e+03,1.144263098149209375e+22,1.724649805143767777e+21
3.645860099999999875e+03,1.097679367620277148e+22,1.680465052128577323e+21
3.646699700000000121e+03,1.081937175687923866e+22,1.645075470568634974e+21
3.647539499999999862e+03,1.052901910452237867e+22,1.590752028867679224e+21
3.648379399999999805e+03,7.403950926814245814e+21,1.521600032058069484e+21
3.649219599999999900e+03,9.749044771106676802e+21,1.553616362523099398e+21
3.650059999999999945e+03,8.329955151422168236e+21,1.547985176408059019e+21
3.650900500000000193e+03,8.068064435061979611e+21,1.578136624101369053e+21
3.651741300000000138e+03,1.089197832551829340e+22,1.645716904973525844e+21
3.652582199999999830e+03,1.218930831453978205e+22,1.695609495660357747e+21
3.653423299999999927e+03,1.264216009680564624e+22,1.710395948369848304e+21
3.654264700000000175e+03,1.296668411842196301e+22,1.731462279128274436e+21
3.655106200000000172e+03,1.088266513022248079e+22,1.664237722559196692e+21
3.655947900000000118e+03,1.312543710209874539e+22,1.766915111399700038e+21
3.656789800000000014e+03,1.783485917620969092e+22,1.798039330289096851e+21
3.657631899999999860e+03,1.546150489883905570e+22,1.825316637521670832e+21
3.658474200000000110e+03,1.732917863682078147e+22,1.859247724912205103e+21
3.659316699999999855e+03,1.530494426732728576e+22,1.826848114020850074e+21
3.660159400000000005e+03,1.678637171102438969e+22,1.879010114696097825e+21
3.661002300000000105e+03,1.797881928946070166e+22,1.867902638575233794e+21
3.661845400000000154e+03,1.425681902081393086e+22,1.814238578177003225e+21
3.662688599999999951e+03,1.278435872216928223e+22,1.806743742015086789e+21
3.663532099999999900e+03,1.826898933682060604e+22,1.836129668141846102e+21
3.664375700000000052e+03,1.650941118019093817e+22,1.858003873620272873e+21
3.665219599999999900e+03,1.476716993710281405e+22,1.757635275114211443e+21
3.666063599999999951e+03,1.500158732107102604e+22,1.770504550439332348e+21
3.666907900000000154e+03,1.392883432932689471e+22,1.740401527401329197e+21
3.667752300000000105e+03,1.406127042166942335e+22,1.709147542760725676e+21
3.668596900000000005e+03,1.390432946721401917e+22,1.681494130903288906e+21
3.669441800000000057e+03,1.298756700269779406e+22,1.638957896811444175e+21
3.670286799999999857e+03,1.224623870537855559e+22,1.602067160255705383e+21
3.671132000000000062e+03,1.288371833810388727e+22,1.639470262033618043e+21
3.671977400000000216e+03,1.518513917324218807e+22,1.698976450672054764e+21
3.672822999999999865e+03,1.752386744746479976e+22,1.770301229054599102e+21
3.673668799999999919e+03,1.835600667376438634e+22,1.782617014631259177e+21
3.674514799999999923e+03,1.534420136775609064e+22,1.726696592703885672e+21
3.675360999999999876e+03,1.392833537440268000e+22,1.657056421124346741e+21
3.676207399999999780e+03,1.585535893323102604e+22,1.720642076668471017e+21
3.677053899999999885e+03,1.618692580492225125e+22,1.688487793175944495e+21
3.677900700000000143e+03,1.472369128943584595e+22,1.626791946286097236e+21
3.678747699999999895e+03,1.331436716086835911e+22,1.562914290371150217e+21
3.679594799999999850e+03,1.219482177222339881e+22,1.523458326443988091e+21
3.680442199999999957e+03,1.136854141874582480e+22,1.495223544062178230e+21
3.681289699999999812e+03,1.095851565009947381e+22,1.511616044507445330e+21
3.682137499999999818e+03,1.162185762210129222e+22,1.502489674272076988e+21
3.682985400000000027e+03,1.458182296894253407e+22,1.560603589414174851e+21
3.683833599999999933e+03,1.125328946996954373e+22,1.516520203301256692e+21
3.684681900000000041e+03,1.147149407117070303e+22,1.490131383118851998e+21
3.685530400000000100e+03,1.376250138921659689e+22,1.515632452522980147e+21
3.686379100000000108e+03,1.190246091076199986e+22,1.446923971818307977e+21
3.687228099999999813e+03,1.113386421903217708e+22,1.416746819379034325e+21
3.688077200000000175e+03,1.130972593523801457e+22,1.398424706239879971e+21
3.688926500000000033e+03,1.147914813699866283e+22,1.430668049363412189e+21
3.689775999999999840e+03,1.302735527576741714e+22,1.487567007319685595e+21
3.690625700000000052e+03,1.404860452795307786e+22,1.549438618226713952e+21
3.691475600000000213e+03,1.307773405301663020e+22,1.553694396625566040e+21
3.692325699999999870e+03,1.600143909839806503e+22,1.624681028003569598e+21
3.693175999999999931e+03,1.828637118296013930e+22,1.643693623049646244e+21
3.694026400000000194e+03,1.682519427040369705e+22,1.589088354105969345e+21
3.694877100000000155e+03,1.594451161041323898e+22,1.560127472710797230e+21
3.695728000000000065e+03,1.607628685877315633e+22,1.541302659990128951e+21
3.696579099999999926e+03,1.382519874118208402e+22,1.518262482737079779e+21
3.697430299999999988e+03,1.497861942116934589e+22,1.533418097698826093e+21
3.698281800000000203e+03,1.582528624779215032e+22,1.569536727569002398e+21
3.699133499999999913e+03,1.575927156995009806e+22,1.591062640480534135e+21
3.699985299999999825e+03,1.748220895093826624e+22,1.633741018917021155e+21
3.700837399999999889e+03,1.857431551032206924e+22,1.614139915198652219e+21
3.701689600000000155e+03,1.397723141346048973e+22,1.565550107442828018e+21
3.702542100000000119e+03,1.760231334574156467e+22,1.595703075462666781e+21
3.703394699999999830e+03,1.969419017368038172e+22,1.577896723241516663e+21
3.704247499999999945e+03,1.410352968045466694e+22,1.471280639320131895e+21
3.705100600000000213e+03,1.049565853893413726e+22,1.346876873464650138e+21
3.705953799999999774e+03,1.284706310963725546e+22,1.297539868683738022e+21
3.706807200000000194e+03,6.597408675584745144e+21,1.239009965503466177e+21
3.707660800000000108e+03,9.076634019487434146e+21,1.190539739233966621e+21
3.708514700000000175e+03,8.255726962603113578e+21,1.281843782363866464e+21
3.709368699999999990e+03,1.022694845082399198e+22,1.249240703950513242e+21
3.710222900000000209e+03,1.213611837445130263e+22,1.299733346748520202e+21
