# wavelength, flux, err
3621.5960, 9.810569763e+01, 9.999899902e+02
3622.4300, 9.810569763e+01, 1.046651268e+01
3623.2642, 9.879232788e+01, 9.999899902e+02
3624.0986, 9.947896576e+01, 1.100027561e+01
3624.9331, 1.088681107e+02, 1.091857910e+01
3625.7679, 1.264009018e+02, 1.119875813e+01
3626.6029, 1.448984528e+02, 1.153451347e+01
3627.4380, 1.521115112e+02, 1.181511116e+01
3628.2734, 1.433882599e+02, 1.165025616e+01
3629.1089, 1.358395996e+02, 1.128524685e+01
3629.9446, 1.145176773e+02, 1.083824539e+01
3630.7805, 8.026812744e+01, 9.830669403e+00
3631.6167, 7.061592102e+01, 9.180812836e+00
3632.4530, 7.828963470e+01, 8.878014565e+00
3633.2895, 7.330318451e+01, 8.902975082e+00
3634.1262, 9.499989319e+01, 9.425615311e+00
3634.9630, 9.182501984e+01, 9.564817429e+00
3635.8001, 9.584404755e+01, 9.736877441e+00
3636.6374, 9.267157745e+01, 9.789796829e+00
3637.4749, 8.868985748e+01, 9.930157661e+00
3638.3125, 1.209471512e+02, 1.053767204e+01
3639.1504, 1.316342316e+02, 1.090484333e+01
3639.9884, 1.295610352e+02, 1.103626251e+01
3640.8266, 1.172637100e+02, 1.100349903e+01
3641.6651, 1.127474060e+02, 1.093867397e+01
3642.5037, 1.168351059e+02, 1.084492397e+01
3643.3425, 1.005067291e+02, 1.045244503e+01
3644.1815, 8.919868469e+01, 1.010558796e+01
3645.0207, 8.775672150e+01, 9.891963959e+00
3645.8601, 8.471561432e+01, 9.632528305e+00
3646.6997, 8.431927490e+01, 9.610779762e+00
3647.5395, 9.008732605e+01, 9.636214256e+00
3648.3794, 8.190058899e+01, 9.369884491e+00
3649.2196, 7.257698059e+01, 9.047873497e+00
3650.0600, 8.158638763e+01, 9.327461243e+00
3650.9005, 9.604230499e+01, 9.677345276e+00
3651.7413, 1.067014694e+02, 1.000302696e+01
3652.5822, 1.158610687e+02, 1.028604698e+01
3653.4233, 1.170797195e+02, 1.039253807e+01
3654.2647, 9.940896606e+01, 1.025161362e+01
3655.1062, 1.020935287e+02, 1.037146378e+01
3655.9479, 1.193193283e+02, 1.046907234e+01
3656.7898, 1.310843201e+02, 1.052663136e+01
3657.6319, 1.354967651e+02, 1.060756874e+01
3658.4742, 1.438336639e+02, 1.077509975e+01
3659.3167, 1.395743866e+02, 1.071839905e+01
3660.1594, 1.404100494e+02, 1.075557327e+01
3661.0023, 1.448816071e+02, 1.069253159e+01
3661.8454, 1.495128632e+02, 1.076095581e+01
3662.6886, 1.613670349e+02, 1.068042088e+01
3663.5321, 1.557262268e+02, 1.047929668e+01
3664.3757, 1.573957214e+02, 1.023241806e+01
3665.2196, 1.537984467e+02, 9.944358826e+00
3666.0636, 1.512731018e+02, 1.001065731e+01
3666.9079, 1.607758484e+02, 1.003091431e+01
3667.7523, 1.600665588e+02, 9.897105217e+00
3668.5969, 1.383766022e+02, 9.714185715e+00
3669.4418, 1.309482574e+02, 9.384062767e+00
3670.2868, 1.285470734e+02, 9.229418755e+00
3671.1320, 1.183784943e+02, 9.019327164e+00
