# wavelength, flux, err
3621.5960, 3.190219879e+01, 9.999899902e+02
3622.4300, 3.190219879e+01, 6.416894913e+00
3623.2642, 4.139179230e+01, 9.999899902e+02
3624.0986, 5.088138199e+01, 7.208560467e+00
3624.9331, 3.405358505e+01, 7.039695263e+00
3625.7679, 2.523824501e+01, 6.908861160e+00
3626.6029, 3.196795654e+01, 6.962952137e+00
3627.4380, 4.363032532e+01, 7.203111649e+00
3628.2734, 4.478779602e+01, 7.404471874e+00
3629.1089, 3.024370003e+01, 7.035143375e+00
3629.9446, 2.006589890e+01, 6.682640553e+00
3630.7805, 3.094982529e+01, 6.797731400e+00
3631.6167, 2.851930618e+01, 6.254035473e+00
3632.4530, 1.278594494e+01, 5.668845654e+00
3633.2895, 1.777511978e+01, 5.593778133e+00
3634.1262, 2.947306824e+01, 6.101045132e+00
3634.9630, 2.682136536e+01, 5.855277061e+00
3635.8001, 2.742277336e+01, 6.088237762e+00
3636.6374, 3.014126015e+01, 6.171868324e+00
3637.4749, 3.041004562e+01, 6.339072227e+00
3638.3125, 3.580733109e+01, 6.594649315e+00
3639.1504, 5.079888916e+01, 7.105862141e+00
3639.9884, 4.213771057e+01, 6.684758663e+00
3640.8266, 4.891020203e+01, 6.871260166e+00
3641.6651, 5.557133484e+01, 6.954258442e+00
3642.5037, 4.335468674e+01, 6.884783745e+00
3643.3425, 4.041674805e+01, 6.524541855e+00
3644.1815, 2.090926361e+01, 5.813453674e+00
3645.0207, 5.593843460e+00, 5.128317833e+00
3645.8601, 1.764717293e+01, 5.999221325e+00
3646.6997, 3.734908295e+01, 6.239775181e+00
3647.5395, 3.383391190e+01, 6.048182011e+00
3648.3794, 1.910451508e+01, 5.640927792e+00
3649.2196, 1.476808929e+01, 5.493422508e+00
3650.0600, 2.824370193e+01, 5.963432312e+00
3650.9005, 3.798558807e+01, 6.522644043e+00
3651.7413, 3.682613754e+01, 6.251269817e+00
3652.5822, 3.460317612e+01, 6.093218327e+00
3653.4233, 3.038226318e+01, 6.129908562e+00
3654.2647, 3.592925262e+01, 6.303507328e+00
3655.1062, 3.859027863e+01, 6.429119110e+00
3655.9479, 4.080189133e+01, 6.498635769e+00
3656.7898, 4.372827911e+01, 6.359940529e+00
3657.6319, 4.202343369e+01, 6.362540722e+00
3658.4742, 4.596350479e+01, 6.489094734e+00
3659.3167, 5.268688965e+01, 6.584703445e+00
3660.1594, 5.016034317e+01, 6.502679825e+00
3661.0023, 4.347414780e+01, 6.385232449e+00
3661.8454, 3.930967331e+01, 6.130375385e+00
3662.6886, 3.647899628e+01, 6.220309734e+00
3663.5321, 4.941719437e+01, 6.292845726e+00
3664.3757, 4.537022781e+01, 6.270092487e+00
3665.2196, 4.208304214e+01, 6.087196827e+00
3666.0636, 4.049990082e+01, 5.986693382e+00
3666.9079, 3.656436539e+01, 5.886755466e+00
3667.7523, 4.866115570e+01, 6.062001705e+00
3668.5969, 4.245004272e+01, 5.945790291e+00
3669.4418, 3.871464920e+01, 5.822782993e+00
3670.2868, 3.854027939e+01, 5.703541279e+00
3671.1320, 3.943085861e+01, 5.631709099e+00
3671.9774, 4.254210663e+01, 5.974487782e+00
3672.8230, 4.572457123e+01, 6.015027523e+00
3673.6688, 5.610299301e+01, 6.953615189e+00
3674.5148, 3.530207062e+01, 6.084918976e+00
3675.3610, 2.503159332e+01, 5.423395634e+00
3676.2074, 3.817702866e+01, 5.721045494e+00
3677.0539, 3.753323746e+01, 5.740507603e+00
3677.9007, 5.318253708e+01, 5.993986130e+00
3678.7477, 4.423478699e+01, 5.681660175e+00
3679.5948, 2.818246460e+01, 5.218697548e+00
3680.4422, 1.957768440e+01, 4.965302467e+00
3681.2897, 2.338303566e+01, 4.951279163e+00
3682.1375, 3.580426788e+01, 5.235941887e+00
3682.9854, 2.810398865e+01, 5.105748653e+00
3683.8336, 3.134111786e+01, 5.290046692e+00
3684.6819, 4.751595688e+01, 6.375340462e+00
3685.5304, 5.554735184e+01, 6.277338982e+00
3686.3791, 4.314724731e+01, 5.387326717e+00
3687.2281, 2.769960976e+01, 4.870889187e+00
3688.0772, 1.438299274e+01, 4.419947147e+00
3688.9265, 2.242564011e+01, 4.729064465e+00
3689.7760, 3.338463211e+01, 4.951869488e+00
3690.6257, 3.358244705e+01, 4.974667549e+00
3691.4756, 3.246749878e+01, 5.214796066e+00
3692.3257, 4.784703445e+01, 5.592559338e+00
3693.1760, 5.186999893e+01, 5.680932045e+00
3694.0264, 4.112162781e+01, 5.246173859e+00
3694.8771, 4.366716385e+01, 5.333106995e+00
3695.7280, 5.075409698e+01, 5.120443821e+00
3696.5791, 3.120575142e+01, 4.940407753e+00
