# wavelength, flux, err
3621.5960, 0.000000000e+00, 9.999899902e+02
3622.4300, 1.186014786e+02, 2.640307999e+01
3623.2642, 0.000000000e+00, 9.999899902e+02
3624.0986, 2.202487335e+02, 2.964207840e+01
3624.9331, 1.907323761e+02, 2.921832275e+01
3625.7679, 1.341571045e+02, 2.772244453e+01
3626.6029, 1.418038025e+02, 2.769909859e+01
3627.4380, 2.147896271e+02, 2.949536705e+01
3628.2734, 2.044851074e+02, 2.926701546e+01
3629.1089, 1.522256317e+02, 2.748697472e+01
3629.9446, 1.698655243e+02, 2.692148209e+01
3630.7805, 1.298378754e+02, 2.546984863e+01
3631.6167, 9.442515564e+01, 2.329718590e+01
3632.4530, 4.331917191e+01, 2.149866104e+01
3633.2895, 6.113799667e+01, 2.096333885e+01
3634.1262, 1.050573273e+02, 2.205331230e+01
3634.9630, 7.680332184e+01, 2.190868187e+01
3635.8001, 1.711951294e+02, 2.344641304e+01
3636.6374, 1.435931091e+02, 2.464270210e+01
3637.4749, 1.561888733e+02, 2.450298691e+01
3638.3125, 1.805154114e+02, 2.540860367e+01
3639.1504, 1.668202667e+02, 2.609373665e+01
3639.9884, 1.782174530e+02, 2.576180840e+01
3640.8266, 1.239683075e+02, 2.507418633e+01
3641.6651, 1.798980408e+02, 2.586093521e+01
3642.5037, 1.990900116e+02, 2.695147896e+01
3643.3425, 1.585457458e+02, 2.550710106e+01
3644.1815, 1.370262909e+02, 2.423397636e+01
3645.0207, 1.439625549e+02, 2.405270958e+01
3645.8601, 1.668120270e+02, 2.390557480e+01
3646.6997, 9.715191650e+01, 2.153463936e+01
3647.5395, 5.967327118e+01, 1.984200859e+01
3648.3794, 7.733068085e+01, 2.016586494e+01
3649.2196, 8.520118713e+01, 2.034616661e+01
3650.0600, 1.239539871e+02, 2.131563568e+01
3650.9005, 1.072297668e+02, 2.124619102e+01
3651.7413, 1.525772705e+02, 2.245289612e+01
3652.5822, 1.826691589e+02, 2.370243263e+01
3653.4233, 1.616199646e+02, 2.344338036e+01
3654.2647, 1.615870819e+02, 2.351178169e+01
3655.1062, 1.677924957e+02, 2.400198936e+01
3655.9479, 1.699116974e+02, 2.401298714e+01
3656.7898, 1.411131134e+02, 2.333850098e+01
3657.6319, 1.668765564e+02, 2.391905594e+01
3658.4742, 2.321450958e+02, 2.538872528e+01
3659.3167, 1.961405640e+02, 2.466047287e+01
3660.1594, 1.880163269e+02, 2.428708649e+01
3661.0023, 1.699091797e+02, 2.357797432e+01
3661.8454, 1.780795898e+02, 2.374103165e+01
3662.6886, 1.970393066e+02, 2.398662376e+01
3663.5321, 1.736067810e+02, 2.319210815e+01
3664.3757, 1.103210983e+02, 2.165302849e+01
3665.2196, 1.376856995e+02, 2.197615051e+01
3666.0636, 1.602292938e+02, 2.262800407e+01
3666.9079, 1.778899231e+02, 2.301064873e+01
3667.7523, 1.974695435e+02, 2.336776924e+01
3668.5969, 2.030073547e+02, 2.346942329e+01
