# wavelength, flux, err
3621.5960, 2.895052795e+02, 9.999899902e+02
3622.4300, 2.895052795e+02, 1.202721405e+01
3623.2642, 3.146397400e+02, 9.999899902e+02
3624.0986, 3.397742004e+02, 1.260031128e+01
3624.9331, 3.209186096e+02, 1.233379269e+01
3625.7679, 3.182994080e+02, 1.246058464e+01
3626.6029, 3.570728149e+02, 1.277253342e+01
3627.4380, 3.976118469e+02, 1.345033264e+01
3628.2734, 3.916156311e+02, 1.326439953e+01
3629.1089, 3.669513855e+02, 1.292895508e+01
3629.9446, 3.604511719e+02, 1.248338890e+01
3630.7805, 3.224763794e+02, 1.180179024e+01
3631.6167, 2.617901001e+02, 1.061930847e+01
3632.4530, 2.216469879e+02, 1.002805519e+01
3633.2895, 2.342342377e+02, 1.010837460e+01
3634.1262, 2.745267639e+02, 1.075042152e+01
3634.9630, 2.787257996e+02, 1.089886189e+01
3635.8001, 2.852593689e+02, 1.103758621e+01
3636.6374, 3.023086548e+02, 1.107765198e+01
3637.4749, 3.155433044e+02, 1.138105774e+01
3638.3125, 3.210340576e+02, 1.137458324e+01
3639.1504, 3.356871643e+02, 1.142358112e+01
3639.9884, 3.359518738e+02, 1.141820240e+01
3640.8266, 3.512048645e+02, 1.143544102e+01
3641.6651, 3.540057068e+02, 1.132157040e+01
3642.5037, 3.270114136e+02, 1.083235073e+01
3643.3425, 3.164642944e+02, 1.067420292e+01
3644.1815, 3.048318176e+02, 1.024742222e+01
3645.0207, 2.700459290e+02, 9.867420197e+00
3645.8601, 2.704774780e+02, 9.849893570e+00
3646.6997, 3.015224304e+02, 1.017611408e+01
3647.5395, 3.042677002e+02, 1.014062309e+01
3648.3794, 2.611163330e+02, 9.610439301e+00
3649.2196, 2.479163055e+02, 9.455997467e+00
3650.0600, 2.790007935e+02, 9.765196800e+00
3650.9005, 3.063637695e+02, 1.008189392e+01
3651.7413, 2.999179688e+02, 9.933968544e+00
3652.5822, 2.903100586e+02, 9.969269753e+00
3653.4233, 3.430255737e+02, 1.047327614e+01
3654.2647, 3.558176880e+02, 1.065964985e+01
3655.1062, 3.422731323e+02, 1.053307724e+01
3655.9479, 3.345382996e+02, 1.052299023e+01
3656.7898, 3.404642944e+02, 1.053872013e+01
3657.6319, 3.579649048e+02, 1.091547871e+01
