# wavelength, flux, err
3621.5960, 2.074665308e+00, 9.999899902e+02
3622.4300, 2.074665308e+00, 1.621618843e+01
3623.2642, 1.654548836e+01, 9.999899902e+02
3624.0986, 3.101631165e+01, 1.757310867e+01
3624.9331, 8.829028904e-02, 1.741538811e+01
3625.7679, -1.242781353e+01, 1.701296806e+01
3626.6029, 7.042160034e+00, 1.763835907e+01
3627.4380, 2.126237488e+01, 1.852161598e+01
3628.2734, 9.536764145e+00, 1.829453468e+01
3629.1089, 1.674004364e+01, 1.769354248e+01
3629.9446, 4.396487236e+00, 1.708283997e+01
3630.7805, 3.425663376e+01, 1.733980942e+01
3631.6167, 3.930925369e+01, 1.721043968e+01
3632.4530, 8.067875862e+00, 1.502403259e+01
3633.2895, 9.626324654e+00, 1.497204208e+01
3634.1262, 3.358297729e+01, 1.647977448e+01
3634.9630, 2.291658020e+01, 1.615209961e+01
3635.8001, 8.971790314e+00, 1.552674198e+01
3636.6374, 8.018646240e+00, 1.521174717e+01
3637.4749, 5.178097248e+00, 1.636901855e+01
3638.3125, -9.869874954e+00, 1.756391907e+01
3639.1504, 1.367695522e+01, 1.726742363e+01
3639.9884, 3.672237396e+01, 1.704113007e+01
3640.8266, 2.841546059e+01, 1.661254501e+01
3641.6651, 1.441742802e+01, 1.607004929e+01
3642.5037, 2.072402000e+01, 1.618185043e+01
3643.3425, 2.207202148e+01, 1.633656120e+01
3644.1815, -9.834178925e+00, 1.413503742e+01
3645.0207, -1.591663122e+00, 1.471788692e+01
3645.8601, 3.396782684e+01, 1.578074741e+01
3646.6997, 3.178926086e+01, 1.538165951e+01
3647.5395, -7.726245880e+00, 1.416617584e+01
3648.3794, 2.243224716e+01, 1.411632061e+01
3649.2196, -1.992432404e+01, 1.284571743e+01
3650.0600, -2.280905533e+01, 1.319290257e+01
3650.9005, -6.510221958e+00, 1.380496025e+01
3651.7413, -8.277636528e+00, 1.431197643e+01
3652.5822, -1.194081116e+01, 1.558474255e+01
3653.4233, 1.400241280e+01, 1.915215111e+01
3654.2647, 5.169054413e+01, 1.681970024e+01
3655.1062, 1.814910316e+01, 1.571826553e+01
3655.9479, 3.428141832e+00, 1.577253246e+01
3656.7898, 3.731462479e+01, 1.605286789e+01
3657.6319, 2.810316849e+01, 1.599470997e+01
3658.4742, 2.268647385e+01, 1.533357620e+01
3659.3167, 1.286432648e+01, 1.529110336e+01
3660.1594, 3.500808334e+01, 1.608628654e+01
3661.0023, 5.237854385e+01, 1.656270981e+01
3661.8454, 3.619665909e+01, 1.602667999e+01
3662.6886, 2.143198586e+01, 1.670534706e+01
3663.5321, -1.810946655e+01, 1.630150986e+01
3664.3757, 1.152655697e+01, 1.380738258e+01
3665.2196, 2.552943993e+01, 1.486177826e+01
3666.0636, 1.489702034e+01, 1.431954861e+01
3666.9079, 2.183815002e+01, 1.461807537e+01
3667.7523, 1.592923260e+01, 1.360952377e+01
3668.5969, 4.829190731e+00, 1.277379322e+01
3669.4418, -8.459520340e+00, 1.244886971e+01
3670.2868, -2.322083950e+00, 1.244402409e+01
3671.1320, 2.220981979e+01, 1.371012020e+01
3671.9774, 3.424693680e+01, 1.417588425e+01
3672.8230, 1.197546482e+01, 1.320667362e+01
3673.6688, 1.299168110e+01, 1.286515427e+01
3674.5148, 4.803953171e+00, 1.294943333e+01
3675.3610, 5.418565273e-01, 1.298655319e+01
3676.2074, 7.038780212e+00, 1.290648746e+01
3677.0539, 3.708179235e+00, 1.250326061e+01
3677.9007, 4.818387985e+00, 1.233179569e+01
3678.7477, 2.872866058e+01, 1.266408253e+01
