# wavelength, flux, err
3621.5960, 1.465670166e+02, 9.999899902e+02
3622.4300, 1.465670166e+02, 1.847129440e+01
3623.2642, 1.684004822e+02, 9.999899902e+02
3624.0986, 1.902339325e+02, 1.898445892e+01
3624.9331, 1.336128845e+02, 1.922817421e+01
3625.7679, 1.814850616e+02, 1.980565262e+01
3626.6029, 2.263779907e+02, 2.094685173e+01
3627.4380, 2.285623322e+02, 2.114773178e+01
3628.2734, 2.534085083e+02, 2.139246750e+01
3629.1089, 2.670452881e+02, 2.094141769e+01
3629.9446, 1.957437134e+02, 1.940478134e+01
3630.7805, 1.535970001e+02, 1.761881828e+01
3631.6167, 1.067314529e+02, 1.631567001e+01
3632.4530, 6.376039124e+01, 1.554078579e+01
3633.2895, 8.849387360e+01, 1.650977898e+01
3634.1262, 1.178042603e+02, 1.720079422e+01
3634.9630, 1.444815979e+02, 1.760743141e+01
3635.8001, 1.442754364e+02, 1.785451317e+01
3636.6374, 1.513464813e+02, 1.808203125e+01
3637.4749, 1.727931061e+02, 1.839436150e+01
3638.3125, 1.774810028e+02, 1.864883423e+01
3639.1504, 2.135132446e+02, 1.916967010e+01
3639.9884, 2.085100861e+02, 1.933413124e+01
3640.8266, 2.186617737e+02, 1.927420807e+01
3641.6651, 2.177407684e+02, 1.900132751e+01
3642.5037, 1.849764099e+02, 1.837664986e+01
3643.3425, 1.828977356e+02, 1.788707924e+01
3644.1815, 1.566906738e+02, 1.726618385e+01
3645.0207, 1.347850037e+02, 1.679098701e+01
3645.8601, 1.450997467e+02, 1.650061035e+01
3646.6997, 1.361399231e+02, 1.605331993e+01
3647.5395, 8.773489380e+01, 1.509047794e+01
3648.3794, 1.023180008e+02, 1.499015617e+01
3649.2196, 6.713287354e+01, 1.502055359e+01
3650.0600, 1.175471039e+02, 1.579900169e+01
3650.9005, 1.621428833e+02, 1.669116211e+01
3651.7413, 1.770005493e+02, 1.723769760e+01
3652.5822, 2.335185699e+02, 1.814475060e+01
