# wavelength, flux, err
3621.5960, 2.839437955e+25, 4.892981817e+25
3622.4300, 2.840091835e+25, 1.206084320e+24
3623.2642, 3.039774861e+25, 4.895235637e+25
3624.0986, 3.239549705e+25, 1.264694826e+24
3624.9331, 2.865968445e+25, 1.241902555e+24
3625.7679, 2.874952043e+25, 1.225951938e+24
3626.6029, 3.336135360e+25, 1.296897783e+24
3627.4380, 3.837065568e+25, 1.356277993e+24
3628.2734, 3.979072585e+25, 1.387940802e+24
3629.1089, 3.765960734e+25, 1.355291831e+24
3629.9446, 3.522577516e+25, 1.296234041e+24
3630.7805, 2.917173183e+25, 1.187482955e+24
3631.6167, 2.123895756e+25, 1.040120042e+24
3632.4530, 1.762022522e+25, 9.701848793e+23
3633.2895, 2.158863611e+25, 1.017275445e+24
3634.1262, 2.461031114e+25, 1.066044129e+24
3634.9630, 2.637077319e+25, 1.086731862e+24
3635.8001, 2.508445260e+25, 1.066548947e+24
3636.6374, 2.533289494e+25, 1.054396656e+24
3637.4749, 2.813538943e+25, 1.101254835e+24
3638.3125, 2.909982566e+25, 1.111503783e+24
3639.1504, 3.199863647e+25, 1.150685751e+24
3639.9884, 3.351172789e+25, 1.181263976e+24
3640.8266, 3.544587333e+25, 1.198875287e+24
3641.6651, 3.505424113e+25, 1.196167496e+24
3642.5037, 3.117945664e+25, 1.132522410e+24
3643.3425, 2.894270019e+25, 1.089206430e+24
3644.1815, 2.703111482e+25, 1.052061122e+24
3645.0207, 2.722891944e+25, 1.041746513e+24
3645.8601, 2.775016043e+25, 1.037950403e+24
3646.6997, 2.626626649e+25, 1.009745074e+24
3647.5395, 2.323961658e+25, 9.726942991e+23
3648.3794, 2.204548136e+25, 9.520552807e+23
3649.2196, 1.909109189e+25, 9.225748437e+23
3650.0600, 2.446377558e+25, 1.000059544e+24
3650.9005, 2.795574184e+25, 1.053945932e+24
3651.7413, 2.715848941e+25, 1.062234907e+24
3652.5822, 3.054831859e+25, 1.108713013e+24
3653.4233, 3.534703701e+25, 1.153629475e+24
3654.2647, 3.426015246e+25, 1.143190946e+24
3655.1062, 3.192149398e+25, 1.096305732e+24
3655.9479, 3.311959922e+25, 1.112836965e+24
3656.7898, 3.450145770e+25, 1.101262240e+24
3657.6319, 3.066056652e+25, 1.068231768e+24
3658.4742, 3.294111464e+25, 1.080017709e+24
3659.3167, 3.336256687e+25, 1.093759128e+24
3660.1594, 3.533401134e+25, 1.106203681e+24
3661.0023, 3.670040452e+25, 1.129550766e+24
3661.8454, 3.584436071e+25, 1.113458672e+24
3662.6886, 3.666214883e+25, 1.107934975e+24
3663.5321, 3.404110532e+25, 1.076363252e+24
3664.3757, 3.283245284e+25, 1.048542120e+24
3665.2196, 3.326544659e+25, 1.038307044e+24
3666.0636, 3.430323846e+25, 1.043173536e+24
3666.9079, 3.507668820e+25, 1.046616665e+24
3667.7523, 3.483802461e+25, 1.041526950e+24
3668.5969, 3.435014901e+25, 1.029571445e+24
3669.4418, 3.210058692e+25, 1.008527216e+24
3670.2868, 3.104968190e+25, 1.004481526e+24
3671.1320, 3.198232863e+25, 1.011894492e+24
3671.9774, 3.354385261e+25, 1.039063034e+24
3672.8230, 3.643905154e+25, 1.063658461e+24
3673.6688, 3.565876942e+25, 1.067415059e+24
3674.5148, 3.423226165e+25, 1.036152771e+24
3675.3610, 3.570576641e+25, 1.061739047e+24
3676.2074, 3.769253272e+25, 1.059960495e+24
3677.0539, 3.554485683e+25, 1.032785151e+24
3677.9007, 3.481707587e+25, 1.001878426e+24
3678.7477, 3.082694521e+25, 9.486870110e+23
3679.5948, 2.824224830e+25, 9.069605979e+23
3680.4422, 2.726175038e+25, 8.801147513e+23
3681.2897, 2.647515361e+25, 8.605026941e+23
3682.1375, 2.729190670e+25, 8.659208893e+23
3682.9854, 2.964155444e+25, 8.865888773e+23
