# wavelength, flux, err
3621.5960, 2.381443309e+25, 2.949942917e+26
3622.4300, 2.381991720e+25, 2.492515603e+24
3623.2642, 2.409176139e+25, 2.951301729e+26
3624.0986, 2.436372952e+25, 2.532932044e+24
3624.9331, 2.269896762e+25, 2.454006282e+24
3625.7679, 2.348667855e+25, 2.482657232e+24
3626.6029, 2.352469010e+25, 2.487981008e+24
3627.4380, 2.458030708e+25, 2.522032279e+24
3628.2734, 2.942044823e+25, 2.607172576e+24
3629.1089, 2.972002917e+25, 2.594920186e+24
3629.9446, 2.870413014e+25, 2.528781873e+24
3630.7805, 2.042244866e+25, 2.322339970e+24
3631.6167, 1.549162972e+25, 2.215946018e+24
3632.4530, 1.685640562e+25, 2.146219089e+24
3633.2895, 1.815946931e+25, 2.281723238e+24
3634.1262, 2.256176579e+25, 2.300810922e+24
3634.9630, 1.872208498e+25, 2.256419844e+24
3635.8001, 1.730932664e+25, 2.133491071e+24
3636.6374, 1.980318177e+25, 2.276205321e+24
3637.4749, 2.455466562e+25, 2.424115151e+24
3638.3125, 2.902912338e+25, 2.437854397e+24
3639.1504, 2.078025198e+25, 2.325091027e+24
3639.9884, 2.515100632e+25, 2.344923278e+24
3640.8266, 2.456611221e+25, 2.331332344e+24
3641.6651, 2.197484784e+25, 2.292808289e+24
3642.5037, 2.444698547e+25, 2.280430974e+24
3643.3425, 2.162278737e+25, 2.246317798e+24
3644.1815, 2.268383071e+25, 2.205976614e+24
3645.0207, 2.188821065e+25, 2.141395289e+24
3645.8601, 1.722199582e+25, 1.984888102e+24
3646.6997, 1.775643112e+25, 2.095077214e+24
3647.5395, 2.387275344e+25, 2.113141337e+24
3648.3794, 1.516989732e+25, 1.983598876e+24
3649.2196, 1.582487449e+25, 1.921847602e+24
3650.0600, 1.782991992e+25, 1.961043761e+24
3650.9005, 1.980153174e+25, 2.113322625e+24
3651.7413, 2.155754576e+25, 2.112554889e+24
3652.5822, 2.219870827e+25, 2.181011895e+24
3653.4233, 2.460243605e+25, 2.166575291e+24
3654.2647, 2.172173474e+25, 2.167594978e+24
3655.1062, 2.577727952e+25, 2.203386908e+24
3655.9479, 2.907772019e+25, 2.312704439e+24
3656.7898, 2.741165406e+25, 2.207367621e+24
3657.6319, 2.778174468e+25, 2.176468998e+24
3658.4742, 2.369936600e+25, 2.135385076e+24
3659.3167, 2.716316041e+25, 2.140957145e+24
3660.1594, 2.292017196e+25, 2.135444195e+24
3661.0023, 2.160811478e+25, 2.105033731e+24
3661.8454, 2.956688499e+25, 2.283295166e+24
3662.6886, 2.697980516e+25, 2.262830969e+24
3663.5321, 2.365621128e+25, 2.229493094e+24
3664.3757, 2.996919721e+25, 2.285541182e+24
3665.2196, 2.864214653e+25, 2.276077678e+24
3666.0636, 2.503523444e+25, 2.142778644e+24
3666.9079, 3.032703116e+25, 2.265150805e+24
3667.7523, 2.928721477e+25, 2.191824140e+24
3668.5969, 2.420773458e+25, 2.069835894e+24
3669.4418, 2.453776461e+25, 2.046408704e+24
3670.2868, 2.548873590e+25, 2.056939057e+24
3671.1320, 2.396244882e+25, 2.030408538e+24
3671.9774, 2.345158456e+25, 2.005250412e+24
3672.8230, 2.646330387e+25, 2.101459321e+24
3673.6688, 2.654625782e+25, 2.073246091e+24
3674.5148, 2.635180113e+25, 2.066332576e+24
3675.3610, 2.594083396e+25, 2.029888688e+24
3676.2074, 2.528855147e+25, 2.010667412e+24
3677.0539, 2.425616282e+25, 1.930809509e+24
3677.9007, 1.939374685e+25, 1.836537607e+24
3678.7477, 2.539210957e+25, 1.919371155e+24
3679.5948, 2.375588896e+25, 1.900728124e+24
3680.4422, 2.142622183e+25, 1.853139778e+24
3681.2897, 2.509679729e+25, 1.888194871e+24
3682.1375, 2.209268630e+25, 1.859798871e+24
3682.9854, 2.262614134e+25, 1.857636232e+24
3683.8336, 2.567511191e+25, 1.930545290e+24
3684.6819, 2.506812184e+25, 1.911115066e+24
3685.5304, 2.157668658e+25, 1.835544813e+24
3686.3791, 2.005784740e+25, 1.786923424e+24
3687.2281, 2.092813030e+25, 1.783668052e+24
3688.0772, 1.755227459e+25, 1.711785492e+24
3688.9265, 2.027461392e+25, 1.758725754e+24
3689.7760, 2.472576474e+25, 1.859216686e+24
3690.6257, 2.671397270e+25, 1.929104396e+24
3691.4756, 2.806696120e+25, 1.975165648e+24
3692.3257, 3.105675138e+25, 2.013406772e+24
3693.1760, 2.981715210e+25, 2.000874808e+24
3694.0264, 2.775500914e+25, 1.921570922e+24
3694.8771, 2.702938186e+25, 1.920351993e+24
3695.7280, 2.699864291e+25, 1.888961109e+24
3696.5791, 2.655471898e+25, 1.884054718e+24
3697.4303, 2.757508706e+25, 1.897742026e+24
3698.2818, 2.951261259e+25, 1.924252910e+24
3699.1335, 2.710043779e+25, 1.922982972e+24
3699.9853, 2.666945425e+25, 1.924455635e+24
3700.8374, 2.901669357e+25, 1.931555998e+24
3701.6896, 2.553465501e+25, 1.926664828e+24
3702.5421, 2.871987916e+25, 1.907840173e+24
3703.3947, 2.485430757e+25, 1.871575159e+24
3704.2475, 2.325230891e+25, 1.791866991e+24
3705.1006, 2.129807155e+25, 1.697865809e+24
3705.9538, 1.649608724e+25, 1.633763944e+24
3706.8072, 1.992757097e+25, 1.586543086e+24
3707.6608, 1.345815302e+25, 1.569400181e+24
3708.5147, 2.014607829e+25, 1.581399867e+24
3709.3687, 2.453231148e+25, 1.732628517e+24
3710.2229, 2.060317649e+25, 1.642496573e+24
3711.0773, 1.952446148e+25, 1.660019687e+24
3711.9319, 2.444771415e+25, 1.697055990e+24
3712.7867, 2.587979920e+25, 1.757912309e+24
3713.6417, 2.897708801e+25, 1.797549467e+24
3714.4969, 2.940440164e+25, 1.802674250e+24
3715.3523, 2.890768169e+25, 1.790580108e+24
3716.2079, 3.208286096e+25, 1.798168914e+24
3717.0637, 2.597138966e+25, 2.105640574e+24
3717.9197, 2.843669914e+25, 2.084631799e+24
3718.7758, 2.344607702e+25, 1.998318760e+24
3719.6322, 1.712774384e+25, 1.792461751e+24
3720.4888, 1.523105015e+25, 1.695265006e+24
3721.3456, 1.025441574e+25, 1.508994276e+24
3722.2025, 1.389564745e+25, 1.616660548e+24
3723.0597, 1.610872399e+25, 1.675917363e+24
3723.9171, 1.604847383e+25, 1.737018494e+24
3724.7746, 2.053898393e+25, 1.486130436e+24
3725.6324, 2.917761688e+25, 1.589718155e+24
3726.4903, 2.844101482e+25, 1.601834078e+24
3727.3485, 2.123895669e+25, 1.459889638e+24
3728.2068, 1.999023816e+25, 1.412068690e+24
3729.0654, 2.263340181e+25, 1.480615318e+24
3729.9241, 2.481171656e+25, 1.520852767e+24
3730.7831, 2.525503192e+25, 1.527761033e+24
3731.6422, 2.445938097e+25, 1.492183839e+24
3732.5016, 2.081861479e+25, 1.440647464e+24
3733.3611, 1.810248948e+25, 1.367720536e+24
3734.2209, 1.547220346e+25, 1.343717791e+24
3735.0808, 1.261885286e+25, 1.251234745e+24
