# wavelength, flux, err
3621.5960, 6.029700705e+24, 5.464823385e+25
3622.4300, 6.031089255e+24, 8.728914069e+23
3623.2642, 6.313878879e+24, 5.467340608e+25
3624.0986, 6.596798845e+24, 8.863623306e+23
3624.9331, 6.756817453e+24, 8.977650550e+23
3625.7679, 8.216542669e+24, 9.277934527e+23
3626.6029, 9.606455199e+24, 9.727210341e+23
3627.4380, 1.080976630e+25, 1.000424276e+24
3628.2734, 1.153516744e+25, 1.002538930e+24
3629.1089, 9.045902065e+24, 9.406850435e+23
3629.9446, 8.035876595e+24, 8.978377770e+23
3630.7805, 7.090983840e+24, 8.156761098e+23
3631.6167, 5.656784891e+24, 7.470623080e+23
3632.4530, 4.045106344e+24, 7.077092420e+23
3633.2895, 3.158900140e+24, 7.038745263e+23
3634.1262, 4.525507654e+24, 7.330749375e+23
3634.9630, 6.537688535e+24, 7.852186293e+23
3635.8001, 6.326773614e+24, 7.830725049e+23
3636.6374, 6.331650262e+24, 7.999009885e+23
3637.4749, 7.426709816e+24, 8.240880280e+23
3638.3125, 7.082387614e+24, 8.483129197e+23
3639.1504, 7.730297422e+24, 8.701977324e+23
3639.9884, 8.578477252e+24, 9.048379662e+23
3640.8266, 8.909684155e+24, 9.009831914e+23
3641.6651, 8.964831111e+24, 9.006522557e+23
3642.5037, 8.685978633e+24, 8.756333882e+23
3643.3425, 7.332475785e+24, 8.423554354e+23
3644.1815, 6.251759856e+24, 8.064149865e+23
3645.0207, 5.599395679e+24, 7.817108946e+23
3645.8601, 5.209148333e+24, 7.781811227e+23
3646.6997, 4.697004657e+24, 7.542238319e+23
3647.5395, 4.082839903e+24, 7.297782748e+23
3648.3794, 4.101690217e+24, 7.143483432e+23
3649.2196, 4.010836207e+24, 7.093451942e+23
3650.0600, 4.830565375e+24, 7.473741899e+23
3650.9005, 5.994497878e+24, 7.844465401e+23
3651.7413, 7.367346267e+24, 8.234100497e+23
3652.5822, 8.786613673e+24, 8.535259686e+23
3653.4233, 8.137872761e+24, 8.563509126e+23
3654.2647, 7.153023795e+24, 8.470673176e+23
3655.1062, 8.275665494e+24, 8.575850640e+23
3655.9479, 9.793481561e+24, 8.787541225e+23
3656.7898, 9.733364836e+24, 8.708060904e+23
3657.6319, 8.989573701e+24, 8.726612278e+23
3658.4742, 1.042845988e+25, 8.918627418e+23
3659.3167, 1.126199994e+25, 9.105274431e+23
3660.1594, 1.021412481e+25, 8.841440383e+23
3661.0023, 1.032530909e+25, 8.930081919e+23
3661.8454, 1.196303514e+25, 8.948411017e+23
3662.6886, 1.055604543e+25, 8.695393187e+23
3663.5321, 9.938160373e+24, 8.557076494e+23
3664.3757, 1.097254821e+25, 8.571752494e+23
3665.2196, 1.091944982e+25, 8.587638438e+23
3666.0636, 1.005406438e+25, 8.369093125e+23
3666.9079, 1.029810740e+25, 8.381180057e+23
3667.7523, 1.091328145e+25, 8.219557049e+23
3668.5969, 9.806927261e+24, 7.902870601e+23
3669.4418, 9.041664094e+24, 7.622111528e+23
3670.2868, 8.241266774e+24, 7.434203235e+23
3671.1320, 7.892547580e+24, 7.427322422e+23
3671.9774, 9.419090565e+24, 7.887239350e+23
3672.8230, 1.141779683e+25, 8.064377172e+23
3673.6688, 9.099821100e+24, 7.895067351e+23
3674.5148, 8.222765954e+24, 7.699241901e+23
3675.3610, 8.856963325e+24, 7.637828864e+23
3676.2074, 9.141983386e+24, 7.602524935e+23
3677.0539, 8.772131092e+24, 7.358951222e+23
3677.9007, 7.512287432e+24, 7.030379957e+23
3678.7477, 7.231334394e+24, 6.909605795e+23
3679.5948, 7.122515138e+24, 6.806411226e+23
3680.4422, 6.403627934e+24, 6.665575462e+23
3681.2897, 5.922661319e+24, 6.556021533e+23
3682.1375, 7.072404023e+24, 6.851440822e+23
3682.9854, 7.129017182e+24, 6.935484318e+23
3683.8336, 7.453333673e+24, 7.028506233e+23
3684.6819, 7.207637175e+24, 6.925687840e+23
3685.5304, 6.927085636e+24, 6.722447233e+23
3686.3791, 7.089420555e+24, 6.605775230e+23
3687.2281, 6.245232550e+24, 6.342493982e+23
3688.0772, 6.517870447e+24, 6.420908987e+23
3688.9265, 6.019116333e+24, 6.496500556e+23
