# wavelength, flux, err
3621.5960, 9.520228073e+24, 7.954305483e+25
3622.4300, 9.522420439e+24, 6.465486967e+23
3623.2642, 1.046356924e+25, 7.957969420e+25
3624.0986, 1.140515038e+25, 6.930714365e+23
3624.9331, 1.275537260e+25, 6.919385799e+23
3625.7679, 1.257353563e+25, 7.043719865e+23
3626.6029, 1.355910375e+25, 7.141680743e+23
3627.4380, 1.539108872e+25, 7.401624542e+23
3628.2734, 1.492648657e+25, 7.332612148e+23
3629.1089, 1.286945175e+25, 6.936145628e+23
3629.9446, 1.247938877e+25, 6.759230761e+23
3630.7805, 1.042389312e+25, 6.285652568e+23
3631.6167, 8.928581819e+24, 5.904526365e+23
3632.4530, 8.614000064e+24, 5.731357718e+23
3633.2895, 7.356744875e+24, 5.528284659e+23
3634.1262, 7.559394008e+24, 5.583526282e+23
3634.9630, 8.662188850e+24, 5.835821919e+23
3635.8001, 9.549628486e+24, 6.015289669e+23
3636.6374, 1.089788356e+25, 6.247607775e+23
3637.4749, 1.227970492e+25, 6.422705290e+23
3638.3125, 1.186819071e+25, 6.448000441e+23
3639.1504, 1.263307418e+25, 6.466133215e+23
3639.9884, 1.379817159e+25, 6.784193442e+23
3640.8266, 1.374516068e+25, 6.577397995e+23
3641.6651, 1.278287414e+25, 6.555797755e+23
3642.5037, 1.210227971e+25, 6.301615677e+23
3643.3425, 1.170581275e+25, 6.196478471e+23
3644.1815, 1.070591007e+25, 5.958985854e+23
3645.0207, 9.915506992e+24, 5.795033774e+23
3645.8601, 8.783861311e+24, 5.500686055e+23
3646.6997, 7.810168441e+24, 5.301971376e+23
3647.5395, 7.890739660e+24, 5.243626397e+23
3648.3794, 7.722704595e+24, 5.122954818e+23
3649.2196, 8.060079284e+24, 5.138072179e+23
3650.0600, 8.461944422e+24, 5.214371048e+23
3650.9005, 9.198087751e+24, 5.338675758e+23
3651.7413, 1.064543008e+25, 5.576300925e+23
3652.5822, 1.238101608e+25, 5.877402215e+23
3653.4233, 1.291918273e+25, 5.935742389e+23
3654.2647, 1.233556002e+25, 5.932897511e+23
3655.1062, 1.422533882e+25, 6.192396685e+23
3655.9479, 1.571724017e+25, 6.333356336e+23
3656.7898, 1.467573698e+25, 6.241419265e+23
3657.6319, 1.527879383e+25, 6.253734190e+23
3658.4742, 1.600666776e+25, 6.306798982e+23
3659.3167, 1.745828727e+25, 6.459228867e+23
3660.1594, 1.682589318e+25, 6.368601306e+23
3661.0023, 1.598130414e+25, 6.321392896e+23
3661.8454, 1.728012777e+25, 6.371361867e+23
3662.6886, 1.644386721e+25, 6.261829167e+23
3663.5321, 1.660088432e+25, 6.275232220e+23
3664.3757, 1.681840056e+25, 6.214038321e+23
3665.2196, 1.602036145e+25, 6.080486444e+23
3666.0636, 1.497446901e+25, 5.886699801e+23
3666.9079, 1.531343091e+25, 5.943644089e+23
3667.7523, 1.612499196e+25, 5.891668491e+23
3668.5969, 1.426358757e+25, 5.722543895e+23
3669.4418, 1.399738980e+25, 5.606943652e+23
3670.2868, 1.423425346e+25, 5.612923302e+23
3671.1320, 1.418916410e+25, 5.692531906e+23
3671.9774, 1.591327865e+25, 5.819090329e+23
3672.8230, 1.512111614e+25, 5.831766684e+23
3673.6688, 1.606759483e+25, 5.800841968e+23
3674.5148, 1.671003184e+25, 5.899556558e+23
3675.3610, 1.627894610e+25, 5.829246240e+23
3676.2074, 1.572886712e+25, 5.730171930e+23
3677.0539, 1.508488062e+25, 5.642181536e+23
3677.9007, 1.350806098e+25, 5.376661000e+23
3678.7477, 1.298940858e+25, 5.236314080e+23
3679.5948, 1.209117296e+25, 5.075384808e+23
3680.4422, 1.077783834e+25, 4.847420202e+23
3681.2897, 1.065385121e+25, 4.722959772e+23
3682.1375, 1.139582960e+25, 4.821505520e+23
3682.9854, 1.123124345e+25, 4.792456850e+23
3683.8336, 1.143756002e+25, 4.835954756e+23
3684.6819, 1.185234065e+25, 4.849296085e+23
3685.5304, 1.190193117e+25, 4.843371565e+23
3686.3791, 1.146906194e+25, 4.750429083e+23
3687.2281, 1.044151956e+25, 4.600952125e+23
3688.0772, 9.739021195e+24, 4.471822859e+23
3688.9265, 1.016478536e+25, 4.525197934e+23
3689.7760, 1.089547741e+25, 4.690757859e+23
3690.6257, 1.199792183e+25, 4.899662090e+23
3691.4756, 1.492574722e+25, 5.255160089e+23
3692.3257, 1.666531294e+25, 5.510410453e+23
3693.1760, 1.627853481e+25, 5.443003461e+23
3694.0264, 1.588326067e+25, 5.342226489e+23
3694.8771, 1.537936671e+25, 5.216026903e+23
3695.7280, 1.419024522e+25, 5.065555686e+23
3696.5791, 1.449064797e+25, 5.097741644e+23
3697.4303, 1.511422317e+25, 5.179120078e+23
3698.2818, 1.535485513e+25, 5.276515247e+23
3699.1335, 1.543794328e+25, 5.262157806e+23
3699.9853, 1.582275071e+25, 5.350063650e+23
3700.8374, 1.660914147e+25, 5.384890760e+23
3701.6896, 1.703206833e+25, 5.381167703e+23
3702.5421, 1.584968301e+25, 5.183821766e+23
3703.3947, 1.422454663e+25, 4.926854114e+23
3704.2475, 1.253001038e+25, 4.615269664e+23
3705.1006, 1.060523887e+25, 4.285778907e+23
3705.9538, 8.705913388e+24, 3.941849103e+23
3706.8072, 7.807249078e+24, 3.779985973e+23
3707.6608, 7.039911930e+24, 3.690602331e+23
3708.5147, 7.711509911e+24, 3.767074428e+23
3709.3687, 8.754368028e+24, 3.911441328e+23
3710.2229, 8.949465591e+24, 3.967350151e+23
3711.0773, 1.010185080e+25, 4.243860711e+23
3711.9319, 1.388049343e+25, 4.641060091e+23
3712.7867, 1.587920347e+25, 4.990315984e+23
3713.6417, 1.703936162e+25, 5.128917040e+23
3714.4969, 1.801142566e+25, 5.305248553e+23
3715.3523, 1.738088326e+25, 5.151212284e+23
3716.2079, 1.439254631e+25, 4.846506788e+23
3717.0637, 1.293867123e+25, 4.598154505e+23
3717.9197, 1.186377583e+25, 4.391397483e+23
3718.7758, 9.826422697e+24, 4.035000047e+23
3719.6322, 7.517802543e+24, 3.626891374e+23
3720.4888, 6.499132932e+24, 3.350696620e+23
3721.3456, 5.733181711e+24, 3.154143260e+23
3722.2025, 5.852781159e+24, 3.155731529e+23
3723.0597, 6.167729694e+24, 3.234005359e+23
3723.9171, 7.183029759e+24, 3.443593119e+23
