# wavelength, flux, err
3621.5960, 6.070084060e+23, 1.715867680e+25
3622.4300, 6.071481909e+23, 2.555646875e+23
3623.2642, 7.977018704e+23, 1.716658048e+25
3624.0986, 9.883432810e+23, 2.700805838e+23
3624.9331, 1.293660881e+24, 2.766267139e+23
3625.7679, 1.457449998e+24, 2.835328260e+23
3626.6029, 1.386105498e+24, 2.886106747e+23
3627.4380, 1.267805374e+24, 2.904126461e+23
3628.2734, 1.383137132e+24, 2.921688727e+23
3629.1089, 1.442934372e+24, 2.854596899e+23
3629.9446, 9.741593712e+23, 2.699628772e+23
3630.7805, 9.576059143e+23, 2.554022911e+23
3631.6167, 8.570295192e+23, 2.359724536e+23
3632.4530, 5.124638305e+23, 2.170529449e+23
3633.2895, 5.183168845e+23, 2.138313090e+23
3634.1262, 7.625215480e+23, 2.270895368e+23
3634.9630, 9.730390176e+23, 2.364863683e+23
3635.8001, 1.024867476e+24, 2.412597104e+23
3636.6374, 1.103435684e+24, 2.444008707e+23
3637.4749, 1.336904100e+24, 2.523984230e+23
3638.3125, 1.470432958e+24, 2.581126009e+23
3639.1504, 1.016796529e+24, 2.556412400e+23
3639.9884, 1.131238791e+24, 2.642598338e+23
3640.8266, 1.142092721e+24, 2.712714673e+23
3641.6651, 1.371628938e+24, 2.757496039e+23
3642.5037, 1.817390582e+24, 2.813995381e+23
3643.3425, 1.238074607e+24, 2.615870242e+23
3644.1815, 8.288647428e+23, 2.485590461e+23
3645.0207, 1.059061396e+24, 2.483422445e+23
3645.8601, 1.423615277e+24, 2.547859480e+23
3646.6997, 1.429298396e+24, 2.562581337e+23
3647.5395, 1.149749861e+24, 2.485200000e+23
3648.3794, 1.117147156e+24, 2.399447922e+23
3649.2196, 6.884292465e+23, 2.260402440e+23
3650.0600, 8.359868565e+23, 2.346043913e+23
3650.9005, 1.288691987e+24, 2.473970414e+23
3651.7413, 1.409686124e+24, 2.505763720e+23
3652.5822, 1.129624407e+24, 2.521901191e+23
3653.4233, 1.168389230e+24, 2.575498444e+23
3654.2647, 1.118952935e+24, 2.581158281e+23
3655.1062, 1.212423212e+24, 2.608644160e+23
3655.9479, 1.424253120e+24, 2.633533027e+23
3656.7898, 1.516382089e+24, 2.654883754e+23
3657.6319, 1.339135973e+24, 2.621502855e+23
3658.4742, 1.187610402e+24, 2.629631270e+23
3659.3167, 1.567894482e+24, 2.704654660e+23
3660.1594, 1.725548243e+24, 2.707459221e+23
3661.0023, 1.541514396e+24, 2.665474797e+23
3661.8454, 1.355011644e+24, 2.607788766e+23
3662.6886, 1.344797060e+24, 2.577795328e+23
3663.5321, 1.442414217e+24, 2.524682317e+23
3664.3757, 1.239334199e+24, 2.430679756e+23
3665.2196, 1.539336430e+24, 2.526761733e+23
3666.0636, 1.624354933e+24, 2.479956960e+23
3666.9079, 1.074562262e+24, 2.453793975e+23
3667.7523, 1.721122666e+24, 2.447368764e+23
3668.5969, 1.500094203e+24, 2.398267866e+23
3669.4418, 1.185571228e+24, 2.285844395e+23
3670.2868, 9.979743886e+23, 2.181125335e+23
3671.1320, 1.098979473e+24, 2.230336466e+23
3671.9774, 1.642510904e+24, 2.367462314e+23
3672.8230, 2.044911189e+24, 2.488827136e+23
3673.6688, 1.616992610e+24, 2.431047304e+23
3674.5148, 1.261689239e+24, 2.330834346e+23
3675.3610, 1.419483223e+24, 2.378558243e+23
3676.2074, 1.650600925e+24, 2.372099757e+23
3677.0539, 1.375695976e+24, 2.281495679e+23
3677.9007, 1.337367241e+24, 2.194455930e+23
3678.7477, 1.400425445e+24, 2.159666222e+23
3679.5948, 1.624505671e+24, 2.164202020e+23
3680.4422, 1.128472614e+24, 2.012836816e+23
3681.2897, 3.975090848e+23, 1.928410711e+23
3682.1375, 1.245484772e+24, 1.987905464e+23
3682.9854, 8.648888497e+23, 2.065989264e+23
3683.8336, 1.553293415e+24, 2.101607977e+23
3684.6819, 1.303776354e+24, 2.148723139e+23
3685.5304, 7.332772968e+23, 2.020074875e+23
3686.3791, 1.219866281e+24, 2.039103262e+23
3687.2281, 1.019487446e+24, 1.961746608e+23
3688.0772, 9.017014664e+23, 1.894065531e+23
3688.9265, 5.455464889e+23, 1.866369315e+23
3689.7760, 7.125233308e+23, 1.905887997e+23
3690.6257, 1.162149988e+24, 2.095915075e+23
3691.4756, 1.061665222e+24, 2.132632212e+23
3692.3257, 1.009490356e+24, 2.165970047e+23
3693.1760, 1.060520889e+24, 2.157814594e+23
3694.0264, 1.148784420e+24, 2.119878624e+23
3694.8771, 1.295338244e+24, 2.115754955e+23
3695.7280, 1.468066721e+24, 2.171093438e+23
3696.5791, 1.499549161e+24, 2.190084031e+23
3697.4303, 1.312730646e+24, 2.179536955e+23
3698.2818, 1.775317342e+24, 2.226966668e+23
3699.1335, 1.656887087e+24, 2.253582230e+23
3699.9853, 1.457303649e+24, 2.223486250e+23
3700.8374, 1.688757088e+24, 2.252788387e+23
3701.6896, 1.592852716e+24, 2.251259424e+23
3702.5421, 1.511423726e+24, 2.215961067e+23
3703.3947, 1.215260544e+24, 2.118384288e+23
3704.2475, 1.055457461e+24, 2.021550782e+23
3705.1006, 9.773599089e+23, 1.951583978e+23
3705.9538, 8.210371438e+23, 1.839090923e+23
3706.8072, 8.297040784e+23, 1.810092352e+23
