# wavelength, flux, err
3621.5960, 1.784166914e+23, 6.674870012e+24
3622.4300, 1.784577781e+23, 7.042848606e+22
3623.2642, 1.753241669e+23, 6.677944611e+24
3624.0986, 1.721890903e+23, 7.129962270e+22
3624.9331, 9.454153988e+22, 7.056510008e+22
3625.7679, 1.667778190e+23, 7.391819569e+22
3626.6029, 2.028081733e+23, 7.608323875e+22
3627.4380, 2.443446062e+23, 7.829916075e+22
3628.2734, 3.603039097e+23, 7.878198700e+22
3629.1089, 2.289638032e+23, 7.657955025e+22
3629.9446, 2.421625842e+23, 7.372519305e+22
3630.7805, 1.521672482e+23, 6.738067575e+22
3631.6167, 5.050266694e+22, 6.198907218e+22
3632.4530, 1.050161883e+23, 6.153073173e+22
3633.2895, 2.414053324e+23, 6.451368647e+22
3634.1262, 1.219652379e+23, 6.464086503e+22
3634.9630, 1.070055322e+23, 6.450168780e+22
3635.8001, 1.588424859e+23, 6.576962022e+22
3636.6374, 1.855496638e+23, 6.650796792e+22
3637.4749, 1.362602469e+23, 6.676464310e+22
3638.3125, 5.528209751e+22, 6.729571235e+22
3639.1504, 1.509123882e+23, 6.971396003e+22
3639.9884, 2.612309993e+23, 7.205522338e+22
3640.8266, 2.235254782e+23, 7.201745911e+22
3641.6651, 1.812151274e+23, 7.102416564e+22
3642.5037, 1.994683259e+23, 6.931063929e+22
3643.3425, 9.434716505e+22, 6.694139544e+22
3644.1815, 2.042833533e+23, 6.578283306e+22
3645.0207, 7.460441831e+22, 6.318067132e+22
3645.8601, 1.165310567e+23, 6.330536145e+22
3646.6997, 2.182378000e+23, 6.243952886e+22
3647.5395, 5.318667609e+22, 5.996079022e+22
3648.3794, 1.508446114e+22, 5.827372669e+22
3649.2196, 1.800094518e+22, 5.855506391e+22
3650.0600, 6.219720509e+22, 6.077600800e+22
3650.9005, 2.170470701e+23, 6.467571679e+22
3651.7413, 3.166488691e+23, 6.632378530e+22
3652.5822, 2.126602781e+23, 6.847202244e+22
3653.4233, 2.972060446e+23, 6.883698750e+22
3654.2647, 2.488037667e+23, 6.900892830e+22
3655.1062, 1.804933587e+23, 6.769726285e+22
3655.9479, 7.530724555e+22, 6.610357801e+22
3656.7898, 6.810543598e+22, 6.731341717e+22
3657.6319, 2.784741477e+23, 6.732838483e+22
3658.4742, 2.961349457e+22, 6.766248407e+22
3659.3167, 3.021907645e+23, 6.788763374e+22
3660.1594, 2.352793165e+23, 6.806687756e+22
3661.0023, 1.007189661e+23, 6.631593136e+22
3661.8454, 2.826797804e+23, 6.659377842e+22
3662.6886, 1.814977535e+23, 6.564031916e+22
3663.5321, 2.900445828e+23, 6.474014138e+22
3664.3757, 2.498817853e+23, 6.462212256e+22
3665.2196, 3.018592999e+23, 6.481096802e+22
3666.0636, 3.445817123e+23, 6.583438555e+22
3666.9079, 2.334873270e+23, 6.465475677e+22
3667.7523, 3.502415534e+23, 6.392153452e+22
3668.5969, 2.035480067e+23, 6.174448671e+22
3669.4418, 1.811258801e+23, 5.964677818e+22
3670.2868, 1.663931199e+23, 5.925930758e+22
3671.1320, 1.781881036e+23, 6.048375483e+22
3671.9774, 3.179269443e+23, 6.325969857e+22
3672.8230, 1.673680843e+23, 6.328699708e+22
3673.6688, 1.177001903e+23, 6.197391642e+22
3674.5148, 1.737360472e+23, 6.136146505e+22
3675.3610, 1.744488749e+23, 6.103244175e+22
3676.2074, 1.543557782e+23, 6.013302451e+22
3677.0539, 2.410986243e+23, 5.936948564e+22
3677.9007, 1.092198140e+23, 5.629307776e+22
3678.7477, 1.164498201e+23, 5.507569682e+22
3679.5948, 1.096302425e+23, 5.443072229e+22
3680.4422, 1.530390732e+23, 5.450685509e+22
3681.2897, 2.454445541e+23, 5.589705825e+22
3682.1375, 1.436052950e+23, 5.623165363e+22
3682.9854, 1.743301891e+23, 5.779047765e+22
3683.8336, 2.145125031e+23, 5.816816635e+22
3684.6819, 1.537373686e+23, 5.696254195e+22
3685.5304, 1.617040191e+23, 5.562093464e+22
3686.3791, 2.959053192e+23, 5.452117251e+22
3687.2281, 1.787380200e+23, 5.205636502e+22
3688.0772, 9.165183243e+22, 5.112728455e+22
3688.9265, 1.238438715e+23, 5.224008801e+22
3689.7760, 1.552552204e+23, 5.463986654e+22
3690.6257, 1.863818342e+23, 5.713591259e+22
3691.4756, 2.724923960e+23, 5.961284811e+22
3692.3257, 2.336919680e+23, 5.931125107e+22
3693.1760, 1.021257655e+23, 5.661905049e+22
3694.0264, 1.194285155e+23, 5.475088361e+22
3694.8771, 1.469941327e+23, 5.346982195e+22
3695.7280, 1.562555514e+23, 5.424310158e+22
3696.5791, 2.988999540e+23, 5.506256799e+22
3697.4303, 2.838564029e+23, 5.530151113e+22
3698.2818, 1.751113531e+23, 5.503284578e+22
3699.1335, 1.713730649e+23, 5.660417947e+22
3699.9853, 2.108717577e+23, 5.747218438e+22
3700.8374, 2.115854805e+23, 5.798856154e+22
3701.6896, 2.242042895e+23, 5.660227680e+22
3702.5421, 9.948747397e+22, 5.547155727e+22
3703.3947, 1.893241482e+23, 5.366632745e+22
3704.2475, 1.561522922e+23, 5.123059485e+22
3705.1006, 5.552333069e+22, 4.847860132e+22
3705.9538, 1.224870935e+23, 4.709449410e+22
3706.8072, 1.504562601e+23, 4.750507123e+22
3707.6608, 1.039605758e+23, 4.766075335e+22
3708.5147, 1.769814047e+23, 4.798496208e+22
3709.3687, 1.452722509e+23, 4.795518736e+22
3710.2229, 4.299467894e+22, 4.788686085e+22
3711.0773, 1.240039926e+23, 5.099335435e+22
3711.9319, 2.456611849e+23, 5.341989969e+22
3712.7867, 1.689741715e+23, 5.462352001e+22
3713.6417, 2.222275148e+23, 5.584348842e+22
3714.4969, 3.445845993e+23, 5.779475226e+22
3715.3523, 3.195157853e+23, 5.715820372e+22
3716.2079, 1.447402797e+23, 5.481555560e+22
3717.0637, 1.626437693e+23, 5.350743420e+22
3717.9197, 9.865991130e+22, 5.172949916e+22
3718.7758, 6.443247652e+22, 4.845939719e+22
3719.6322, 9.659654581e+22, 4.427038890e+22
3720.4888, 1.134403791e+23, 4.086373255e+22
3721.3456, 5.903727619e+22, 3.846110901e+22
3722.2025, 6.638732409e+22, 3.988782558e+22
3723.0597, 9.083794744e+22, 4.244215953e+22
3723.9171, 1.447904468e+23, 4.606030783e+22
3724.7746, 1.755903759e+23, 4.905830866e+22
3725.6324, 1.682068026e+23, 5.090134584e+22
3726.4903, 2.185218126e+23, 5.057609502e+22
3727.3485, 1.433945125e+23, 4.795778306e+22
3728.2068, 1.228748680e+23, 4.629077952e+22
3729.0654, 1.434404669e+23, 4.703433413e+22
