# wavelength, flux, err
3621.5960, 1.272579738e+25, 1.685508304e+26
3622.4300, 1.272872794e+25, 2.209846760e+24
3623.2642, 1.329705626e+25, 1.686284688e+26
3624.0986, 1.386564565e+25, 2.212762920e+24
3624.9331, 1.436006614e+25, 2.271953618e+24
3625.7679, 1.313890004e+25, 2.223159363e+24
3626.6029, 1.430582253e+25, 2.251893569e+24
3627.4380, 1.913496130e+25, 2.379912110e+24
3628.2734, 2.296563146e+25, 2.460782057e+24
3629.1089, 1.870638630e+25, 2.348717918e+24
3629.9446, 1.497576136e+25, 2.197247016e+24
3630.7805, 1.243657659e+25, 2.097209556e+24
3631.6167, 7.197280463e+24, 1.865817176e+24
3632.4530, 2.218308043e+24, 1.645024493e+24
3633.2895, 5.203963825e+24, 1.784789731e+24
3634.1262, 1.321742618e+25, 2.023965757e+24
3634.9630, 1.113416178e+25, 2.076463191e+24
3635.8001, 1.158149632e+25, 2.045981803e+24
3636.6374, 1.484376011e+25, 2.184296718e+24
3637.4749, 1.725796959e+25, 2.239704332e+24
3638.3125, 1.857115484e+25, 2.257860851e+24
3639.1504, 1.447633569e+25, 2.148987495e+24
3639.9884, 2.022779739e+25, 2.206261861e+24
3640.8266, 2.117894525e+25, 2.339879458e+24
3641.6651, 1.927327122e+25, 2.283026568e+24
3642.5037, 1.969567099e+25, 2.289578322e+24
3643.3425, 1.474375454e+25, 2.051148047e+24
3644.1815, 1.311474296e+25, 2.012270182e+24
3645.0207, 1.599063248e+25, 2.007578981e+24
3645.8601, 1.309248074e+25, 1.935282939e+24
3646.6997, 1.009665651e+25, 1.780583899e+24
3647.5395, 1.325425899e+25, 1.879558151e+24
3648.3794, 7.832176572e+24, 1.673276725e+24
3649.2196, 6.679896616e+24, 1.695085540e+24
3650.0600, 7.551429848e+24, 1.732114393e+24
3650.9005, 1.031145670e+25, 1.773919144e+24
3651.7413, 1.259717143e+25, 1.869584820e+24
3652.5822, 1.310718745e+25, 1.874813934e+24
3653.4233, 1.864611007e+25, 1.999668797e+24
3654.2647, 1.600844206e+25, 1.937038990e+24
3655.1062, 1.923957480e+25, 2.011500936e+24
3655.9479, 2.106153406e+25, 2.007970392e+24
3656.7898, 1.892601491e+25, 2.002865855e+24
3657.6319, 2.282483793e+25, 2.081617477e+24
