# wavelength, flux, err
3621.5960, 2.604604227e+23, 1.941260564e+25
3622.4300, 2.605204028e+23, 1.285534850e+23
3623.2642, 3.446224906e+23, 1.942154753e+25
3624.0986, 4.287632625e+23, 1.300261624e+23
3624.9331, 1.041101601e+23, 1.218868484e+23
3625.7679, 1.668208804e+22, 1.184703051e+23
3626.6029, 1.744237087e+23, 1.271563125e+23
3627.4380, 1.665955047e+23, 1.300315172e+23
3628.2734, 1.934376840e+22, 1.232390058e+23
3629.1089, 4.359498930e+23, 1.313295012e+23
3629.9446, 3.175772145e+23, 1.239559453e+23
3630.7805, -4.678408988e+22, 1.092739498e+23
3631.6167, 5.373900879e+22, 1.053559779e+23
3632.4530, 3.297333311e+23, 1.204032857e+23
3633.2895, 1.103420242e+23, 1.125102301e+23
3634.1262, 1.938527187e+23, 1.156000779e+23
3634.9630, 1.030572678e+23, 1.144710211e+23
3635.8001, 9.126945022e+22, 1.155795298e+23
3636.6374, 2.843404005e+23, 1.213415478e+23
3637.4749, 3.916265445e+23, 1.248316309e+23
3638.3125, 1.578662110e+23, 1.127508012e+23
3639.1504, 3.424371742e+23, 1.226720546e+23
3639.9884, 3.390386236e+23, 1.217212606e+23
3640.8266, 3.924750783e+23, 1.248627282e+23
3641.6651, 4.198175408e+23, 1.213278709e+23
3642.5037, 3.393341279e+23, 1.209296838e+23
3643.3425, 4.023135838e+23, 1.207358707e+23
3644.1815, 2.092930142e+23, 1.096339042e+23
3645.0207, 2.290483357e+23, 1.109783843e+23
3645.8601, 8.966500789e+22, 9.629060184e+22
3646.6997, -2.068750364e+22, 9.912710344e+22
3647.5395, 1.703253439e+23, 1.005826235e+23
3648.3794, 7.547616528e+22, 9.761756236e+22
3649.2196, 1.253580534e+23, 9.778240556e+22
3650.0600, 9.774146414e+22, 1.027759971e+23
3650.9005, 1.604572479e+23, 1.082718822e+23
3651.7413, 3.245890772e+23, 1.139894040e+23
3652.5822, 3.911259674e+23, 1.123773731e+23
3653.4233, 4.163678222e+23, 1.135035783e+23
3654.2647, 3.400813484e+23, 1.085575211e+23
3655.1062, 2.808160735e+22, 9.313118765e+22
3655.9479, 1.142980182e+23, 1.008458040e+23
3656.7898, 4.797999843e+23, 1.047959775e+23
3657.6319, 2.049509118e+23, 9.692237821e+22
3658.4742, -6.318486896e+22, 9.015099677e+22
3659.3167, 2.409367325e+23, 1.045108592e+23
3660.1594, 3.998953136e+23, 1.072945564e+23
3661.0023, 3.577553242e+23, 1.072959647e+23
3661.8454, 3.389809560e+23, 1.045108121e+23
3662.6886, 2.214197020e+23, 1.028454251e+23
3663.5321, 1.011557995e+23, 9.747612988e+22
3664.3757, 2.899703998e+23, 1.021179603e+23
3665.2196, 3.859288519e+23, 1.040934629e+23
3666.0636, 2.920326207e+23, 1.029814695e+23
3666.9079, 3.234970507e+23, 1.045000237e+23
3667.7523, 6.255101047e+23, 1.093518626e+23
3668.5969, 3.540972850e+23, 9.701132424e+22
3669.4418, 1.093870480e+23, 8.636243015e+22
3670.2868, 9.588048958e+22, 8.523702403e+22
3671.1320, 2.178710743e+23, 9.078335667e+22
