# wavelength, Lumniosty[W/AA], Error
3.621596000000000004e+03,2.087088915770836779e+21,1.863759563463180314e+22
3.622429999999999836e+03,2.087088915451782627e+21,2.871921348376642519e+20
3.623264200000000073e+03,2.357731911462597689e+21,1.863759558577042227e+22
3.624098599999999806e+03,2.628374900451108192e+21,3.048166156406451077e+20
3.624933100000000195e+03,2.657260162125474562e+21,3.049551554482480742e+20
3.625767899999999827e+03,2.920200865587673432e+21,3.118912468169846292e+20
3.626602899999999863e+03,4.093685771331622666e+21,3.284432381609798533e+20
3.627438000000000102e+03,4.948417100443894678e+21,3.507405557310696980e+20
3.628273400000000038e+03,4.254611253936927539e+21,3.462183941265286103e+20
3.629108900000000176e+03,3.698571707230940299e+21,3.352482315975692780e+20
3.629944599999999809e+03,2.741880112991256445e+21,3.155772275422605476e+20
3.630780499999999847e+03,2.515486357272217518e+21,2.926321472752208773e+20
3.631616700000000037e+03,1.980174620576009683e+21,2.656028451736109711e+20
3.632452999999999975e+03,1.529618271454579130e+21,2.408137614994605343e+20
3.633289499999999862e+03,2.189018543113616490e+21,2.522462922098555617e+20
3.634126200000000154e+03,1.512761478398851154e+21,2.500005350392069161e+20
3.634963000000000193e+03,2.346379677042104599e+21,2.665364502747345388e+20
3.635800099999999929e+03,2.466795645613189890e+21,2.747120031984156672e+20
3.636637400000000071e+03,2.483226541364833419e+21,2.791903435299873096e+20
3.637474900000000162e+03,3.007980071560081310e+21,2.892054361667210117e+20
3.638312500000000000e+03,2.945137892910518239e+21,2.906687691065569444e+20
3.639150399999999991e+03,3.099709498129013801e+21,2.924569916099098378e+20
3.639988400000000183e+03,3.445744464460381159e+21,3.009484178575953101e+20
3.640826599999999871e+03,3.327913191471409791e+21,3.022177955412652851e+20
3.641665100000000166e+03,3.132304859664332882e+21,3.012201492663342203e+20
3.642503700000000208e+03,3.185628851935003017e+21,2.978177803909986386e+20
3.643342500000000200e+03,2.894029589587034636e+21,2.900290862031225487e+20
3.644181500000000142e+03,2.690445894914948465e+21,2.792895076713385492e+20
3.645020700000000033e+03,2.076065404511968821e+21,2.671583018170514145e+20
3.645860099999999875e+03,1.673534265618146001e+21,2.583658516408789238e+20
3.646699700000000121e+03,1.850592479824977068e+21,2.561448360006172017e+20
3.647539499999999862e+03,1.996486096723558531e+21,2.545375335071765627e+20
3.648379399999999805e+03,1.202892879232900006e+21,2.383292643029395702e+20
3.649219599999999900e+03,1.600960361497565331e+21,2.399093862698753720e+20
3.650059999999999945e+03,1.496132204676087546e+21,2.436850873410300150e+20
3.650900500000000193e+03,1.990403451696369107e+21,2.580584809966746337e+20
3.651741300000000138e+03,2.978598051291311636e+21,2.779634480131437691e+20
3.652582199999999830e+03,3.055985718815582323e+21,2.850593010610411274e+20
3.653423299999999927e+03,3.395453833668822303e+21,2.949222864484386734e+20
3.654264700000000175e+03,3.920433984981985395e+21,3.058773208191514051e+20
3.655106200000000172e+03,3.882042784420326801e+21,3.039317396577971077e+20
3.655947900000000118e+03,3.721021472981056487e+21,3.016350074354177802e+20
3.656789800000000014e+03,4.062059684152477221e+21,3.035310008795145830e+20
3.657631899999999860e+03,4.527960454413141148e+21,3.085282310666636493e+20
3.658474200000000110e+03,3.781476824409476432e+21,3.049876109554086707e+20
3.659316699999999855e+03,4.429986950842489504e+21,3.139098485244526592e+20
3.660159400000000005e+03,4.143282011160497357e+21,3.094463465170396774e+20
3.661002300000000105e+03,4.008499904520682734e+21,3.118555544201651814e+20
3.661845400000000154e+03,4.783357077281307623e+21,3.134934252003101901e+20
3.662688599999999951e+03,3.950374618251740054e+21,3.068837812201670574e+20
3.663532099999999900e+03,4.216300261160534409e+21,3.009250256057535693e+20
3.664375700000000052e+03,3.351779207574158049e+21,2.847090951945784197e+20
3.665219599999999900e+03,3.456486721832438202e+21,2.820289823834839122e+20
3.666063599999999951e+03,3.870327666983191970e+21,2.789328853978419692e+20
3.666907900000000154e+03,3.315305563033093800e+21,2.785485986708310589e+20
3.667752300000000105e+03,4.228751167302110544e+21,2.786166950259972833e+20
3.668596900000000005e+03,3.493757496224237748e+21,2.708959176735934054e+20
3.669441800000000057e+03,3.280180827503518548e+21,2.638687598751396004e+20
3.670286799999999857e+03,3.109797114492524429e+21,2.569209715436951634e+20
3.671132000000000062e+03,2.878666841726203724e+21,2.545977194772620575e+20
3.671977400000000216e+03,3.388479411665223811e+21,2.612387060715569480e+20
3.672822999999999865e+03,3.853213890241920238e+21,2.738851736116878049e+20
3.673668799999999919e+03,3.947522158230486122e+21,2.774668162791376159e+20
3.674514799999999923e+03,3.924098082282863591e+21,2.769710526135314678e+20
3.675360999999999876e+03,3.947002267260277490e+21,2.759770909578678436e+20
3.676207399999999780e+03,3.918051631145729655e+21,2.772110041995998659e+20
3.677053899999999885e+03,3.599309400931000910e+21,2.729598595223203021e+20
3.677900700000000143e+03,3.094543591130668204e+21,2.657828671122088591e+20
3.678747699999999895e+03,3.324214354248865939e+21,2.584449631052436603e+20
3.679594799999999850e+03,2.763607511892342342e+21,2.500399811414017966e+20
3.680442199999999957e+03,2.009330721726862197e+21,2.361504777876962673e+20
3.681289699999999812e+03,2.135347082844363031e+21,2.346224891781812388e+20
3.682137499999999818e+03,2.598328262320459350e+21,2.416227097168424796e+20
3.682985400000000027e+03,2.891947874677972009e+21,2.484015210866706022e+20
3.683833599999999933e+03,2.554134042590848745e+21,2.516862388952638751e+20
3.684681900000000041e+03,2.680241116879044739e+21,2.525495068651652055e+20
3.685530400000000100e+03,2.767806804686782595e+21,2.532912511317231206e+20
3.686379100000000108e+03,2.271788729216699204e+21,2.451642932220400435e+20
3.687228099999999813e+03,2.615832449313347731e+21,2.387560571313719542e+20
3.688077200000000175e+03,1.828356871705397035e+21,2.275883298484098826e+20
3.688926500000000033e+03,1.815865330198365340e+21,2.211524250212087235e+20
3.689775999999999840e+03,2.460791010348595937e+21,2.331868497437242819e+20
3.690625700000000052e+03,3.060790748842398056e+21,2.438675600725373092e+20
3.691475600000000213e+03,3.388413413866259612e+21,2.577892317370321797e+20
3.692325699999999870e+03,3.616351696709746164e+21,2.655006611415672422e+20
3.693175999999999931e+03,3.981343477808802300e+21,2.677616850374853591e+20
3.694026400000000194e+03,3.378851426183635010e+21,2.629404630676164116e+20
3.694877100000000155e+03,3.048051814768074293e+21,2.533092212999452426e+20
3.695728000000000065e+03,3.563312987319413244e+21,2.549699149125693276e+20
3.696579099999999926e+03,3.785979510082714468e+21,2.591842703163040727e+20
3.697430299999999988e+03,3.793018516129972748e+21,2.598659755939145318e+20
3.698281800000000203e+03,3.612372818642430067e+21,2.602963972080223846e+20
3.699133499999999913e+03,3.711317742384804528e+21,2.623250902947947151e+20
3.699985299999999825e+03,4.026308434252427952e+21,2.661162438131848970e+20
3.700837399999999889e+03,4.032697769969575264e+21,2.691082717927569818e+20
3.701689600000000155e+03,3.536668501324368183e+21,2.614441072260623892e+20
3.702542100000000119e+03,3.788421835905660617e+21,2.591927121638940672e+20
3.703394699999999830e+03,3.021078822627250799e+21,2.465668659621940756e+20
3.704247499999999945e+03,2.551698006680169087e+21,2.341514856121249956e+20
3.705100600000000213e+03,2.427661837036219793e+21,2.230584411932026798e+20
3.705953799999999774e+03,1.876834994273269318e+21,2.071507334764939837e+20
3.706807200000000194e+03,1.566845652506555974e+21,1.966719413947399209e+20
3.707660800000000108e+03,1.902790581867683250e+21,1.978311695071997788e+20
3.708514700000000175e+03,1.749537754023194001e+21,1.973156372280255447e+20
3.709368699999999990e+03,1.568893099788111970e+21,1.964662362358317384e+20
3.710222900000000209e+03,1.815668819250724733e+21,2.007941192428088197e+20
3.711077299999999923e+03,2.299462832800599638e+21,2.105991222009846170e+20
3.711931900000000041e+03,2.744602558576034054e+21,2.213907805528436572e+20
3.712786700000000110e+03,3.295037393341233234e+21,2.329043449223732593e+20
3.713641700000000128e+03,3.777905143622229033e+21,2.427255220394579067e+20
3.714496900000000096e+03,4.072374194201104482e+21,2.495803158699634524e+20
3.715352300000000014e+03,3.985930720486452888e+21,2.505892244189063741e+20
3.716207899999999881e+03,3.487171533110405759e+21,2.437915210018255667e+20
