# wavelength, Lumniosty[W/AA], Error
3.621596000000000004e+03,3.444668422430332027e+20,6.990418069823359549e+21
3.622429999999999836e+03,3.444668421473982874e+20,1.003018927625930670e+20
3.623264200000000073e+03,5.895208811987820216e+20,6.990418051766691037e+21
3.624098599999999806e+03,8.345748907052363940e+20,1.126148458267664220e+20
3.624933100000000195e+03,6.379351092024290836e+20,1.084491658894339277e+20
3.625767899999999827e+03,7.448608458914316943e+20,1.118019760172734874e+20
3.626602899999999863e+03,8.951177163620534190e+20,1.164540357037711524e+20
3.627438000000000102e+03,9.910489946347807703e+20,1.192779765498404045e+20
3.628273400000000038e+03,1.058570292415119491e+21,1.216176351263937331e+20
3.629108900000000176e+03,7.875237711935290737e+20,1.139051369056464404e+20
3.629944599999999809e+03,7.456574351024530391e+20,1.128776605571335782e+20
3.630780499999999847e+03,5.669836193622831923e+20,1.048583824607408947e+20
3.631616700000000037e+03,4.553839572331517706e+20,9.859363004911833907e+19
3.632452999999999975e+03,4.836097493897374597e+20,9.461694750076601958e+19
3.633289499999999862e+03,3.893949873798936003e+20,9.277423907453562061e+19
3.634126200000000154e+03,1.801232389232932946e+20,8.659618204783311258e+19
3.634963000000000193e+03,4.057692457942487532e+20,9.437128347661308723e+19
3.635800099999999929e+03,4.536673828684915671e+20,9.668226344457166848e+19
3.636637400000000071e+03,3.963016651041425981e+20,9.627183040024831590e+19
3.637474900000000162e+03,6.194950381650743132e+20,1.015388420137277030e+20
3.638312500000000000e+03,1.069568891896999051e+21,1.125317010564650435e+20
3.639150399999999991e+03,9.651696890570941399e+20,1.111951496975777628e+20
3.639988400000000183e+03,8.914195495787844076e+20,1.104366663366289818e+20
3.640826599999999871e+03,1.007059731710375887e+21,1.132098200447118213e+20
3.641665100000000166e+03,1.035997767889199825e+21,1.145478142127896330e+20
3.642503700000000208e+03,8.313003989536096911e+20,1.114752430587784888e+20
3.643342500000000200e+03,6.932015161901467566e+20,1.065303299923078840e+20
3.644181500000000142e+03,7.480991317254643384e+20,1.066711164907675320e+20
3.645020700000000033e+03,5.682337430895797207e+20,9.975765487422334566e+19
3.645860099999999875e+03,4.863478798871081124e+20,9.779807990986819174e+19
3.646699700000000121e+03,5.604805874199073260e+20,9.820906514457441075e+19
3.647539499999999862e+03,5.570719001123908485e+20,9.750250649787342848e+19
3.648379399999999805e+03,4.800231554865155277e+20,9.531831423563020698e+19
3.649219599999999900e+03,5.213963212846932951e+20,9.493438772498097766e+19
3.650059999999999945e+03,4.355359311901721887e+20,9.323643792156840755e+19
3.650900500000000193e+03,5.141045027110434243e+20,9.813453297344036864e+19
3.651741300000000138e+03,7.894115475814236815e+20,1.055979849941725020e+20
3.652582199999999830e+03,9.174833228941431931e+20,1.084994251464073871e+20
3.653423299999999927e+03,8.376648230168127078e+20,1.072735694218625024e+20
3.654264700000000175e+03,9.839341233271907287e+20,1.100214000096927908e+20
3.655106200000000172e+03,8.938404490134923510e+20,1.062457440497898455e+20
3.655947900000000118e+03,9.395619850053113610e+20,1.097759484756333527e+20
3.656789800000000014e+03,1.212511023466538861e+21,1.129866735845741036e+20
3.657631899999999860e+03,1.179570312146501108e+21,1.119301831876521001e+20
3.658474200000000110e+03,1.056215865072931176e+21,1.094769829728469811e+20
3.659316699999999855e+03,1.092248513773076873e+21,1.106029130520460329e+20
3.660159400000000005e+03,1.223815946649755189e+21,1.127156203360979190e+20
3.661002300000000105e+03,1.234920870167167107e+21,1.118793286199246520e+20
3.661845400000000154e+03,1.083636252093002023e+21,1.096173805426083758e+20
3.662688599999999951e+03,1.028076953088504365e+21,1.087672715065102828e+20
3.663532099999999900e+03,1.160481709986927608e+21,1.086539373573388370e+20
3.664375700000000052e+03,1.052271027776982483e+21,1.069358168978142659e+20
3.665219599999999900e+03,9.502679782133655142e+20,1.029700526811545108e+20
3.666063599999999951e+03,1.024832699029007499e+21,1.049591220130496348e+20
3.666907900000000154e+03,1.179608483212790727e+21,1.074324670385094820e+20
3.667752300000000105e+03,1.191483555746117321e+21,1.055626396580815995e+20
3.668596900000000005e+03,8.825584631552188088e+20,1.005888336491807048e+20
3.669441800000000057e+03,8.394256529698877604e+20,9.733679354173161472e+19
3.670286799999999857e+03,7.934178863079582597e+20,9.398616960941580288e+19
3.671132000000000062e+03,7.696181654595911025e+20,9.510346694153193062e+19
3.671977400000000216e+03,1.020820752328159789e+21,9.987468776360116224e+19
3.672822999999999865e+03,1.078640545705578463e+21,1.007858253719278060e+20
3.673668799999999919e+03,9.676012663417017467e+20,1.002951065703037829e+20
3.674514799999999923e+03,1.143512262353658315e+21,1.012546971099422392e+20
3.675360999999999876e+03,9.721196483828391608e+20,9.585183112624855450e+19
3.676207399999999780e+03,7.552707290127319695e+20,9.547937162087209370e+19
3.677053899999999885e+03,1.257010321224826356e+21,9.693278972603583693e+19
3.677900700000000143e+03,5.063927867873104364e+20,8.963186167587394355e+19
3.678747699999999895e+03,6.564681685020150333e+20,8.519773932852202701e+19
3.679594799999999850e+03,5.738914915305348792e+20,8.389922417544454144e+19
3.680442199999999957e+03,4.657118261495860429e+20,8.133228333269301658e+19
3.681289699999999812e+03,6.679340699537991270e+20,8.373215142508344115e+19
3.682137499999999818e+03,4.956705190938687570e+20,8.204887468216490394e+19
3.682985400000000027e+03,7.740265326601620685e+20,8.596000521750642688e+19
3.683833599999999933e+03,7.927902557813686927e+20,8.916834183281242931e+19
3.684681900000000041e+03,8.429950357451479450e+20,9.006126024067368550e+19
3.685530400000000100e+03,8.915303797249914962e+20,9.022820712589970637e+19
3.686379100000000108e+03,7.340468556258904637e+20,8.607564533989462835e+19
3.687228099999999813e+03,6.233304416398865859e+20,8.182772142575068774e+19
3.688077200000000175e+03,6.192601082211619308e+20,8.001776654783691162e+19
3.688926500000000033e+03,5.947176684057001984e+20,7.934607520643199795e+19
3.689775999999999840e+03,6.594366966992033546e+20,8.057175202505518285e+19
3.690625700000000052e+03,7.493842437069681459e+20,8.465725448668499149e+19
3.691475600000000213e+03,8.166220903640808817e+20,8.693533499178483712e+19
3.692325699999999870e+03,1.154672120067847750e+21,9.434728168752827597e+19
3.693175999999999931e+03,1.064779343036995731e+21,9.262429930228075725e+19
3.694026400000000194e+03,9.453748830815069143e+20,8.917205053001244672e+19
3.694877100000000155e+03,9.726504321348062413e+20,8.771428722216497971e+19
3.695728000000000065e+03,1.067671505857573945e+21,8.844995800556752077e+19
3.696579099999999926e+03,1.104070867034875625e+21,8.782589229593382093e+19
3.697430299999999988e+03,1.078190102190702592e+21,8.692183628180901069e+19
