# wavelength, Lumniosty[W/AA], Error
3.621596000000000004e+03,1.240466731518369202e+21,1.113176838333154722e+22
3.622429999999999836e+03,1.240466731172168991e+21,2.316795732698768671e+20
3.623264200000000073e+03,1.290666349144508989e+21,1.113176835683138929e+22
3.624098599999999806e+03,1.340865964022060548e+21,2.484293256535570186e+20
3.624933100000000195e+03,1.330733732161843102e+21,2.506930630526670930e+20
3.625767899999999827e+03,1.388183093848891982e+21,2.531083497374446060e+20
3.626602899999999863e+03,1.726120626275349955e+21,2.592462657822283203e+20
3.627438000000000102e+03,2.053578412642752004e+21,2.681589202627308749e+20
3.628273400000000038e+03,1.993554795236764680e+21,2.706762903258613023e+20
3.629108900000000176e+03,1.887859029526504276e+21,2.688602455274902323e+20
3.629944599999999809e+03,1.538226868531271827e+21,2.611621737698146058e+20
3.630780499999999847e+03,1.270308942388558037e+21,2.486143931036315812e+20
3.631616700000000037e+03,8.653183338428859679e+20,2.275242048534472294e+20
3.632452999999999975e+03,4.522720227901090693e+20,2.079544520465922130e+20
3.633289499999999862e+03,5.554211540258490941e+20,2.021969961105494180e+20
3.634126200000000154e+03,1.063876630646453567e+21,2.126179517926482575e+20
3.634963000000000193e+03,1.102168481494859776e+21,2.190346143550841815e+20
3.635800099999999929e+03,9.913110973840393503e+20,2.199563104418199634e+20
3.636637400000000071e+03,1.074695555020140315e+21,2.242758231821517455e+20
3.637474900000000162e+03,1.345852853582577271e+21,2.306905886828250071e+20
3.638312500000000000e+03,1.641098913026299920e+21,2.378399578375963935e+20
3.639150399999999991e+03,2.044887206640319201e+21,2.441100873434634650e+20
3.639988400000000183e+03,1.374096686681748668e+21,2.396485734679813489e+20
3.640826599999999871e+03,1.414888765369929957e+21,2.451971901380857037e+20
3.641665100000000166e+03,1.875677065691735261e+21,2.498359285426877891e+20
3.642503700000000208e+03,1.816006286829578355e+21,2.465655283754412933e+20
3.643342500000000200e+03,1.715901417173927592e+21,2.393407463338952950e+20
3.644181500000000142e+03,1.295564075225122603e+21,2.275077314069016740e+20
3.645020700000000033e+03,1.168590221174875619e+21,2.203915732495016919e+20
3.645860099999999875e+03,9.823117916674861302e+20,2.133638263300339139e+20
3.646699700000000121e+03,5.959658649710037565e+20,2.056519082171751137e+20
3.647539499999999862e+03,4.589667182493843456e+20,2.025931286008006574e+20
3.648379399999999805e+03,9.398703210526845174e+20,2.035723911005527409e+20
3.649219599999999900e+03,5.694962298240423690e+20,1.954876525654964961e+20
3.650059999999999945e+03,6.329550385473115914e+20,1.948936747615107482e+20
3.650900500000000193e+03,1.026916178624972063e+21,2.053825350759353549e+20
3.651741300000000138e+03,1.293551148598615081e+21,2.142148182293197947e+20
3.652582199999999830e+03,1.433534094318260716e+21,2.381585709693268787e+20
3.653423299999999927e+03,1.719949859355197178e+21,2.447351955903932662e+20
3.654264700000000175e+03,1.850309138798839333e+21,2.528320511100359148e+20
3.655106200000000172e+03,1.027301666638304510e+21,2.420337546690161869e+20
3.655947900000000118e+03,1.181512672267566842e+21,2.510269196396370985e+20
3.656789800000000014e+03,2.337148180625531339e+21,2.591226554504172012e+20
3.657631899999999860e+03,2.128147374808274305e+21,2.627504407154803999e+20
3.658474200000000110e+03,2.410003427931786314e+21,2.660832441568126894e+20
3.659316699999999855e+03,2.282029098492623061e+21,2.678058262079365775e+20
3.660159400000000005e+03,2.511768322439727546e+21,2.706969104132459397e+20
3.661002300000000105e+03,2.523453928723289473e+21,2.704298905521037312e+20
3.661845400000000154e+03,2.034492344215296541e+21,2.448967467332181688e+20
